state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,township,range,section,aliquot,data_source,parcel_count,acres_agg,object_id
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,639.12,640.63,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,17W,18,LOTS 1_2_3_4_ E2W2_E2,,3,1278.24,58
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.09,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,18W,12,ALL,,3,1280,59
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,637.39,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,18W,14,ALL,,3,1280,63
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,120.35,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,20W,15,NE4NW4_N2NE4,,3,240,66
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,78.54,78.81,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,19W,18,LOT 4_ SE4SW4,,3,157.08,69
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,477.22,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,19W,16,N2_E2SE4_N2SW4,,3,960,70
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,477.27,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,20W,36,NW4NW4_S2NW4_SW4NE4_S2,,3,960,71
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,440,444.57,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,19W,16,NE4NE4_S2NE4_S2,,3,880,72
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,79.78,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,19N,19W,31,N2NE4,,3,160,75
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80.12,80.26,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,18N,20W,1,LOT 1_ SE4NE4,,3,160.24,77
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,159.73,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,19N,20W,25,E2NE4_N2SW4,,3,320,82
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.26,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,19N,19W,7,SE4SE4,,3,80,83
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.53,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,19N,19W,8,SW4SW4,,3,80,84
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,320,320.3,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,20W,36,N2NW4_W2SE4_SW4,,3,640,86
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,320,320.8,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,19W,16,N2NW4_NE4_N2SE4,,3,640,87
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,240.24,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,20W,32,NE4_N2SE4,,3,480,91
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.32,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,20W,17,S2S2,,3,320,94
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,642.25,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,21W,16,ALL,,3,1280,95
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.25,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,22W,16,ALL,,3,1280,96
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,600,600.22,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,22W,36,LOTS 1_2_ N2_NW4SE4_SW4,,3,1209.9,97
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,280,279.97,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,21W,25,NE4_N2SE4_SW4SE4,,3,560,99
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,305.59,306.91,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,20W,19,LOTS 3_4_ NE4_E2SW4,,3,611.18,102
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,280,280.79,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,20N,20W,20,N2NW4_SE4NW4_NE4,,3,560,103
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.78,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,19N,21W,28,W2SE4,,3,160,113
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80.23,80.31,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,18N,20W,4,LOT 2_ SW4NE4,,3,160.46,119
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,360,360.21,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,19N,22W,36,W2_NW4NE4,,3,720,120
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,638.85,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,19N,22W,16,ALL,,3,1280,127
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,638.97,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,19N,23W,36,ALL,,3,1280,133
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,656.92,663.76,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,24W,16,LOTS 1_2_3_4_ S2N2_S2,,3,1313.84,137
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.26,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,19N,24W,16,ALL,,3,1280,138
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,821.35,816.68,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,25W,36,LOTS 1-11 INC._ NE4_NW4SE4_E2SE4_NW4SW4_S2SW4,,3,1642.7,139
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.63,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,23W,36,ALL,,3,1280,140
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,637.56,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,24W,36,ALL,,3,1280,141
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.77,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,23W,16,ALL,,3,1280,142
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,559.08,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,24W,16,N2NW4_NE4_S2,,3,1120,143
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,17.64,17.68,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,25W,35,LOT 4,,3,35.28,148
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,159.93,160.57,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,25W,34,LOT 1_ SW4NE4_W2SE4,,3,319.86,149
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,633.12,635.83,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,25W,36,LOTS 1_2_ N2_SE4_N2SW4,,3,1266.24,150
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,560.29,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,24W,16,NW4_S2NE4_S2,,3,1120,154
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,600,598.28,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,22N,24W,36,N2_SE4_N2SW4_SE4SW4,,3,1200,155
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,119.65,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,23W,34,N2NW4_NW4NE4,,3,240,156
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,632.41,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,23W,36,ALL,,3,1280,157
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,638.28,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,23W,16,ALL,,3,1280,158
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.9,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,23W,12,SE4SE4,,3,80,159
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.66,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,24W,36,ALL,,3,1280,162
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,72.92,73.57,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,20N,23W,4,LOT 2_ SW4NE4,,3,145.84,163
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,480.56,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,23W,34,N2_W2SE4_E2SW4,,3,960,164
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.24,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,23W,27,ALL,,3,1280,167
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.05,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,23W,35,NW4,,3,320,168
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,440,440.8,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,23W,26,W2_S2NE4_SW4SE4,,3,880,169
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.73,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,22W,16,ALL,,3,1280,174
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,106.7,107.98,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,22W,36,LOTS 3_4_5_8_9,,3,670.01,175
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,456.61,456.23,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,22W,36,LOTS 1_2_6_7_10_S2NE4_SE4_E2SW4,,3,1019.92,176
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.13,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,20W,29,E2SE4,,3,160,177
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.8,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,20W,16,ALL,,3,1280,180
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,120.85,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,21W,23,W2NW4_NW4SW4,,3,240,182
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.25,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,21W,14,SW4SW4,,3,80,183
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.32,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,21N,20W,4,S2SW4,,3,160,186
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.29,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,20W,31,NE4NE4,,3,80,189
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.05,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,20W,30,SE4SE4,,3,80,190
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,119.4,119.56,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,21N,22W,7,LOT 4_ E2SW4,,3,238.8,193
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.87,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,21W,16,ALL,,3,1280,197
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.74,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,21W,3,W2SW4,,3,160,200
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.31,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,21W,4,E2SE4,,3,160,201
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,563.35,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,21W,36,NW4_S2NE4_S2,,3,1120,202
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,79.26,79.47,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,20W,31,LOTS 1_2,,3,158.52,203
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.82,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,21W,24,S2SE4,,3,160,205
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.73,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,21W,16,ALL,,3,1280,208
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.05,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,22W,23,SE4SW4,,3,80,209
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,119.62,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,22W,26,NE4NW4_S2NW4,,3,240,210
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,637.23,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,22W,36,ALL,,3,1280,211
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,477.88,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,36,S2N2_S2,,3,960,213
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,119.74,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,23W,9,SE4NE4_E2SE4,,3,240,218
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.8,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,23W,10,SW4SW4,,3,80,219
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.15,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,23W,16,ALL,,3,1280,220
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,119.7,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,22N,23W,27,SE4NW4_E2SW4,,3,240,221
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,11.48,11.68,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,23N,25W,36,LOT 1,,3,22.96,223
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,240.44,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,23N,24W,16,NE4_W2SE4,,3,480,224
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,280,279.31,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,17,E2NW4_NE4_NE4SE4,,3,560,227
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,637.88,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,16,ALL,,3,1280,228
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,119.92,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,9,SE4SW4_W2SW4,,3,240,229
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,120.28,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,8,S2SE4_SE4SW4,,3,240,230
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.92,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",FLATHEAD,24N,23W,32,SW4SW4,,3,80,231
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,79.86,79.77,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,6,LOT 1_ SE4NE4,,3,159.72,232
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,79.17,79.12,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,23W,5,LOTS 3_4,,3,158.34,233
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,600,603.32,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",FLATHEAD,24N,23W,16,NW4_NE4NE4_S2NE4_S2,,3,1200,236
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.22,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,24N,24W,24,SE4NE4_NE4SE4,,3,160,237
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,520,522.7,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,24N,24W,16,N2_SE4_NE4SW4,,3,1040,238
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,645.5,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,24N,25W,36,ALL,,3,1280,239
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,10.7,10.72,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,24N,25W,16,LOT 1,,3,21.4,240
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,611.98,613.88,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",FLATHEAD,25N,25W,36,LOTS 1-8 INC._ S2,,3,1223.96,241
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,613.71,612.47,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",FLATHEAD,25N,24W,36,LOTS 1-8 INC._ S2,,3,1227.42,242
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.21,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,24N,24W,2,S2NW4_N2SW4,,3,320,243
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.18,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,20W,18,SE4SW4,,3,80,248
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,186.68,196.73,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,21W,29,LOTS 5_6_7_ SW4NE4_W2SE4,,3,373.36,249
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,26.13,26.5,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,21W,19,LOT 1,,3,52.26,250
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,320,320.88,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,22W,13,S2,,3,640,254
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.12,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,22W,16,ALL,,3,1280,255
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.99,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,22W,23,NW4,,3,320,256
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,242.14,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,22W,24,NW4_N2NE4,,3,480,257
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,440,444.88,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,22W,36,W2NW4_E2NE4_NW4SE4_S2SE4_SW4,,3,880,258
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.18,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",FLATHEAD,24N,23W,36,ALL,,3,1280,259
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,482.37,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,22W,16,NW4_S2,,3,960,260
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,174.93,179.92,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,21W,32,LOT 1_ W2E2,,3,349.86,261
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,121.03,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,21W,36,S2SE4_SE4SW4,,3,240,262
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,305.92,306.57,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,25N,19W,36,LOTS 1_2_3_4_ S2S2,,3,611.84,266
MT,"25 Stat. 676-684, esp. 679-81 (1889)",University of Montana,Department of Natural Resources,Montana State University,,38.53,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,20W,11,,,3,74.36,267
MT,"25 Stat. 676-684, esp. 679-81 (1889)",University of Montana,Department of Natural Resources,Montana State University,,43.82,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,25N,19W,32,,,3,85.84,268
MT,"25 Stat. 676-684, esp. 679-81 (1889)",University of Montana,Department of Natural Resources,Montana State University,,45.73,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,24N,19W,4,,,3,89.24,269
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,284.92,284,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",PHILLIPS,25N,23E,16,LOTS 1_2_3_4_ SE4_NE4SW4,,3,569.84,288
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,26N,23E,16,ALL,,3,1280,289
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,635.14,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,26N,23E,36,ALL,,3,1280,290
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.67,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,26N,22E,36,ALL,,3,1280,291
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,717.56,717.37,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,26N,22E,16,LOTS 1-8 INC._ W2_W2E2,,3,1435.12,292
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,637.54,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,26N,21E,16,ALL,,3,1280,293
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,642.67,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,27N,21E,36,ALL,,3,1280,294
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,600,599.24,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",BLAINE,27N,20E,36,NW4_NW4NE4_S2NE4_S2,,3,1200,295
