,Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
2705,1,1,19.0,19.0,1,SN01,001019SN01,"LOTS 3,4, NE4SW, S2SW, N2SE - R",4,L4,L4,001019SN01L4,279.16,Jackson,,R,Rural Credit
2706,1,1,19.0,19.0,6,SN06,001019SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - R",4,L4,L4,001019SN06L4,455.11,Jackson,,R,Rural Credit
2707,1,1,19.0,19.0,7,SN07,001019SN07,"LOTS 1,2,3,4, E2W2 - R",4,L4,L4,001019SN07L4,294.6,Jackson,,R,Rural Credit
2708,1,1,21.0,21.0,7,SN07,001021SN07,"LOTS 3,4, E2, E2SW - R",4,L4,L4,001021SN07L4,468.53,Jackson,,R,Rural Credit
2709,1,1,21.0,21.0,18,SN18,001021SN18,"LOTS 1,2,3,4, E2W2 - R",4,L4,L4,001021SN18L4,296.88,Jackson,,R,Rural Credit
2710,1,1,22.0,22.0,7,SN07,001022SN07,"LOTS 2,3,4, E2W2, W2SE - R",4,L4,L4,001022SN07L4,342.36,Jackson,,R,Rural Credit
2711,1,1,22.0,22.0,18,SN18,001022SN18,"LOTS 1,2,3,4, NE4, E2W2 - R",4,L4,L4,001022SN18L4,456.32,Jackson,,R,Rural Credit
2712,1,1,23.0,23.0,3,SN03,001023SN03,"LOTS 3,4, S2NW - R",4,L4,L4,001023SN03L4,161.55,Jackson,,R,Rural Credit
2713,1,1,23.0,23.0,5,SN05,001023SN05,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,001023SN05L4,321.1,Jackson,,R,Rural Credit
2714,1,1,24.0,24.0,6,SN06,001024SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",4,L4,L4,001024SN06L4,298.23,Jackson,,R,Rural Credit
2715,1,1,24.0,24.0,31,SN31,001024SN31,"LOTS 3,4, E2SW - R",4,L4,L4,001024SN31L4,151.83,Jackson,,R,Rural Credit
2716,1,1,25.0,25.0,30,SN30,001025SN30,"LOTS 3,4, E2SW, W2SE - R",4,L4,L4,001025SN30L4,230.02,Jackson,,R,Rural Credit
2717,2,2,18.0,18.0,6,SN06,002018SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",4,L4,L4,002018SN06L4,304.06,Jackson,,R,Rural Credit
2718,2,2,18.0,18.0,30,SN30,002018SN30,"LOTS 1,2,3,4, E2SW - R",4,L4,L4,002018SN30L4,228.24,Jackson,,R,Rural Credit
2719,2,2,19.0,19.0,6,SN06,002019SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",4,L4,L4,002019SN06L4,297.43,Jackson,,R,Rural Credit
2720,2,2,22.0,22.0,6,SN06,002022SN06,"LOTS 3,4,5, SE4NW - R",4,L4,L4,002022SN06L4,146.66,Jackson,,R,Rural Credit
2721,2,2,24.0,24.0,30,SN30,002024SN30,"LOTS 3,4, E2SW, SE4 - R",4,L4,L4,002024SN30L4,316.6,Jackson,,R,Rural Credit
2722,2,2,25.0,25.0,4,SN04,002025SN04,"LOTS 3,4, S2NW - R",4,L4,L4,002025SN04L4,159.29,Jackson,,R,Rural Credit
2723,2,2,25.0,25.0,31,SN31,002025SN31,"LOTS 3,4,6,7, E2SW, W2SE - R",4,L4,L4,002025SN31L4,270.12,Jackson,,R,Rural Credit
2724,3,3,19.0,19.0,4,SN04,003019SN04,"LOTS 3,4, S2NW, SE4 - R",4,L4,L4,003019SN04L4,319.95,Jackson,,R,Rural Credit
2725,3,3,22.0,22.0,23,SN23,003022SN23,"LOTS 1,2,3,4,5,6,7,8, NE4NE, N2NW - R",4,L4,L4,003022SN23L4,370.1,Jackson,,R,Rural Credit
2726,3,3,22.0,22.0,30,SN30,003022SN30,"LOTS 3,4,5 SE4NW - R",4,L4,L4,003022SN30L4,149.99,Jackson,,R,Rural Credit
2727,3,3,22.0,22.0,31,SN31,003022SN31,"LOTS 2,3,4,5,6 - R",4,L4,L4,003022SN31L4,157.35,Jackson,,R,Rural Credit
2728,3,3,23.0,23.0,14,SN14,003023SN14,"LOTS 1,2,3,4,5, S2NE, N2NW - R",4,L4,L4,003023SN14L4,287.3,Jackson,,R,Rural Credit
2729,3,3,23.0,23.0,15,SN15,003023SN15,"LOTS 1,2,4, N2NW - R",4,L4,L4,003023SN15L4,186.6,Jackson,,R,Rural Credit
2730,3,3,24.0,24.0,16,SN16,003024SN16,"LOTS 1,2,3,4,5 - C",4,L4,L4,003024SN16L4,177.9,Jackson,,C,Common School
2731,3,3,25.0,25.0,6,SN06,003025SN06,"LOTS 1,2,3,4,6,7, NE4NW - R",4,L4,L4,003025SN06L4,239.1,Jackson,,R,Rural Credit
2732,4,4,18.0,18.0,16,SN16,004018SN16,"LOTS 1,2,3,4,5,6, NE4 - C",4,L4,L4,004018SN16L4,327.85,Jackson,,C,Common School
2733,4,4,19.0,19.0,7,SN07,004019SN07,"LOTS 3,4, S2NE, SE4NW, E2SW - R",4,L4,L4,004019SN07L4,274.67,Jackson,,R,Rural Credit
2734,4,4,19.0,19.0,16,SN16,004019SN16,"LOTS 1,2,3,4,5, N2, NW4SW - C",4,L4,L4,004019SN16L4,516.21,Jackson,,C,Common School
2735,4,4,19.0,19.0,18,SN18,004019SN18,"LOTS 2,4,5,6, NE4SW, SW4SE - R",4,L4,L4,004019SN18L4,211.84,Jackson,,R,Rural Credit
2736,4,4,20.0,20.0,16,SN16,004020SN16,"LOTS 1,2,3,4, N2, N2SE - C",4,L4,L4,004020SN16L4,510.0,Jackson,,C,Common School
2737,4,4,22.0,22.0,18,SN17.5076599950581,003.64090111139010021.5325895805611SN17.5076599950581,"LOTS 1,2,3,4, S2N2 - R",4,L4,L4,003.64090111139010021.5325895805611SN17.5076599950581L4,216.27,Jackson,,R,Rural Credit
2738,106,106,63.0,63.0,3,SN03,106063SN03,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,106063SN03L4,324.3,Jerauld,,R,Rural Credit
2739,106,106,64.0,64.0,3,SN03,106064SN03,"LOTS 3,4, S2NW - R",4,L4,L4,106064SN03L4,161.65,Jerauld,,R,Rural Credit
2740,106,106,64.0,64.0,7,SN07,106064SN07,"LOTS 1,2,3,4, NE4, E2W2 - R",4,L4,L4,106064SN07L4,431.38,Jerauld,,R,Rural Credit
2741,106,106,64.0,64.0,30,SN30,106064SN30,"LOTS 1,2,3,4, E2W2 - R",4,L4,L4,106064SN30L4,273.86,Jerauld,,R,Rural Credit
2742,106,106,65.0,65.0,3,SN03,106065SN03,"LOTS 3,4, S2NW - R",4,L4,L4,106065SN03L4,165.38,Jerauld,,R,Rural Credit
2743,106,106,65.0,65.0,6,SN06,106065SN06,"LOTS 3,4,5, SE4NW - R",4,L4,L4,106065SN06L4,151.29,Jerauld,,R,Rural Credit
2744,106,106,66.0,66.0,3,SN03,106066SN03,"LOTS 1,2,3,4, S2N2, S2 - R",4,L4,L4,106066SN03L4,639.32,Jerauld,,R,Rural Credit
2745,106,106,66.0,66.0,26,SN26,106066SN26,"LOTS 1,2,3,4,5, SE4 - R",4,L4,L4,106066SN26L4,270.69,Jerauld,,R,Rural Credit
2746,106,106,66.0,66.0,27,SN27,106066SN27,"LOTS 1,3,4, W2 - R",4,L4,L4,106066SN27L4,416.45,Jerauld,,R,Rural Credit
2747,106,106,67.0,67.0,30,SN30,106067SN30,"LOTS 1,2,3,4, E2W2 - R",4,L4,L4,106067SN30L4,315.82,Jerauld,,R,Rural Credit
2748,107,107,64.0,64.0,4,SN04,107064SN04,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,107064SN04L4,329.36,Jerauld,,R,Rural Credit
2749,107,107,64.0,64.0,5,SN05,107064SN05,"LOTS 1,2,3,4, S2N2, SW4 - R",4,L4,L4,107064SN05L4,501.2,Jerauld,,R,Rural Credit
2750,107,107,64.0,64.0,30,SN30,107064SN30,"LOTS 1,2,3,4, N2NE, E2W2 - R",4,L4,L4,107064SN30L4,350.96,Jerauld,,R,Rural Credit
2751,107,107,65.0,65.0,3,SN03,107065SN03,"LOTS 1,2,3,4, S2N2, SW4 - R",4,L4,L4,107065SN03L4,496.82,Jerauld,,R,Rural Credit
2752,107,107,65.0,65.0,4,SN04,107065SN04,"LOTS 1,2,3,4, S2N2 - R",4,L4,L4,107065SN04L4,337.66,Jerauld,,R,Rural Credit
2753,107,107,65.0,65.0,31,SN31,107065SN31,"LOTS 3,4, E2SW, SE4 - R",4,L4,L4,107065SN31L4,310.2,Jerauld,,R,Rural Credit
2754,107,107,66.0,66.0,4,SN04,107066SN04,"LOTS 3,4, S2NW, S2SW - R",4,L4,L4,107066SN04L4,236.86,Jerauld,,R,Rural Credit
2755,107,107,66.0,66.0,31,SN31,107066SN31,"LOTS 1,2,3,4, W2NE, E2W2 - R",4,L4,L4,107066SN31L4,362.92,Jerauld,,R,Rural Credit
2756,108,108,64.0,64.0,7,SN07,108064SN07,"LOTS 3,4, E2SW, SE4 - R",4,L4,L4,108064SN07L4,307.23,Jerauld,,R,Rural Credit
2757,108,108,66.0,66.0,2,SN02,108066SN02,"LOTS 3,4, SE4 - R",4,L4,L4,108066SN02L4,247.1,Jerauld,,R,Rural Credit
2758,108,108,67.0,67.0,5,SN05,108067SN05,"LOTS 2,3,4, SW4NE, S2NW, N2SW - R",4,L4,L4,108067SN05L4,363.08,Jerauld,,R,Rural Credit
2759,108,108,67.0,67.0,7,SN07,108067SN07,"LOTS 3,4, SE4SW - R",4,L4,L4,108067SN07L4,86.31,Jerauld,,R,Rural Credit
2760,108,108,67.0,67.0,31,SN31,108067SN31,"LOTS 1,2,3,4, E2W2, SE4 - R",4,L4,L4,108067SN31L4,414.02,Jerauld,,R,Rural Credit
2761,1,1,26.0,26.0,1,SN01,001026SN01,"LOTS 3,4, S2NW - R",4,L4,L4,001026SN01L4,159.97,Jones,,R,Rural Credit
2762,1,1,26.0,26.0,7,SN07,001026SN07,"LOTS 2,3,4, NE4, SE4NW, E2SW - R",4,L4,L4,001026SN07L4,398.17,Jones,,R,Rural Credit
2763,1,1,26.0,26.0,30,SN30,001026SN30,"LOTS 1,2,3,4, W2NE, E2W2 - R",4,L4,L4,001026SN30L4,399.2,Jones,,R,Rural Credit
2764,1,1,26.0,26.0,31,SN31,001026SN31,"LOTS 3,4, NE4, E2SW - R",4,L4,L4,001026SN31L4,319.89,Jones,,R,Rural Credit
2765,1,1,27.0,27.0,7,SN07,001027SN07,"LOTS 3,4, E2SW - R",4,L4,L4,001027SN07L4,158.5,Jones,,R,Rural Credit
2766,1,1,27.0,27.0,19,SN19,001027SN19,"LOTS 3,4, E2SW, SE4 - R",4,L4,L4,001027SN19L4,319.07,Jones,,R,Rural Credit
2767,1,1,29.0,29.0,5,SN05,001029SN05,"LOTS 1,2,3,4, SE4NE, SW4SW, NE4SE - R",4,L4,L4,001029SN05L4,280.64,Jones,,R,Rural Credit
2768,1,1,29.0,29.0,6,SN06,001029SN06,"LOTS 1,2,3,4,5, S2NE, SE4NW, N2SE - R",4,L4,L4,001029SN06L4,396.88,Jones,,R,Rural Credit
2769,1,1,30.0,30.0,2,SN02,001030SN02,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,001030SN02L4,321.29,Jones,,R,Rural Credit
2770,1,1,30.0,30.0,6,SN06,001030SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - R",4,L4,L4,001030SN06L4,477.74,Jones,,R,Rural Credit
2771,2,2,26.0,26.0,7,SN07,002026SN07,"LOTS 1,2,3,4, E2W2 - R",4,L4,L4,002026SN07L4,315.08,Jones,,R,Rural Credit
2772,2,2,27.0,27.0,1,SN01,002027SN01,"LOTS 2,3,4, SW4NE, S2NW, W2SW, E2SE - R",4,L4,L4,002027SN01L4,399.55,Jones,,R,Rural Credit
2773,2,2,28.0,28.0,1,SN01,002028SN01,"LOTS 1,2,3,4, S2N2, SW4 - R",4,L4,L4,002028SN01L4,478.56,Jones,,R,Rural Credit
2774,2,2,28.0,28.0,7,SN07,002028SN07,"LOTS 2,3,4, W2NE, SE4NW - R",4,L4,L4,002028SN07L4,233.55,Jones,,R,Rural Credit
2775,2,2,28.0,28.0,31,SN31,002028SN31,"LOT 3,4, E2W2 - R",4,L4,L4,002028SN31L4,237.93,Jones,,R,Rural Credit
2776,2,2,29.0,29.0,1,SN01,002029SN01,"LOT 3,4, S2NW - R",4,L4,L4,002029SN01L4,158.94,Jones,,R,Rural Credit
2777,2,2,29.0,29.0,31,SN31,002029SN31,"LOTS 1,2,3,4, SE4NE, SE4NW, E2SW, SE4 - R",4,L4,L4,002029SN31L4,474.2,Jones,,R,Rural Credit
2778,2,2,30.0,30.0,3,SN03,002030SN03,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,002030SN03L4,319.25,Jones,,R,Rural Credit
2779,2,2,30.0,30.0,5,SN05,002030SN05,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,002030SN05L4,319.5,Jones,,R,Rural Credit
2780,2,2,30.0,30.0,19,SN19,002030SN19,"LOTS 3,4, E2SW - R",4,L4,L4,002030SN19L4,158.23,Jones,,R,Rural Credit
2781,1,1,26.0,26.0,4,SN04,001026SN04,"LOTS 3,4, S2NW - R",4,L4,L4,001026SN04L4,158.95,Jones,,R,Rural Credit
2782,1,1,27.0,27.0,3,SN03,001027SN03,"LOTS 1,2,3,4, S2NE - R",4,L4,L4,001027SN03L4,238.56,Jones,,R,Rural Credit
2783,1,1,27.0,27.0,4,SN04,001027SN04,"LOTS 2,3,4, SW4NE - R",4,L4,L4,001027SN04L4,159.34,Jones,,R,Rural Credit
2784,1,1,27.0,27.0,31,SN31,001027SN31,"LOTS 3,4, E2SW - R",4,L4,L4,001027SN31L4,152.06,Jones,,R,Rural Credit
2785,1,1,28.0,28.0,4,SN04,001028SN04,"LOTS 3,4, S2NW - R",4,L4,L4,001028SN04L4,159.97,Jones,,R,Rural Credit
2786,1,1,29.0,29.0,2,SN02,001029SN02,"LOTS 1,2,3,4,  S2N2 - R",4,L4,L4,001029SN02L4,316.5,Jones,,R,Rural Credit
2787,1,1,30.0,30.0,5,SN05,001030SN05,"LOTS 1,2,3,4,  S2N2, S2 - R",4,L4,L4,001030SN05L4,638.78,Jones,,R,Rural Credit
2788,1,1,30.0,30.0,6,SN06,001030SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - R",4,L4,L4,001030SN06L4,455.18,Jones,,R,Rural Credit
2789,1,1,30.0,30.0,30,SN30,001030SN30,"LOTS 3,4, E2SW, SE4 - R",4,L4,L4,001030SN30L4,309.25,Jones,,R,Rural Credit
2790,1,1,31.0,31.0,31,SN31,001031SN31,"LOTS 1,2,3,4,  E2NE, E2W2, SE4 - R",4,L4,L4,001031SN31L4,543.66,Jones,,R,Rural Credit
2791,2,2,26.0,26.0,1,SN01,002026SN01,"LOTS 3,4, S2NW - R",4,L4,L4,002026SN01L4,159.88,Jones,,R,Rural Credit
2792,2,2,26.0,26.0,36,SN36,002026SN36,"LOTS 1,2,3,4,5, E2, NE4SW, S2SW - C",4,L4,L4,002026SN36L4,562.2,Jones,,C,Common School
2793,2,2,27.0,27.0,6,SN06,002027SN06,"LOTS 3,4,5, SE4NW - R",4,L4,L4,002027SN06L4,152.46,Jones,,R,Rural Credit
2794,2,2,27.0,27.0,30,SN30,002027SN30,"LOTS 1,2,3,4, E2, E2W2 - R",4,L4,L4,002027SN30L4,633.76,Jones,,R,Rural Credit
2795,2,2,28.0,28.0,30,SN30,002028SN30,"LOTS 1,2,3,4, NE4, E2W2 - R",4,L4,L4,002028SN30L4,469.98,Jones,,R,Rural Credit
2796,2,2,30.0,30.0,1,SN01,002030SN01,"LOTS 1,2,3,4,  S2N2, SE4 - R",4,L4,L4,002030SN01L4,477.18,Jones,,R,Rural Credit
2797,2,2,30.0,30.0,2,SN02,002030SN02,"LOTS 1,2,3,4, S2NE, SE4NW, SE4 - R",4,L4,L4,002030SN02L4,436.22,Jones,,R,Rural Credit
2798,2,2,31.0,31.0,3,SN03,002031SN03,"LOTS 2,3,4, SW4NE - R",4,L4,L4,002031SN03L4,160.66,Jones,,R,Rural Credit
2799,2,2,31.0,31.0,7,SN07,002031SN07,"LOTS 1,2,3,4, E2W2 - R",4,L4,L4,002031SN07L4,305.78,Jones,,R,Rural Credit
2800,2,2,31.0,31.0,18,SN18,002031SN18,"LOTS 1,3,4, NE4, E2SW - R",4,L4,L4,002031SN18L4,349.93,Jones,,R,Rural Credit
2801,2,2,31.0,31.0,19,SN19,002031SN19,"LOTS 1,2,3,4, E2, E2W2 - R",4,L4,L4,002031SN19L4,627.4,Jones,,R,Rural Credit
2802,2,2,31.0,31.0,30,SN30,002031SN30,"LOTS 1,2,3,4, E2W2, W2SE - R",4,L4,L4,002031SN30L4,388.02,Jones,,R,Rural Credit
2803,3,3,27.0,27.0,5,SN05,003027SN05,"LOTS 2,3,4, N2NE - R",4,L4,L4,003027SN05L4,177.9,Jones,,R,Rural Credit
2804,3,3,29.0,29.0,3,SN03,003029SN03,"LOTS 1,2,3,4,  S2N2, SW4 - R",4,L4,L4,003029SN03L4,80.16,Jones,,R,Rural Credit
2805,3,3,29.0,29.0,19,SN19,003029SN19,"LOTS 1,2,3,4, W2NE, SE4NE, E2NW, SE4SW, NE4SE - R",4,L4,L4,003029SN19L4,435.06,Jones,,R,Rural Credit
2806,3,3,29.0,29.0,30,SN30,003029SN30,"LOTS 1,2,3,4,  E2W2- R",4,L4,L4,003029SN30L4,317.16,Jones,,R,Rural Credit
2807,3,3,29.0,29.0,31,SN31,003029SN31,"LOTS 1,2,3,4,  E2NW- R",4,L4,L4,003029SN31L4,238.88,Jones,,R,Rural Credit
2808,3,3,30.0,30.0,3,SN03,003030SN03,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,003030SN03L4,319.28,Jones,,R,Rural Credit
2809,3,3,30.0,30.0,6,SN06,003030SN06,"LOTS 3,4,5, SE4NW - R",4,L4,L4,003030SN06L4,154.31,Jones,,R,Rural Credit
2810,3,3,31.0,31.0,3,SN03,003031SN03,"LOTS 1,2,3,4, S2N2, SW4 - R",4,L4,L4,003031SN03L4,475.48,Jones,,R,Rural Credit
2811,3,3,31.0,31.0,5,SN05,003031SN05,"LOTS 3,4, S2NW, S2 - R",4,L4,L4,003031SN05L4,479.42,Jones,,R,Rural Credit
2812,3,3,31.0,31.0,30,SN30,003031SN30,"LOTS 1,2,3,4, E2W2, SE4 - R",4,L4,L4,003031SN30L4,479.1,Jones,,R,Rural Credit
2813,3,3,32.0,32.0,31,SN31,003032SN31,"LOTS 1,2,3,4, W2W2 - R",4,L4,L4,003032SN31L4,236.18,Jones,,R,Rural Credit
2814,4,4,28.0,28.0,11,SN11,004028SN11,"LOTS 2,3,4,5,6,7, NE4NW - R",4,L4,L4,004028SN11L4,238.5,Jones,,R,Rural Credit
2815,4,4,30.0,30.0,1,SN01,004030SN01,"LOTS 1,2,3,4,5,6 - R",4,L4,L4,004030SN01L4,103.09,Jones,,R,Rural Credit
2816,4,4,31.0,31.0,6,SN06,004031SN06,"LOTS 1,2,3,4,5,6,7,8, SW4NE, E2NW, NE4SW - R",4,L4,L4,004031SN06L4,367.54,Jones,,R,Rural Credit
2817,109,109,55.0,55.0,7,SN07,109055SN07,"LOTS 2,3,4,5, E2SW - R",4,L4,L4,109055SN07L4,185.96,Kingsburg,,R,Rural Credit
2818,109,109,57.0,57.0,19,SN19,109057SN19,"LOTS 3,4, E2SW - R",4,L4,L4,109057SN19L4,150.72,Kingsburg,,R,Rural Credit
2819,109,109,58.0,58.0,4,SN04,109058SN04,"LOTS 3,4, S2NW - R",4,L4,L4,109058SN04L4,152.12,Kingsburg,,R,Rural Credit
2820,110,110,58.0,58.0,30,SN30,110058SN30,"LOTS 3,4, E2SW - R",4,L4,L4,110058SN30L4,157.44,Kingsburg,,R,Rural Credit
2821,110,110,58.0,58.0,31,SN31,110058SN31,"LOTS 3,4, E2W2 - R",4,L4,L4,110058SN31L4,239.04,Kingsburg,,R,Rural Credit
2822,111,111,58.0,58.0,30,SN30,111058SN30,"LOTS 3,4, E2SW - R",4,L4,L4,111058SN30L4,157.24,Kingsburg,,R,Rural Credit
2823,112,112,57.0,57.0,18,SN18,112057SN18,"LOTS 3,4, & E2SW (less RR), NE4 (less 18.61 RR) - R",4,L4,L4,112057SN18L4,285.71,Kingsburg,,R,Rural Credit
2824,105,105,52.0,52.0,18,SN18,105052SN18,"LOTS 3,4, E2SW - R",4,L4,L4,105052SN18L4,159.87,Lake,,R,Rural Credit
2825,105,105,54.0,54.0,19,SN19,105054SN19,"LOTS 3,4, E2SW - R",4,L4,L4,105054SN19L4,165.53,Lake,,R,Rural Credit
2826,106,106,51.0,51.0,3,SN03,106051SN03,"LOTS 2,3,4,6 - R",4,L4,L4,106051SN03L4,166.18,Lake,,R,Rural Credit
2827,106,106,54.0,54.0,2,SN02,106054SN02,"LOTS 3,4, S2NW - R",4,L4,L4,106054SN02L4,163.73,Lake,,R,Rural Credit
2828,106,106,54.0,54.0,4,SN04,106054SN04,"LOTS 1,2,3,4, S2N2 - R",4,L4,L4,106054SN04L4,323.54,Lake,,R,Rural Credit
2829,106,106,54.0,54.0,30,SN30,106054SN30,"LOTS 3,4, E2SW - R",4,L4,L4,106054SN30L4,167.6,Lake,,R,Rural Credit
2830,6,6,1.0,1.0,16,SN16,006001SN16,"LOTS 1,2,3,4, S2N2, S2 - C",4,L4,L4,006001SN16L4,614.48,Lawrence,,C,Common School
2831,6,6,2.0,2.0,6,SN06,006002SN06,"LOTS 1,2,3,4,5,6, S2NE, SE4NW, NE4SW, NW4SE - R",4,L4,L4,006002SN06L4,445.05,Lawrence,,R,Rural Credit
2832,6,6,2.0,2.0,7,SN07,006002SN07,"LOTS 3,4, SE4SW - R",4,L4,L4,006002SN07L4,122.26,Lawrence,,R,Rural Credit
2833,6,6,2.0,2.0,18,SN18,006002SN18,"LOTS 1,2,3,4, NE4, E2W2, N2SE, SE4SE - R",4,L4,L4,006002SN18L4,605.82,Lawrence,,R,Rural Credit
2834,7,7,4.0,4.0,5,SN05,007004SN05,"LOTS 3,4, SW4NW, W2SW - R",4,L4,L4,007004SN05L4,200.64,Lawrence,,R,Rural Credit
2835,103,103,56.0,56.0,4,SN04,103056SN04,"LOTS 3,4, S2NW - R",4,L4,L4,103056SN04L4,160.61,McCook,,R,Rural Credit
2836,104,104,56.0,56.0,5,SN05,104056SN05,"LOTS 1,2,3,4, S2N2 - R",4,L4,L4,104056SN05L4,377.72,McCook,,R,Rural Credit
2837,125,125,67.0,67.0,4,SN04,125067SN04,"LOTS 3,4, S2NW, S2 - R",4,L4,L4,125067SN04L4,481.46,McPherson,,R,Rural Credit
2838,125,125,68.0,68.0,4,SN04,125068SN04,"LOTS 3,4, S2NW - NN",4,L4,L4,125068SN04L4,162.89,McPherson,,NN,Northern Normal
2839,125,125,69.0,69.0,1,SN01,125069SN01,"LOTS 1,2,3,4, S2N2, S2 - I",4,L4,L4,125069SN01L4,637.9,McPherson,,I,Indemnity
2840,125,125,69.0,69.0,3,SN03,125069SN03,"LOTS 1,2,3,4, S2N2, S2 - I",4,L4,L4,125069SN03L4,636.62,McPherson,,I,Indemnity
2841,125,125,69.0,69.0,4,SN04,125069SN04,"LOTS 1,2,3,4, S2N2, S2 - I",4,L4,L4,125069SN04L4,637.8,McPherson,,I,Indemnity
2842,125,125,69.0,69.0,5,SN05,125069SN05,"LOTS 1,2,3,4, S2N2, N2SW - T",4,L4,L4,125069SN05L4,399.64,McPherson,,T,Training School
2843,125,125,69.0,69.0,7,SN07,125069SN07,"LOTS 1,2,3,4, E2, E2W2 - I",4,L4,L4,125069SN07L4,644.16,McPherson,,I,Indemnity
2844,125,125,69.0,69.0,18,SN18,125069SN18,"LOTS 1,2,3,4, E2, E2W2 - I",4,L4,L4,125069SN18L4,643.8,McPherson,,I,Indemnity
2845,125,125,69.0,69.0,30,SN30,125069SN30,"LOTS 2,3,4, SE4NW, E2SW, SE4 - I",4,L4,L4,125069SN30L4,402.6,McPherson,,I,Indemnity
2846,125,125,70.0,70.0,3,SN03,125070SN03,"LOTS 3,4, SW4NW, W2SW - A",4,L4,L4,125070SN03L4,199.77,McPherson,,A,College of Agriculture
2847,125,125,72.0,72.0,18,SN18,125072SN18,"LOTS 3,4, E2SW - U",4,L4,L4,125072SN18L4,160.86,McPherson,,U,State University
2848,125,125,73.0,73.0,31,SN31,125073SN31,"LOTS 1,2,3,4, E2W2, W2SE, SE4SE - U ",4,L4,L4,125073SN31L4,440.84,McPherson,,U,State University
2849,126,126,68.0,68.0,2,SN02,126068SN02,"LOTS 1,2,3,4, SW4 - U ",4,L4,L4,126068SN02L4,321.04,McPherson,,U,State University
2850,126,126,68.0,68.0,3,SN03,126068SN03,"LOTS 3,4, S2NW, S2 - NN",4,L4,L4,126068SN03L4,481.95,McPherson,,NN,Northern Normal
2851,126,126,68.0,68.0,4,SN04,126068SN04,"LOTS 1,2,3,4, S2N2, N2S2, SW4SW, S2SE - NN",4,L4,L4,126068SN04L4,605.56,McPherson,,NN,Northern Normal
2852,126,126,68.0,68.0,5,SN05,126068SN05,"LOTS 1,2,3,4, S2N2, S2 - B",4,L4,L4,126068SN05L4,648.16,McPherson,,B,School for the Blind
2853,126,126,68.0,68.0,6,SN06,126068SN06,"LOTS 1,2,3,4,6,7, S2NE, SE4NW, E2SW, SE4 - B",4,L4,L4,126068SN06L4,600.88,McPherson,,B,School for the Blind
2854,126,126,68.0,68.0,7,SN07,126068SN07,"LOTS 1,2,3,4, NE4, E2W2 - B",4,L4,L4,126068SN07L4,476.88,McPherson,,B,School for the Blind
2855,126,126,68.0,68.0,18,SN18,126068SN18,"LOTS 1,2,3,4, NE4, E2W2 - NN",4,L4,L4,126068SN18L4,478.24,McPherson,,NN,Northern Normal
2856,126,126,68.0,68.0,19,SN19,126068SN19,"LOTS 1,2,3,4, NE4, E2W2 - B",4,L4,L4,126068SN19L4,479.28,McPherson,,B,School for the Blind
2857,126,126,68.0,68.0,30,SN30,126068SN30,"LOTS 1,2,3,4, E2W2, S2SE - B",4,L4,L4,126068SN30L4,400.4,McPherson,,B,School for the Blind
2858,126,126,68.0,68.0,31,SN31,126068SN31,"LOTS 1,2,3,4, E2W2 - B",4,L4,L4,126068SN31L4,322.36,McPherson,,B,School for the Blind
2859,126,126,69.0,69.0,2,SN02,126069SN02,"LOTS 3,4, S2NW, S2 - NN",4,L4,L4,126069SN02L4,478.88,McPherson,,NN,Northern Normal
2860,126,126,70.0,70.0,19,SN19,126070SN19,"LOTS 1,2,3,4, NE4SW, W2SE, NE4NE - D",4,L4,L4,126070SN19L4,308.8,McPherson,,D,School for the Deaf
2861,126,126,70.0,70.0,30,SN30,126070SN30,"LOTS 2,3,4, SE4 - D",4,L4,L4,126070SN30L4,269.87,McPherson,,D,School for the Deaf
2862,126,126,71.0,71.0,30,SN30,126071SN30,"LOTS 3,4, E2SW, SE4 - M",4,L4,L4,126071SN30L4,323.73,McPherson,,M,School of Mines
2863,126,126,71.0,71.0,31,SN31,126071SN31,"LOTS 1,2,3,4, NE4, E2W2, W2SE - M",4,L4,L4,126071SN31L4,569.06,McPherson,,M,School of Mines
2864,127,127,66.0,66.0,2,SN02,127066SN02,"LOTS 3,4, S2NW, SW4 - R",4,L4,L4,127066SN02L4,324.85,McPherson,,R,Rural Credit
2865,127,127,66.0,66.0,19,SN19,127066SN19,"LOTS 3,4, NE4, E2SW - R",4,L4,L4,127066SN19L4,279.8,McPherson,,R,Rural Credit
