,Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
4528,11,11,9.0,9.0,36,SN36,011009SN36,ALL - C,ALL ,,,011009SN36,640.0,Butte,,C,Common School
4529,12,12,1.0,1.0,16,SN16,012001SN16,ALL - C,ALL ,,,012001SN16,640.0,Butte,,C,Common School
4530,12,12,1.0,1.0,36,SN36,012001SN36,ALL - C,ALL ,,,012001SN36,640.0,Butte,,C,Common School
4531,12,12,2.0,2.0,16,SN16,012002SN16,ALL - C,ALL ,,,012002SN16,640.0,Butte,,C,Common School
4532,12,12,2.0,2.0,36,SN36,012002SN36,ALL - C,ALL ,,,012002SN36,640.0,Butte,,C,Common School
4533,12,12,3.0,3.0,16,SN16,012003SN16,ALL - C,ALL ,,,012003SN16,640.0,Butte,,C,Common School
4534,12,12,3.0,3.0,36,SN36,012003SN36,ALL - C,ALL ,,,012003SN36,640.0,Butte,,C,Common School
4535,12,12,4.0,4.0,16,SN16,012004SN16,ALL - C,ALL ,,,012004SN16,640.0,Butte,,C,Common School
4536,12,12,4.0,4.0,36,SN36,012004SN36,ALL - C,ALL ,,,012004SN36,640.0,Butte,,C,Common School
4537,12,12,5.0,5.0,16,SN16,012005SN16,ALL - C,ALL ,,,012005SN16,640.0,Butte,,C,Common School
4538,12,12,5.0,5.0,20,SN20,012005SN20,ALL - I,ALL ,,,012005SN20,640.0,Butte,,I,Indemnity
4539,12,12,5.0,5.0,21,SN21,012005SN21,ALL - I,ALL ,,,012005SN21,640.0,Butte,,I,Indemnity
4540,12,12,5.0,5.0,29,SN29,012005SN29,ALL - I,ALL ,,,012005SN29,640.0,Butte,,I,Indemnity
4541,12,12,5.0,5.0,36,SN36,012005SN36,ALL - C,ALL ,,,012005SN36,640.0,Butte,,C,Common School
4542,12,12,6.0,6.0,16,SN16,012006SN16,ALL - C,ALL ,,,012006SN16,640.0,Butte,,C,Common School
4543,12,12,6.0,6.0,36,SN36,012006SN36,ALL - C,ALL ,,,012006SN36,640.0,Butte,,C,Common School
4544,12,12,7.0,7.0,16,SN16,012007SN16,ALL - C,ALL ,,,012007SN16,640.0,Butte,,C,Common School
4545,12,12,7.0,7.0,36,SN36,012007SN36,ALL - C,ALL ,,,012007SN36,640.0,Butte,,C,Common School
4546,12,12,8.0,8.0,16,SN16,012008SN16,ALL - C,ALL ,,,012008SN16,640.0,Butte,,C,Common School
4547,12,12,8.0,8.0,36,SN36,012008SN36,ALL - C,ALL ,,,012008SN36,640.0,Butte,,C,Common School
4548,12,12,9.0,9.0,16,SN16,012009SN16,ALL - C,ALL ,,,012009SN16,640.0,Butte,,C,Common School
4549,12,12,9.0,9.0,36,SN36,012009SN36,ALL - C,ALL ,,,012009SN36,640.0,Butte,,C,Common School
4550,13,13,1.0,1.0,16,SN16,013001SN16,ALL - C,ALL ,,,013001SN16,640.0,Butte,,C,Common School
4551,13,13,1.0,1.0,36,SN36,013001SN36,ALL - C,ALL ,,,013001SN36,640.0,Butte,,C,Common School
4552,13,13,2.0,2.0,16,SN16,013002SN16,ALL - C,ALL ,,,013002SN16,640.0,Butte,,C,Common School
4553,13,13,2.0,2.0,36,SN36,013002SN36,ALL - C,ALL ,,,013002SN36,640.0,Butte,,C,Common School
4554,13,13,3.0,3.0,16,SN16,013003SN16,ALL - C,ALL ,,,013003SN16,640.0,Butte,,C,Common School
4555,13,13,3.0,3.0,36,SN36,013003SN36,ALL - C,ALL ,,,013003SN36,640.0,Butte,,C,Common School
4556,13,13,4.0,4.0,16,SN16,013004SN16,ALL - C,ALL ,,,013004SN16,640.0,Butte,,C,Common School
4557,13,13,4.0,4.0,36,SN36,013004SN36,ALL - C,ALL ,,,013004SN36,640.0,Butte,,C,Common School
4558,13,13,5.0,5.0,16,SN16,013005SN16,ALL - C,ALL ,,,013005SN16,640.0,Butte,,C,Common School
4559,13,13,5.0,5.0,36,SN36,013005SN36,ALL - C,ALL ,,,013005SN36,640.0,Butte,,C,Common School
4560,13,13,6.0,6.0,16,SN16,013006SN16,ALL - C,ALL ,,,013006SN16,640.0,Butte,,C,Common School
4561,13,13,6.0,6.0,36,SN36,013006SN36,ALL - C,ALL ,,,013006SN36,640.0,Butte,,C,Common School
4562,13,13,7.0,7.0,11,SN11,013007SN11,ALL - I,ALL ,,,013007SN11,640.0,Butte,,I,Indemnity
4563,13,13,7.0,7.0,12,SN12,013007SN12,ALL - I,ALL ,,,013007SN12,640.0,Butte,,I,Indemnity
4564,13,13,7.0,7.0,16,SN16,013007SN16,ALL - C,ALL ,,,013007SN16,640.0,Butte,,C,Common School
4565,13,13,7.0,7.0,36,SN36,013007SN36,ALL - C,ALL ,,,013007SN36,640.0,Butte,,C,Common School
4566,13,13,8.0,8.0,8,SN08,013008SN08,ALL - I,ALL ,,,013008SN08,640.0,Butte,,I,Indemnity
4567,13,13,8.0,8.0,9,SN09,013008SN09,ALL - I,ALL ,,,013008SN09,640.0,Butte,,I,Indemnity
4568,13,13,8.0,8.0,16,SN16,013008SN16,ALL - C,ALL ,,,013008SN16,640.0,Butte,,C,Common School
4569,13,13,8.0,8.0,17,SN17,013008SN17,ALL - I,ALL ,,,013008SN17,640.0,Butte,,I,Indemnity
4570,13,13,8.0,8.0,26,SN26,013008SN26,ALL - I,ALL ,,,013008SN26,640.0,Butte,,I,Indemnity
4571,13,13,8.0,8.0,27,SN27,013008SN27,ALL - I,ALL ,,,013008SN27,640.0,Butte,,I,Indemnity
4572,13,13,8.0,8.0,28,SN28,013008SN28,ALL - I,ALL ,,,013008SN28,640.0,Butte,,I,Indemnity
4573,13,13,8.0,8.0,33,SN33,013008SN33,ALL - I,ALL ,,,013008SN33,640.0,Butte,,I,Indemnity
4574,13,13,8.0,8.0,34,SN34,013008SN34,ALL - I,ALL ,,,013008SN34,640.0,Butte,,I,Indemnity
4575,13,13,8.0,8.0,35,SN35,013008SN35,ALL - I,ALL ,,,013008SN35,640.0,Butte,,I,Indemnity
4576,13,13,8.0,8.0,36,SN36,013008SN36,ALL - C,ALL ,,,013008SN36,640.0,Butte,,C,Common School
4577,13,13,9.0,9.0,8,SN08,013009SN08,ALL - I,ALL ,,,013009SN08,640.0,Butte,,I,Indemnity
4578,13,13,9.0,9.0,16,SN16,013009SN16,ALL - C,ALL ,,,013009SN16,640.0,Butte,,C,Common School
4579,13,13,9.0,9.0,17,SN17,013009SN17,ALL - I,ALL ,,,013009SN17,640.0,Butte,,I,Indemnity
4580,13,13,9.0,9.0,36,SN36,013009SN36,ALL - C,ALL ,,,013009SN36,640.0,Butte,,C,Common School
4581,14,14,1.0,1.0,16,SN16,014001SN16,ALL - C,ALL ,,,014001SN16,640.0,Butte,,C,Common School
4582,14,14,1.0,1.0,36,SN36,014001SN36,ALL - C,ALL ,,,014001SN36,640.0,Butte,,C,Common School
4583,14,14,2.0,2.0,16,SN16,014002SN16,ALL - C,ALL ,,,014002SN16,640.0,Butte,,C,Common School
4584,14,14,2.0,2.0,36,SN36,014002SN36,ALL - C,ALL ,,,014002SN36,640.0,Butte,,C,Common School
4585,14,14,3.0,3.0,16,SN16,014003SN16,ALL - C,ALL ,,,014003SN16,640.0,Butte,,C,Common School
4586,14,14,3.0,3.0,36,SN36,014003SN36,ALL - C,ALL ,,,014003SN36,640.0,Butte,,C,Common School
4587,14,14,4.0,4.0,36,SN36,014004SN36,ALL - C,ALL ,,,014004SN36,640.0,Butte,,C,Common School
4588,14,14,5.0,5.0,16,SN16,014005SN16,ALL - C,ALL ,,,014005SN16,640.0,Butte,,C,Common School
4589,14,14,5.0,5.0,36,SN36,014005SN36,ALL - C,ALL ,,,014005SN36,640.0,Butte,,C,Common School
4590,14,14,6.0,6.0,12,SN12,014006SN12,ALL - I,ALL ,,,014006SN12,640.0,Butte,,I,Indemnity
4591,14,14,6.0,6.0,16,SN16,014006SN16,ALL - C,ALL ,,,014006SN16,640.0,Butte,,C,Common School
4592,14,14,6.0,6.0,36,SN36,014006SN36,ALL - C,ALL ,,,014006SN36,640.0,Butte,,C,Common School
4593,14,14,7.0,7.0,16,SN16,014007SN16,ALL - C,ALL ,,,014007SN16,640.0,Butte,,C,Common School
4594,14,14,7.0,7.0,21,SN21,014007SN21,ALL - I,ALL ,,,014007SN21,640.0,Butte,,I,Indemnity
4595,14,14,7.0,7.0,35,SN35,014007SN35,ALL - I,ALL ,,,014007SN35,640.0,Butte,,I,Indemnity
4596,14,14,7.0,7.0,36,SN36,014007SN36,ALL - C,ALL ,,,014007SN36,640.0,Butte,,C,Common School
4597,14,14,8.0,8.0,16,SN16,014008SN16,ALL - C,ALL ,,,014008SN16,640.0,Butte,,C,Common School
4598,14,14,8.0,8.0,25,SN25,014008SN25,ALL - I,ALL ,,,014008SN25,640.0,Butte,,I,Indemnity
4599,14,14,8.0,8.0,36,SN36,014008SN36,ALL - C,ALL ,,,014008SN36,640.0,Butte,,C,Common School
4600,14,14,9.0,9.0,16,SN16,014009SN16,ALL - C,ALL ,,,014009SN16,640.0,Butte,,C,Common School
4601,14,14,9.0,9.0,36,SN36,014009SN36,ALL - C,ALL ,,,014009SN36,640.0,Butte,,C,Common School
4602,125,125,74.0,74.0,16,SN16,125074SN16,ALL - C,ALL ,,,125074SN16,640.0,Campbell,,C,Common School
4603,125,125,74.0,74.0,36,SN36,125074SN36,ALL - C,ALL ,,,125074SN36,640.0,Campbell,,C,Common School
4604,125,125,75.0,75.0,16,SN16,125075SN16,ALL - C,ALL ,,,125075SN16,640.0,Campbell,,C,Common School
4605,125,125,75.0,75.0,36,SN36,125075SN36,ALL - C,ALL ,,,125075SN36,640.0,Campbell,,C,Common School
4606,125,125,76.0,76.0,16,SN16,125076SN16,ALL - C,ALL ,,,125076SN16,640.0,Campbell,,C,Common School
4607,125,125,76.0,76.0,27,SN27,125076SN27,ALL - I,ALL ,,,125076SN27,640.0,Campbell,,I,Indemnity
4608,125,125,76.0,76.0,36,SN36,125076SN36,ALL - C,ALL ,,,125076SN36,640.0,Campbell,,C,Common School
4609,125,125,77.0,77.0,16,SN16,125077SN16,ALL - C,ALL ,,,125077SN16,640.0,Campbell,,C,Common School
4610,125,125,77.0,77.0,36,SN36,125077SN36,ALL - C,ALL ,,,125077SN36,640.0,Campbell,,C,Common School
4611,125,125,78.0,78.0,16,SN16,125078SN16,ALL - C,ALL ,,,125078SN16,640.0,Campbell,,C,Common School
4612,125,125,78.0,78.0,36,SN36,125078SN36,ALL - C,ALL ,,,125078SN36,640.0,Campbell,,C,Common School
4613,125,125,79.0,79.0,36,SN36,125079SN36,ALL - C,ALL ,,,125079SN36,640.0,Campbell,,C,Common School
4614,126,126,74.0,74.0,16,SN16,126074SN16,ALL - C,ALL ,,,126074SN16,640.0,Campbell,,C,Common School
4615,126,126,74.0,74.0,27,SN27,126074SN27,ALL - I,ALL ,,,126074SN27,640.0,Campbell,,I,Indemnity
4616,126,126,74.0,74.0,36,SN36,126074SN36,ALL - C,ALL ,,,126074SN36,640.0,Campbell,,C,Common School
4617,126,126,75.0,75.0,16,SN16,126075SN16,ALL - C,ALL ,,,126075SN16,640.0,Campbell,,C,Common School
4618,126,126,75.0,75.0,36,SN36,126075SN36,ALL - C,ALL ,,,126075SN36,640.0,Campbell,,C,Common School
4619,126,126,76.0,76.0,16,SN16,126076SN16,ALL - C,ALL ,,,126076SN16,640.0,Campbell,,C,Common School
4620,126,126,76.0,76.0,36,SN36,126076SN36,ALL - C,ALL ,,,126076SN36,640.0,Campbell,,C,Common School
4621,126,126,77.0,77.0,16,SN16,126077SN16,ALL - C,ALL ,,,126077SN16,640.0,Campbell,,C,Common School
4622,126,126,77.0,77.0,36,SN36,126077SN36,ALL - C,ALL ,,,126077SN36,640.0,Campbell,,C,Common School
4623,126,126,78.0,78.0,15,SN15,126078SN15,ALL - I,ALL ,,,126078SN15,640.0,Campbell,,I,Indemnity
4624,126,126,78.0,78.0,16,SN16,126078SN16,ALL - C,ALL ,,,126078SN16,640.0,Campbell,,C,Common School
4625,126,126,78.0,78.0,23,SN23,126078SN23,ALL - I,ALL ,,,126078SN23,640.0,Campbell,,I,Indemnity
4626,126,126,78.0,78.0,36,SN36,126078SN36,ALL - C,ALL ,,,126078SN36,640.0,Campbell,,C,Common School
4627,127,127,74.0,74.0,16,SN16,127074SN16,ALL - C,ALL ,,,127074SN16,640.0,Campbell,,C,Common School
4628,127,127,74.0,74.0,36,SN36,127074SN36,ALL - C,ALL ,,,127074SN36,640.0,Campbell,,C,Common School
4629,127,127,75.0,75.0,16,SN16,127075SN16,ALL - C,ALL ,,,127075SN16,640.0,Campbell,,C,Common School
4630,127,127,75.0,75.0,36,SN36,127075SN36,ALL - C,ALL ,,,127075SN36,640.0,Campbell,,C,Common School
4631,127,127,76.0,76.0,16,SN16,127076SN16,ALL - C,ALL ,,,127076SN16,640.0,Campbell,,C,Common School
4632,127,127,76.0,76.0,17,SN17,127076SN17,ALL - R,ALL ,,,127076SN17,640.0,Campbell,,R,Rural Credit
4633,127,127,76.0,76.0,36,SN36,127076SN36,ALL - C,ALL ,,,127076SN36,640.0,Campbell,,C,Common School
4634,127,127,77.0,77.0,16,SN16,127077SN16,ALL - C,ALL ,,,127077SN16,640.0,Campbell,,C,Common School
4635,127,127,77.0,77.0,36,SN36,127077SN36,ALL - C,ALL ,,,127077SN36,640.0,Campbell,,C,Common School
4636,127,127,78.0,78.0,8,SN08,127078SN08,ALL - I,ALL ,,,127078SN08,640.0,Campbell,,I,Indemnity
4637,127,127,78.0,78.0,36,SN36,127078SN36,ALL - C,ALL ,,,127078SN36,640.0,Campbell,,C,Common School
4638,128,128,74.0,74.0,16,SN16,128074SN16,ALL - C,ALL ,,,128074SN16,640.0,Campbell,,C,Common School
4639,128,128,74.0,74.0,36,SN36,128074SN36,ALL - C,ALL ,,,128074SN36,640.0,Campbell,,C,Common School
4640,128,128,75.0,75.0,16,SN16,128075SN16,ALL - C,ALL ,,,128075SN16,640.0,Campbell,,C,Common School
4641,128,128,75.0,75.0,36,SN36,128075SN36,ALL - C,ALL ,,,128075SN36,640.0,Campbell,,C,Common School
4642,128,128,76.0,76.0,16,SN16,128076SN16,ALL - C,ALL ,,,128076SN16,640.0,Campbell,,C,Common School
4643,128,128,76.0,76.0,36,SN36,128076SN36,ALL - C,ALL ,,,128076SN36,640.0,Campbell,,C,Common School
4644,128,128,77.0,77.0,16,SN16,128077SN16,ALL - C,ALL ,,,128077SN16,640.0,Campbell,,C,Common School
4645,128,128,77.0,77.0,36,SN36,128077SN36,ALL - C,ALL ,,,128077SN36,640.0,Campbell,,C,Common School
4646,128,128,78.0,78.0,36,SN36,128078SN36,ALL - C,ALL ,,,128078SN36,640.0,Campbell,,C,Common School
4647,99,99,67.0,67.0,16,SN16,099067SN16,ALL - C,ALL ,,,099067SN16,640.0,Charles Mix,,C,Common School
4648,99,99,69.0,69.0,16,SN16,099069SN16,ALL - C,ALL ,,,099069SN16,640.0,Charles Mix,,C,Common School
4649,100,100,68.0,68.0,16,SN16,100068SN16,ALL - C,ALL ,,,100068SN16,640.0,Charles Mix,,C,Common School
4650,100,100,69.0,69.0,16,SN16,100069SN16,ALL - C,ALL ,,,100069SN16,640.0,Charles Mix,,C,Common School
4651,100,100,69.0,69.0,36,SN36,100069SN36,ALL - C,ALL ,,,100069SN36,640.0,Charles Mix,,C,Common School
4652,114,114,59.0,59.0,36,SN36,114059SN36,ALL - C,ALL ,,,114059SN36,640.0,Clark,,C,Common School
4653,115,115,57.0,57.0,36,SN36,115057SN36,ALL - C,ALL ,,,115057SN36,640.0,Clark,,C,Common School
4654,115,115,58.0,58.0,16,SN16,115058SN16,ALL - C,ALL ,,,115058SN16,640.0,Clark,,C,Common School
4655,115,115,59.0,59.0,16,SN16,115059SN16,ALL - C,ALL ,,,115059SN16,640.0,Clark,,C,Common School
4656,115,115,59.0,59.0,36,SN36,115059SN36,ALL - C,ALL ,,,115059SN36,640.0,Clark,,C,Common School
4657,116,116,58.0,58.0,36,SN36,116058SN36,ALL - C,ALL ,,,116058SN36,640.0,Clark,,C,Common School
4658,116,116,59.0,59.0,36,SN36,116059SN36,ALL - C,ALL ,,,116059SN36,640.0,Clark,,C,Common School
4659,117,117,59.0,59.0,36,SN36,117059SN36,ALL - C,ALL ,,,117059SN36,640.0,Clark,,C,Common School
4660,118,118,56.0,56.0,16,SN16,118056SN16,ALL - C,ALL ,,,118056SN16,640.0,Clark,,C,Common School
4661,118,118,57.0,57.0,16,SN16,118057SN16,ALL - C,ALL ,,,118057SN16,640.0,Clark,,C,Common School
4662,118,118,59.0,59.0,36,SN36,118059SN36,ALL - C,ALL ,,,118059SN36,640.0,Clark,,C,Common School
4663,119,119,56.0,56.0,36,SN36,119056SN36,ALL - C,ALL ,,,119056SN36,640.0,Clark,,C,Common School
4664,119,119,58.0,58.0,16,SN16,119058SN16,ALL - C,ALL ,,,119058SN16,640.0,Clark,,C,Common School
4665,119,119,58.0,58.0,36,SN36,119058SN36,ALL - C,ALL ,,,119058SN36,640.0,Clark,,C,Common School
4666,119,119,59.0,59.0,16,SN16,119059SN16,ALL - C,ALL ,,,119059SN16,640.0,Clark,,C,Common School
4667,117,117,54.0,54.0,16,SN16,117054SN16,ALL - C,ALL ,,,117054SN16,640.0,Codington,,C,Common School
4668,118,118,55.0,55.0,16,SN16,118055SN16,ALL - C,ALL ,,,118055SN16,640.0,Codington,,C,Common School
4669,2,2,8.0,8.0,36,SN36,002008SN36,ALL - C,ALL ,,,002008SN36,640.0,Custer,,C,Common School
4670,2,2,9.0,9.0,36,SN36,002009SN36,ALL - C,ALL ,,,002009SN36,640.0,Custer,,C,Common School
4671,2,2,10.0,10.0,36,SN36,002010SN36,ALL - C,ALL ,,,002010SN36,640.0,Custer,,C,Common School
4672,2,2,11.0,11.0,36,SN36,002011SN36,ALL - C,ALL ,,,002011SN36,640.0,Custer,,C,Common School
4673,3,3,5.0,5.0,13,SN13,003005SN13,ALL - I,ALL ,,,003005SN13,640.0,Custer,,I,Indemnity
4674,3,3,5.0,5.0,14,SN14,003005SN14,ALL - I,ALL ,,,003005SN14,640.0,Custer,,I,Indemnity
4675,3,3,5.0,5.0,23,SN23,003005SN23,ALL - I,ALL ,,,003005SN23,640.0,Custer,,I,Indemnity
4676,3,3,5.0,5.0,24,SN24,003005SN24,ALL - I,ALL ,,,003005SN24,640.0,Custer,,I,Indemnity
4677,3,3,5.0,5.0,26,SN26,003005SN26,ALL - I,ALL ,,,003005SN26,640.0,Custer,,I,Indemnity
4678,3,3,5.0,5.0,35,SN35,003005SN35,ALL - I,ALL ,,,003005SN35,640.0,Custer,,I,Indemnity
4679,3,3,5.0,5.0,36,SN36,003005SN36,ALL - C,ALL ,,,003005SN36,640.0,Custer,,C,Common School
4680,3,3,6.0,6.0,8,SN08,003006SN08,ALL - I,ALL ,,,003006SN08,640.0,Custer,,I,Indemnity
4681,3,3,6.0,6.0,9,SN09,003006SN09,ALL - I,ALL ,,,003006SN09,640.0,Custer,,I,Indemnity
4682,3,3,6.0,6.0,10,SN10,003006SN10,ALL - I,ALL ,,,003006SN10,640.0,Custer,,I,Indemnity
4683,3,3,6.0,6.0,11,SN11,003006SN11,ALL - I,ALL ,,,003006SN11,640.0,Custer,,I,Indemnity
4684,3,3,6.0,6.0,14,SN14,003006SN14,ALL - I,ALL ,,,003006SN14,640.0,Custer,,I,Indemnity
4685,3,3,6.0,6.0,15,SN15,003006SN15,ALL - I,ALL ,,,003006SN15,640.0,Custer,,I,Indemnity
4686,3,3,6.0,6.0,16,SN16,003006SN16,ALL - C,ALL ,,,003006SN16,640.0,Custer,,C,Common School
4687,3,3,6.0,6.0,17,SN17,003006SN17,ALL - I,ALL ,,,003006SN17,640.0,Custer,,I,Indemnity
4688,3,3,6.0,6.0,28,SN28,003006SN28,ALL - I,ALL ,,,003006SN28,640.0,Custer,,I,Indemnity
4689,3,3,6.0,6.0,29,SN29,003006SN29,ALL - I,ALL ,,,003006SN29,640.0,Custer,,I,Indemnity
4690,3,3,6.0,6.0,33,SN33,003006SN33,ALL - I,ALL ,,,003006SN33,640.0,Custer,,I,Indemnity
4691,3,3,7.0,7.0,36,SN36,003007SN36,ALL - C,ALL ,,,003007SN36,640.0,Custer,,C,Common School
4692,3,3,8.0,8.0,16,SN16,003008SN16,ALL - C,ALL ,,,003008SN16,640.0,Custer,,C,Common School
4693,3,3,8.0,8.0,36,SN36,003008SN36,ALL - C,ALL ,,,003008SN36,640.0,Custer,,C,Common School
4694,3,3,9.0,9.0,16,SN16,003009SN16,ALL - C,ALL ,,,003009SN16,640.0,Custer,,C,Common School
4695,3,3,9.0,9.0,36,SN36,003009SN36,ALL - C,ALL ,,,003009SN36,640.0,Custer,,C,Common School
4696,3,3,10.0,10.0,16,SN16,003010SN16,ALL - C,ALL ,,,003010SN16,640.0,Custer,,C,Common School
4697,3,3,10.0,10.0,36,SN36,003010SN36,ALL - C,ALL ,,,003010SN36,640.0,Custer,,C,Common School
4698,4,4,1.0,1.0,16,SN16,004001SN16,ALL - C,ALL ,,,004001SN16,640.0,Custer,,C,Common School
4699,4,4,5.0,5.0,26,SN26,004005SN26,ALL - I,ALL ,,,004005SN26,640.0,Custer,,I,Indemnity
4700,4,4,6.0,6.0,9,SN09,004006SN09,ALL - I,ALL ,,,004006SN09,640.0,Custer,,I,Indemnity
4701,4,4,6.0,6.0,10,SN10,004006SN10,ALL - I,ALL ,,,004006SN10,640.0,Custer,,I,Indemnity
4702,4,4,6.0,6.0,12,SN12,004006SN12,ALL - I,ALL ,,,004006SN12,640.0,Custer,,I,Indemnity
4703,4,4,6.0,6.0,16,SN16,004006SN16,ALL - C,ALL ,,,004006SN16,640.0,Custer,,C,Common School
4704,4,4,6.0,6.0,20,SN20,004006SN20,ALL - I,ALL ,,,004006SN20,640.0,Custer,,I,Indemnity
4705,4,4,6.0,6.0,25,SN25,004006SN25,ALL - I,ALL ,,,004006SN25,640.0,Custer,,I,Indemnity
4706,4,4,6.0,6.0,28,SN28,004006SN28,ALL - I,ALL ,,,004006SN28,640.0,Custer,,I,Indemnity
4707,4,4,6.0,6.0,36,SN36,004006SN36,ALL - C,ALL ,,,004006SN36,640.0,Custer,,C,Common School
4708,4,4,7.0,7.0,16,SN16,004007SN16,ALL - C,ALL ,,,004007SN16,640.0,Custer,,C,Common School
4709,4,4,7.0,7.0,36,SN36,004007SN36,ALL - C,ALL ,,,004007SN36,640.0,Custer,,C,Common School
4710,4,4,8.0,8.0,16,SN16,004008SN16,ALL - C,ALL ,,,004008SN16,640.0,Custer,,C,Common School
4711,4,4,8.0,8.0,36,SN36,004008SN36,ALL - C,ALL ,,,004008SN36,640.0,Custer,,C,Common School
4712,4,4,9.0,9.0,16,SN16,004009SN16,ALL - C,ALL ,,,004009SN16,640.0,Custer,,C,Common School
4713,4,4,9.0,9.0,36,SN36,004009SN36,ALL - C,ALL ,,,004009SN36,640.0,Custer,,C,Common School
4714,4,4,10.0,10.0,16,SN16,004010SN16,ALL - C,ALL ,,,004010SN16,640.0,Custer,,C,Common School
4715,5,5,6.0,6.0,16,SN16,005006SN16,ALL - C,ALL ,,,005006SN16,640.0,Custer,,C,Common School
4716,5,5,7.0,7.0,36,SN36,005007SN36,ALL - C,ALL ,,,005007SN36,640.0,Custer,,C,Common School
4717,5,5,8.0,8.0,16,SN16,005008SN16,ALL - C,ALL ,,,005008SN16,640.0,Custer,,C,Common School
4718,5,5,8.0,8.0,36,SN36,005008SN36,ALL - C,ALL ,,,005008SN36,640.0,Custer,,C,Common School
4719,5,5,9.0,9.0,16,SN16,005009SN16,ALL - C,ALL ,,,005009SN16,640.0,Custer,,C,Common School
4720,6,6,1.0,1.0,16,SN16,006001SN16,ALL - C,ALL ,,,006001SN16,640.0,Custer,,C,Common School
4721,6,6,2.0,2.0,16,SN16,006002SN16,ALL - C,ALL ,,,006002SN16,640.0,Custer,,C,Common School
4722,6,6,3.0,3.0,16,SN16,006003SN16,ALL - C,ALL ,,,006003SN16,640.0,Custer,,C,Common School
4723,6,6,3.0,3.0,36,SN36,006003SN36,ALL - C,ALL ,,,006003SN36,640.0,Custer,,C,Common School
4724,6,6,4.0,4.0,16,SN16,006004SN16,ALL - C,ALL ,,,006004SN16,640.0,Custer,,C,Common School
4725,6,6,4.0,4.0,36,SN36,006004SN36,ALL - C,ALL ,,,006004SN36,640.0,Custer,,C,Common School
4726,6,6,6.0,6.0,16,SN16,006006SN16,ALL - C,ALL ,,,006006SN16,640.0,Custer,,C,Common School
4727,6,6,6.0,6.0,36,SN36,006006SN36,ALL - C,ALL ,,,006006SN36,640.0,Custer,,C,Common School
4728,6,6,7.0,7.0,16,SN16,006007SN16,ALL - C,ALL ,,,006007SN16,640.0,Custer,,C,Common School
4729,6,6,7.0,7.0,36,SN36,006007SN36,ALL - C,ALL ,,,006007SN36,640.0,Custer,,C,Common School
4730,6,6,8.0,8.0,16,SN16,006008SN16,ALL - C,ALL ,,,006008SN16,640.0,Custer,,C,Common School
4731,102,102,60.0,60.0,36,SN36,102060SN36,ALL - C,ALL ,,,102060SN36,640.0,Davison,,C,Common School
4732,102,102,62.0,62.0,36,SN36,102062SN36,ALL - C,ALL ,,,102062SN36,640.0,Davison,,C,Common School
4733,104,104,61.0,61.0,36,SN36,104061SN36,ALL - C,ALL ,,,104061SN36,640.0,Davison,,C,Common School
4734,120,120,57.0,57.0,36,SN36,120057SN36,ALL - C,ALL ,,,120057SN36,640.0,Day,,C,Common School
4735,120,120,59.0,59.0,16,SN16,120059SN16,ALL - C,ALL ,,,120059SN16,640.0,Day,,C,Common School
4736,123,123,59.0,59.0,16,SN16,123059SN16,ALL - C,ALL ,,,123059SN16,640.0,Day,,C,Common School
4737,123,123,59.0,59.0,36,SN36,123059SN36,ALL - C,ALL ,,,123059SN36,640.0,Day,,C,Common School
4738,124,124,58.0,58.0,36,SN36,124058SN36,ALL - C,ALL ,,,124058SN36,640.0,Day,,C,Common School
4739,115,115,48.0,48.0,16,SN16,115048SN16,ALL - C,ALL ,,,115048SN16,640.0,Deuel,,C,Common School
4740,116,116,49.0,49.0,36,SN36,116049SN36,ALL - C,ALL ,,,116049SN36,640.0,Deuel,,C,Common School
4741,117,117,48.0,48.0,16,SN16,117048SN16,ALL - C,ALL ,,,117048SN16,640.0,Deuel,,C,Common School
4742,11,11,27.0,27.0,11,SN11,011027SN11,ALL - R,ALL ,,,011027SN11,640.0,Dewey,,R,Rural Credit
4743,12,12,22.0,22.0,16,SN16,012022SN16,ALL - C,ALL ,,,012022SN16,640.0,Dewey,,C,Common School
4744,12,12,23.0,23.0,16,SN16,012023SN16,ALL - C,ALL ,,,012023SN16,640.0,Dewey,,C,Common School
4745,13,13,22.0,22.0,36,SN36,013022SN36,ALL - C,ALL ,,,013022SN36,640.0,Dewey,,C,Common School
4746,13,13,23.0,23.0,16,SN16,013023SN16,ALL - C,ALL ,,,013023SN16,640.0,Dewey,,C,Common School
4747,13,13,23.0,23.0,36,SN36,013023SN36,ALL - C,ALL ,,,013023SN36,640.0,Dewey,,C,Common School
4748,13,13,24.0,24.0,36,SN36,013024SN36,ALL - C,ALL ,,,013024SN36,640.0,Dewey,,C,Common School
4749,14,14,23.0,23.0,16,SN16,014023SN16,ALL - C,ALL ,,,014023SN16,640.0,Dewey,,C,Common School
4750,14,14,24.0,24.0,36,SN36,014024SN36,ALL - C,ALL ,,,014024SN36,640.0,Dewey,,C,Common School
4751,15,15,22.0,22.0,16,SN16,015022SN16,ALL - C,ALL ,,,015022SN16,640.0,Dewey,,C,Common School
4752,15,15,22.0,22.0,36,SN36,015022SN36,ALL - C,ALL ,,,015022SN36,640.0,Dewey,,C,Common School
