Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
5,5,15,15,16,SN16,005015SN16,"LOTS 5,6,7,8, W2 - C",6,L6,L6,005015SN16L6,509.6,Meade,,C,Common School
7,7,11,11,6,SN06,007011SN06,"LOTS 5,6,7, E2SW - R",6,L6,L6,007011SN06L6,175.42,Meade,,R,Rural Credit
7,7,13,13,6,SN06,007013SN06,"LOTS 5,6, SE4NW, NE4SW, SE4 - R",6,L6,L6,007013SN06L6,287.8,Meade,,R,Rural Credit
7,7,17,17,6,SN06,007017SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",6,L6,L6,007017SN06L6,252.93,Meade,,R,Rural Credit
40,40,27,27,3,SN03,040027SN03,"LOTS 5,6,7,8,9,10,11,12 - R",6,L6,L6,040027SN03L6,320,Mellette,,R,Rural Credit
43,43,25,25,7,SN07,043025SN07,"LOTS 5,6, SE4SW - I",6,L6,L6,043025SN07L6,126.31,Mellette,,I,Indemnity
43,43,27,27,6,SN06,043027SN06,"LOTS 2,3,4,5,6,7,SW4NE, SE4NW, E2SW, W2SE - I",6,L6,L6,043027SN06L6,490.2,Mellette,,I,Indemnity
43,43,28,28,10,SN10,043028SN10,"LOTS 2,3,4,5,6,7,SW4SW, N2SE, SE4SE - R",6,L6,L6,043028SN10L6,299.05,Mellette,,R,Rural Credit
43,43,28,28,22,SN22,043028SN22,"LOTS 5,6,10,11,12 - R",6,L6,L6,043028SN22L6,141.81,Mellette,,R,Rural Credit
43,43,28,28,33,SN33,043028SN33,"LOTS 1,2,3,4,5,6,7,8, E2 - R",6,L6,L6,043028SN33L6,604.65,Mellette,,R,Rural Credit
43,43,29,29,6,SN06,043029SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",6,L6,L6,043029SN06L6,326.45,Mellette,,R,Rural Credit
117,117,73,73,6,SN06,117073SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - N",6,L6,L6,117073SN06L6,312.99,Potter,,N,Normal School
117,117,78,78,6,SN06,117078SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - U",6,L6,L6,117078SN06L6,656.46,Potter,,U,State University
118,118,73,73,6,SN06,118073SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - A",6,L6,L6,118073SN06L6,461.34,Potter,,A,College of Agriculture
120,120,76,76,6,SN06,120076SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - U",6,L6,L6,120076SN06L6,447.64,Potter,,U,State University
107,107,61,61,6,SN06,107061SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",6,L6,L6,107061SN06L6,284.24,Sanborn,,R,Rural Credit
41,41,44,44,35,SN35,041044SN35,"LOTS 1,2,3,4,5,6, W2NE, W2, N2SE - R",6,L6,L6,041044SN35L6,611.7,Shannon,,R,Rural Credit
115,115,65,65,6,SN06,115065SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",6,L6,L6,115065SN06L6,278.64,Spink,,R,Rural Credit
116,116,63,63,6,SN06,116063SN06,"LOTS 1,2,3,6,7, S2NE, SE4NW, E2SW, SE4 - R",6,L6,L6,116063SN06L6,654.83,Spink,,R,Rural Credit
96,96,76,76,6,SN06,096076SN06,"LOTS 5,6,7, SE4SW - R",6,L6,L6,096076SN06L6,160.98,Tripp,,R,Rural Credit
100,100,75,75,7,SN07,100075SN07,"LOTS 2,3,4,5,6, SW4NE, SE4NW, E2SW - R",6,L6,L6,100075SN07L6,303.06,Tripp,,R,Rural Credit
101,101,78,78,6,SN06,101078SN06,"LOTS 1,2,6,7, S2NE, E2SW - R",6,L6,L6,101078SN06L6,318.18,Tripp,,R,Rural Credit
103,103,75,75,22,SN22,103075SN22,"LOTS 5,6, S2SE - R",6,L6,L6,103075SN22L6,184.89,Tripp,,R,Rural Credit
122,122,75,75,6,SN06,122075SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - SN",6,L6,L6,122075SN06L6,480.43,Walworth,,SN,Southern Normal
96,96,56,56,33,SN33,096056SN33,"LOTS 4,6, SE4NW - R",6,L6,L6,096056SN33L6,111.4,Yankton,,R,Rural Credit
96,96,56,56,34,SN34,096056SN34,"LOTS 2,3,4,5,6, NE4NE - R",6,L6,L6,096056SN34L6,213.92,Yankton,,R,Rural Credit
10,10,17,17,36,SN36,010017SN36,"LOTS 5,6,7,8, E2 - C",6,L6,L6,010017SN36L6,406.92,Ziebach,,C,Common School
11,11,17,17,36,SN36,011017SN36,"LOTS 5,6,7,8 - C",6,L6,L6,011017SN36L6,81.88,Ziebach,,C,Common School
11,11,22,22,31,SN31,011022SN31,"LOTS 4,6,7, NE4SW (S. 3/4), SE4SW, SE4 - R",6,L6,L6,011022SN31L6,286.05,Ziebach,,R,Rural Credit
12,12,17,17,36,SN36,012017SN36,"LOTS 5,6,7,8, E2 - C",6,L6,L6,012017SN36L6,398.44,Ziebach,,C,Common School
15,15,21,21,6,SN06,015021SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - R",6,L6,L6,015021SN06L6,461.48,Ziebach,,R,Rural Credit
17,17,17,17,26,SN26,017017SN26,"LOTS 5,6,7,8, E2 - R",6,L6,L6,017017SN26L6,503.4,Ziebach,,R,Rural Credit
17,17,17,17,35,SN35,017017SN35,"LOTS 5,6,7,8, E2 - R",6,L6,L6,017017SN35L6,505.32,Ziebach,,R,Rural Credit
17,17,18,18,5,SN05,017018SN05,"LOTS 1,2,3,4,5,6,7,8, SE4NE, S2NW, NW4SW, E2SE- R",6,L6,L6,017018SN05L6,397.56,Ziebach,,R,Rural Credit
17,17,19,19,2,SN02,017019SN02,"LOTS 1,2,3,4,5,6,7,8 - R",6,L6,L6,017019SN02L6,115.78,Ziebach,,R,Rural Credit
17,17,20,20,1,SN01,017020SN01,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2- R",6,L6,L6,017020SN01L6,638.64,Ziebach,,R,Rural Credit
17,17,21,21,6,SN06,017021SN06,"LOTS 1,2,3,6,7,8, S2NE, SE4 - R",6,L6,L6,017021SN06L6,359.17,Ziebach,,R,Rural Credit
43,43,38,38,19,SN19,043038SN19,"LOTS 3,6,7,8,9, SE4SW - R",6,L6,L6,043038SN19L6,220.41,Washabaugh,,R,Rural Credit
44,44,34,34,19,SN19,044034SN19,"LOTS 3,4,5,6, SE4NW - R",6,L6,L6,044034SN19L6,192.27,Washabaugh,,R,Rural Credit
44,44,36,36,36,SN36,044036SN36,"LOTS 1,2,3,4,5,6, S2SW, NW4SE - R",6,L6,L6,044036SN36L6,333.85,Washabaugh,,R,Rural Credit
116,116,49,49,28,SN28,116049SN28,"LOTS 4,5,6 - R",6 ,L6 ,L6 ,116049SN28L6 ,61.5,Deuel,,R,Rural Credit
2,2,24,24,6,SN06,002024SN06,"LOTS 4,5,6 - R",6 ,L6 ,L6 ,002024SN06L6 ,108.1,Jackson,,R,Rural Credit
3,3,22,22,31,SN31,003022SN31,"LOTS 2,3,4,5,6 - R",6 ,L6 ,L6 ,003022SN31L6 ,157.35,Jackson,,R,Rural Credit
4,4,30,30,1,SN01,004030SN01,"LOTS 1,2,3,4,5,6 - R",6 ,L6 ,L6 ,004030SN01L6 ,103.09,Jones,,R,Rural Credit
106,106,51,51,3,SN03,106051SN03,"LOTS 2,3,4,6 - R",6 ,L6 ,L6 ,106051SN03L6 ,166.18,Lake,,R,Rural Credit
125,125,56,56,6,SN06,125056SN06,"LOTS 5,6 - A",6 ,L6 ,L6 ,125056SN06L6 ,30.43,Marshall,,A,College of Agriculture
126,126,56,56,19,SN19,126056SN19,"LOTS 5,6  - SN",6 ,L6 ,L6 ,126056SN19L6 ,22.2,Marshall,,SN,Southern Normal
4,4,12,12,6,SN06,004012SN06,"LOT 5,6 - R",6 ,L6 ,L6 ,004012SN06L6 ,61.98,Meade,,R,Rural Credit
40,40,28,28,1,SN01,040028SN01,"LOTS 5,6 - I",6 ,L6 ,L6 ,040028SN01L6 ,80,Mellette,,I,Indemnity
103,103,66,66,31,SN31,103066SN31,"LOT 1,7,8,9 - R",7,L7,L7,103066SN31L7,122.26,Aurora,,R,Rural Credit
109,109,63,63,6,SN06,109063SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,109063SN06L7,312.47,Beadle,,R,Rural Credit
112,112,63,63,6,SN06,112063SN06,"LOTS 6,7, E2SW - R",7,L7,L7,112063SN06L7,166.96,Beadle,,R,Rural Credit
36,36,33,33,5,SN05,036033SN05,"LOTS 1,7, SW4 - R",7,L7,L7,036033SN05L7,204.82,Bennett,,R,Rural Credit
36,36,33,33,17,SN17,036033SN17,"LOTS 2,3,6,7, S2NW, SW4 - I",7,L7,L7,036033SN17L7,305.88,Bennett,,I,Indemnity
37,37,33,33,6,SN06,037033SN06,"LOTS 6,7, E2SW - R",7,L7,L7,037033SN06L7,158.54,Bennett,,R,Rural Credit
37,37,33,33,9,SN09,037033SN09,"LOTS 2,3,6,7, W2W2 - I",7,L7,L7,037033SN09L7,292.28,Bennett,,I,Indemnity
37,37,34,34,6,SN06,037034SN06,"LOTS 6,7, E2SW, SE4 - I",7,L7,L7,037034SN06L7,318.31,Bennett,,I,Indemnity
38,38,33,33,9,SN09,038033SN09,"LOTS 2,3,6,7, SW4NW, W2SW - I",7,L7,L7,038033SN09L7,256.2,Bennett,,I,Indemnity
38,38,33,33,16,SN16,038033SN16,"LOTS 2,3,6,7, W2W2 - C",7,L7,L7,038033SN16L7,295.48,Bennett,,C,Common School
38,38,33,33,21,SN21,038033SN21,"LOTS 2,3,6,7, W2W2 - I",7,L7,L7,038033SN21L7,297,Bennett,,I,Indemnity
38,38,33,33,28,SN28,038033SN28,"LOTS 2,3,6,7, W2W2 - I",7,L7,L7,038033SN28L7,297.72,Bennett,,I,Indemnity
38,38,33,33,33,SN33,038033SN33,"LOTS 2,3,6,7, W2W2 - I",7,L7,L7,038033SN33L7,295,Bennett,,I,Indemnity
109,109,48,48,6,SN06,109048SN06,"LOTS 6,7, E2SW - R",7,L7,L7,109048SN06L7,155.04,Brookings,,R,Rural Credit
112,112,51,51,6,SN06,112051SN06,"LOTS 6,7, E2SW - R",7,L7,L7,112051SN06L7,150.2,Brookings,,R,Rural Credit
125,125,65,65,6,SN06,125065SN06,"LOTS 6,7, E2SW - R",7,L7,L7,125065SN06L7,160.8,Brown,,R,Rural Credit
128,128,61,61,6,SN06,128061SN06,"LOTS 6,7, E2SW - R",7,L7,L7,128061SN06L7,164.89,Brown,,R,Rural Credit
128,128,61,61,16,SN16,128061SN16,"LOTS 1,2,3,4,5,6,7,8,11,12, NE4NE, N2SW, SW4SW, NW4SE - C",7,L7,L7,128061SN16L7,547.3,Brown,,C,Common School
128,128,61,61,31,SN31,128061SN31,"LOTS 1,2,7,8, NE4NW - R",7,L7,L7,128061SN31L7,187.79,Brown,,R,Rural Credit
128,128,62,62,6,SN06,128062SN06,"LOTS 6,7, E2SW - R",7,L7,L7,128062SN06L7,151.58,Brown,,R,Rural Credit
102,102,68,68,7,SN07,102068SN07,"LOTS 6,7,8 - R",7,L7,L7,102068SN07L7,67.02,Brule,,R,Rural Credit
102,102,70,70,6,SN06,102070SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,102070SN06L7,309.43,Brule,,R,Rural Credit
103,103,69,69,6,SN06,103069SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,103069SN06L7,299.19,Brule,,R,Rural Credit
103,103,70,70,3,SN03,103070SN03,"LOTS 1,2,7, S2NE, N2SE, SE4SE - R",7,L7,L7,103070SN03L7,319.36,Brule,,R,Rural Credit
104,104,69,69,12,SN12,104069SN12,"LOTS 1,2,7,8 W2NE, SW4 - R",7,L7,L7,104069SN12L7,320,Brule,,R,Rural Credit
104,104,70,70,20,SN20,104070SN20,"LOTS 1,2,3,4,5,6,7, SW4NE, W2SE, SE4SE - R",7,L7,L7,104070SN20L7,320,Brule,,R,Rural Credit
108,108,69,69,4,SN04,108069SN04,"LOTS 5,6,7,8,9,10,11,12 E2W2SE E2SE - R",7,L7,L7,108069SN04L7,440,Buffalo,,R,Rural Credit
108,108,69,69,6,SN06,108069SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12,13,14, E2SW, SE4 - R",7,L7,L7,108069SN06L7,716.01,Buffalo,,R,Rural Credit
108,108,70,70,2,SN02,108070SN02,"LOTS 1,2,3,7,8,9,10, SE4 - R",7,L7,L7,108070SN02L7,397.85,Buffalo,,R,Rural Credit
108,108,70,70,16,SN16,108070SN16,"LOTS 1,2,3,4,5,6,7,8, E2NE, W2, E2SE - C",7,L7,L7,108070SN16L7,648.76,Buffalo,,C,Common School
13,13,8,8,6,SN06,013008SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - I",7,L7,L7,013008SN06L7,624.1,Butte,,I,Indemnity
13,13,9,9,3,SN03,013009SN03,"LOTS 1,2,3,4,6,7,8,9,10, SE4NW, NE4SW - I",7,L7,L7,013009SN03L7,419.76,Butte,,I,Indemnity
14,14,7,7,6,SN06,014007SN06,"LOTS 6,7, E2SW - I",7,L7,L7,014007SN06L7,151.92,Butte,,I,Indemnity
125,125,76,76,6,SN06,125076SN06,"LOTS 3,4,5,6,7, SW4NE, SE4NW, E2SW - R",7,L7,L7,125076SN06L7,367.99,Campbell,,R,Rural Credit
100,100,69,69,7,SN07,100069SN07,"LOTS 6,7, E2SW - R",7,L7,L7,100069SN07L7,163.32,Charles Mix,,R,Rural Credit
100,100,70,70,7,SN07,100070SN07,"LOTS 6,7, E2SW - R",7,L7,L7,100070SN07L7,159.36,Charles Mix,,R,Rural Credit
118,118,56,56,3,SN03,118056SN03,"LOTS 5,6,7,8, N2SE, SW4SE - R",7,L7,L7,118056SN03L7,237.27,Clark,,R,Rural Credit
119,119,56,56,6,SN06,119056SN06,"LOTS 6,7, E2SW - R",7,L7,L7,119056SN06L7,160.88,Clark,,R,Rural Credit
116,116,53,53,6,SN06,116053SN06,"LOTS 4,5,6,7, SE4NW - R",7,L7,L7,116053SN06L7,159.87,Codington,,R,Rural Credit
3,3,6,6,1,SN01,003006SN01,"LOTS 6,7, 11,12, 18-26 incl. - I",7,L7,L7,003006SN01L7,471.89,Custer,,I,Indemnity
3,3,6,6,2,SN02,003006SN02,"LOTS 3,4,5,6,7, S2NW, SE - I",7,L7,L7,003006SN02L7,526.38,Custer,,I,Indemnity
3,3,6,6,3,SN03,003006SN03,"LOTS 5,6,7,8, S2N2, S2 - I",7,L7,L7,003006SN03L7,643.12,Custer,,I,Indemnity
3,3,6,6,6,SN06,003006SN06,"LOTS 1,2,3,6,7, S2NE, SE4NW, E2SW, SE4 - I",7,L7,L7,003006SN06L7,557.39,Custer,,I,Indemnity
4,4,6,6,6,SN06,004006SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, NE4SW, SE4 - I",7,L7,L7,004006SN06L7,598.46,Custer,,I,Indemnity
4,4,6,6,7,SN07,004006SN07,"LOTS, 1,2,4,5,6,7,8, N2NE, SE4NE, SE4SW, NW4SE - I",7,L7,L7,004006SN07L7,429.72,Custer,,I,Indemnity
104,104,61,61,6,SN06,104061SN06,"LOTS 6,7, E2SW - R",7,L7,L7,104061SN06L7,152.2,Davison,,R,Rural Credit
120,120,54,54,6,SN06,120054SN06,"LOTS 5,6,7, SE4NW, E2SW - R",7,L7,L7,120054SN06L7,230.34,Day,,R,Rural Credit
121,121,54,54,30,SN30,121054SN30,"LOTS 1,2,3,4,5,6,7, SW4, S2SE - A",7,L7,L7,121054SN30L7,490.9,Day,,A,College of Agriculture
122,122,55,55,12,SN12,122055SN12,"LOTS 2,4,5,6,7,8, S2SW, S24SE - R",7,L7,L7,122055SN12L7,327.9,Day,,R,Rural Credit
124,124,55,55,6,SN06,124055SN06,"LOTS 6,7,8,9 - A",7,L7,L7,124055SN06L7,109.96,Day,,A,College of Agriculture
124,124,56,56,2,SN02,124056SN02,"LOTS 5,6,7,8 - A",7,L7,L7,124056SN02L7,105.04,Day,,A,College of Agriculture
124,124,56,56,3,SN03,124056SN03,"LOTS 5,6,7,8 - A",7,L7,L7,124056SN03L7,100.64,Day,,A,College of Agriculture
124,124,56,56,5,SN05,124056SN05,"LOTS 5,6,7,8 - A",7,L7,L7,124056SN05L7,81.33,Day,,A,College of Agriculture
12,12,22,22,6,SN06,012022SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,012022SN06L7,296.91,Dewey,,R,Rural Credit
15,15,24,24,6,SN06,015024SN06,"LOT 6,7, E2SW, SE4 - I",7,L7,L7,015024SN06L7,313.08,Dewey,,I,Indemnity
16,16,23,23,6,SN06,016023SN06,"LOTS 1,2,6,7, S2NE, E2SW, SE4 - R",7,L7,L7,016023SN06L7,476.19,Dewey,,R,Rural Credit
16,16,24,24,6,SN06,016024SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,016024SN06L7,305.48,Dewey,,R,Rural Credit
17,17,26,26,6,SN06,017026SN06,"LOTS 2,3,4,5,6,7,9, SW4NE, SE4NW - I",7,L7,L7,017026SN06L7,235.1,Dewey,,I,Indemnity
17,17,27,27,4,SN04,017027SN04,"LOTS 5,6,7,8, S2N2 - R",7,L7,L7,017027SN04L7,254.84,Dewey,,R,Rural Credit
17,17,28,28,1,SN01,017028SN01,"LOTS 2,3,4,6,7, SW4NE, S2NW, E2SW - R",7,L7,L7,017028SN01L7,294.93,Dewey,,R,Rural Credit
122,122,72,72,6,SN06,122072SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A",7,L7,L7,122072SN06L7,487.49,Edmunds,,A,College of Agriculture
123,123,72,72,6,SN06,123072SN06,"LOTS 6,7, E2SW - A",7,L7,L7,123072SN06L7,162.36,Edmunds,,A,College of Agriculture
123,123,73,73,6,SN06,123073SN06,"LOTS 1,2,6,7, S2NE, E2SW - A",7,L7,L7,123073SN06L7,310.15,Edmunds,,A,College of Agriculture
124,124,69,69,6,SN06,124069SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - N",7,L7,L7,124069SN06L7,427.96,Edmunds,,N,Normal School
124,124,73,73,6,SN06,124073SN06,"LOTS 2,3,4,5,6,7, SW4NE, SE4NW, E2SW, SE4 - SN",7,L7,L7,124073SN06L7,528.8,Edmunds,,SN,Southern Normal
117,117,70,70,6,SN06,117070SN06,"LOTS 6,7, E2SW, SE4 - N",7,L7,L7,117070SN06L7,309.25,Faulk,,N,Normal School
120,120,70,70,6,SN06,120070SN06,"LOTS 1,2,6,7, S2NE, E2SW, SE - R",7,L7,L7,120070SN06L7,446.38,Faulk,,R,Rural Credit
120,120,71,71,6,SN06,120071SN06,"LOTS 1,2,6,7, S2NE, E2SW - A",7,L7,L7,120071SN06L7,312.1,Faulk,,A,College of Agriculture
120,120,52,52,6,SN06,120052SN06,"LOTS 6,7, E2SW - R",7,L7,L7,120052SN06L7,160.06,Grant,,R,Rural Credit
98,98,71,71,6,SN06,098071SN06,"LOTS 2,3,6,7, SW4NE, SE4NW, E2SW - R",7,L7,L7,098071SN06L7,318.03,Gregory,,R,Rural Credit
4,4,19,19,6,SN06,004019SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NE, E2SW, SE4 - R",7,L7,L7,004019SN06L7,680.92,Haakon,,R,Rural Credit
5,5,21,21,6,SN06,005021SN06,"LOTS 6,7, E2SW - R",7,L7,L7,005021SN06L7,153.8,Haakon,,R,Rural Credit
114,114,53,53,31,SN31,114053SN31,"LOTS 5,6,7, S2NE - R",7,L7,L7,114053SN31L7,157.38,Hamlin,,R,Rural Credit
109,109,70,70,3,SN03,109070SN03,"LOTS 5,6,7, SE4NE - R",7,L7,L7,109070SN03L7,177.03,Hand,,R,Rural Credit
110,110,67,67,6,SN06,110067SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - R",7,L7,L7,110067SN06L7,422.67,Hand,,R,Rural Credit
112,112,68,68,6,SN06,112068SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,112068SN06L7,366.58,Hand,,R,Rural Credit
109,109,76,76,3,SN03,109076SN03,"LOTS 1,2,7,8,  S2NE, N2SE - R",7,L7,L7,109076SN03L7,276.85,Hughes,,R,Rural Credit
109,109,76,76,4,SN04,109076SN04,"LOTS 1,2,7,8,9, S2NE, NE4SE - R",7,L7,L7,109076SN04L7,249.25,Hughes,,R,Rural Credit
111,111,74,74,36,SN36,111074SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",7,L7,L7,111074SN36L7,640.58,Hughes,,C,Common School
111,111,75,75,36,SN36,111075SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",7,L7,L7,111075SN36L7,637.22,Hughes,,C,Common School
111,111,76,76,33,SN33,111076SN33,"LOTS 1,2,7,8, S2NE, N2SE - R",7,L7,L7,111076SN33L7,240.1,Hughes,,R,Rural Credit
111,111,76,76,34,SN34,111076SN34,"LOTS 3,4,5,6,7,8, S2NW, N2SW, SE4SW, W2SE - R",7,L7,L7,111076SN34L7,420.04,Hughes,,R,Rural Credit
111,111,76,76,36,SN36,111076SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",7,L7,L7,111076SN36L7,637.86,Hughes,,C,Common School
111,111,77,77,6,SN06,111077SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,15,16 - R",7,L7,L7,111077SN06L7,454.77,Hughes,,R,Rural Credit
111,111,77,77,36,SN36,111077SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",7,L7,L7,111077SN36L7,640,Hughes,,C,Common School
112,112,74,74,2,SN02,112074SN02,"LOTS 1,2,3,4,5,6,7,8 - R",7,L7,L7,112074SN02L7,302.2,Hughes,,R,Rural Credit
112,112,76,76,4,SN04,112076SN04,"LOTS 1,2,7,8, SE4 - R",7,L7,L7,112076SN04L7,313.97,Hughes,,R,Rural Credit
112,112,76,76,6,SN06,112076SN06,"LOTS 1,6,7,8,9,10,15,16,17,18, E2SW, SE4 - R",7,L7,L7,112076SN06L7,627.38,Hughes,,R,Rural Credit
111,111,71,71,32,SN32,111071SN32,"LOTS 5,6,7,8 - A",7,L7,L7,111071SN32L7,179.12,Hyde,,A,College of Agriculture
111,111,71,71,33,SN33,111071SN33,"LOTS 5,6,7,8 - A",7,L7,L7,111071SN33L7,185.82,Hyde,,A,College of Agriculture
111,111,71,71,36,SN36,111071SN36,"LOTS 1,2,3,4,5,6,7,8, S2 - C",7,L7,L7,111071SN36L7,638.76,Hyde,,C,Common School
111,111,72,72,36,SN36,111072SN36,"LOTS 1,2,3,4,5,6,7,8, S2 - C",7,L7,L7,111072SN36L7,639.56,Hyde,,C,Common School
111,111,73,73,6,SN06,111073SN06,"LOTS 6,7, E2SW - R",7,L7,L7,111073SN06L7,156.84,Hyde,,R,Rural Credit
111,111,73,73,36,SN36,111073SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",7,L7,L7,111073SN36L7,639.96,Hyde,,C,Common School
112,112,71,71,2,SN02,112071SN02,"LOTS 6,7,8,9,10,11,12 - R",7,L7,L7,112071SN02L7,280,Hyde,,R,Rural Credit
113,113,71,71,6,SN06,113071SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - R",7,L7,L7,113071SN06L7,610.72,Hyde,,R,Rural Credit
114,114,73,73,6,SN06,114073SN06,"LOTS 6,7, E2SW, SE4 - R",7,L7,L7,114073SN06L7,322.28,Hyde,,R,Rural Credit
115,115,73,73,6,SN06,115073SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - E",7,L7,L7,115073SN06L7,645.28,Hyde,,E,#NAME?
1,1,19,19,6,SN06,001019SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - R",7,L7,L7,001019SN06L7,455.11,Jackson,,R,Rural Credit
1,1,24,24,6,SN06,001024SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,001024SN06L7,298.23,Jackson,,R,Rural Credit
2,2,18,18,6,SN06,002018SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,002018SN06L7,304.06,Jackson,,R,Rural Credit
2,2,19,19,6,SN06,002019SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,002019SN06L7,297.43,Jackson,,R,Rural Credit
2,2,25,25,31,SN31,002025SN31,"LOTS 3,4,6,7, E2SW, W2SE - R",7,L7,L7,002025SN31L7,270.12,Jackson,,R,Rural Credit
3,3,22,22,23,SN23,003022SN23,"LOTS 1,2,3,4,5,6,7,8, NE4NE, N2NW - R",7,L7,L7,003022SN23L7,370.1,Jackson,,R,Rural Credit
3,3,25,25,6,SN06,003025SN06,"LOTS 1,2,3,4,6,7, NE4NW - R",7,L7,L7,003025SN06L7,239.1,Jackson,,R,Rural Credit
107,107,63,63,6,SN06,107063SN06,"LOTS 6,7, E2SW, SE4 - R",7,L7,L7,107063SN06L7,307.43,Jerauld,,R,Rural Credit
107,107,65,65,6,SN06,107065SN06,"LOTS 6,7, E2SW - R",7,L7,L7,107065SN06L7,149.4,Jerauld,,R,Rural Credit
1,1,30,30,6,SN06,001030SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - R",7,L7,L7,001030SN06L7,477.74,Jones,,R,Rural Credit
1,1,31,31,6,SN06,001031SN06,"LOTS 6,7, E2SW - R",7,L7,L7,001031SN06L7,157.8,Jones,,R,Rural Credit
2,2,30,30,6,SN06,002030SN06,"LOTS 6,7, E2SW - R",7,L7,L7,002030SN06L7,157.49,Jones,,R,Rural Credit
1,1,26,26,6,SN06,001026SN06,"LOTS 6,7, E2SW, W2SE - R",7,L7,L7,001026SN06L7,229.38,Jones,,R,Rural Credit
1,1,30,30,6,SN06,001030SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - R",7,L7,L7,001030SN06L7,455.18,Jones,,R,Rural Credit
4,4,28,28,11,SN11,004028SN11,"LOTS 2,3,4,5,6,7, NE4NW - R",7,L7,L7,004028SN11L7,238.5,Jones,,R,Rural Credit
4,4,31,31,5,SN05,004031SN05,"LOTS 4,5,6,7, N2NE, SE4NE - R",7,L7,L7,004031SN05L7,202.9,Jones,,R,Rural Credit
4,4,31,31,6,SN06,004031SN06,"LOTS 1,2,3,4,5,6,7,8, SW4NE, E2NW, NE4SW - R",7,L7,L7,004031SN06L7,367.54,Jones,,R,Rural Credit
7,7,4,4,6,SN06,007004SN06,"LOTS 4,7, SE4NE, E2SE - R",7,L7,L7,007004SN06L7,186.67,Lawrence,,R,Rural Credit
125,125,67,67,6,SN06,125067SN06,"LOTS 1,2,6,7, S2NE, E2SW, SE4 - R",7,L7,L7,125067SN06L7,492.98,McPherson,,R,Rural Credit
126,126,68,68,6,SN06,126068SN06,"LOTS 1,2,3,4,6,7, S2NE, SE4NW, E2SW, SE4 - B",7,L7,L7,126068SN06L7,600.88,McPherson,,B,School for the Blind
127,127,67,67,6,SN06,127067SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,14, S2NE - A",7,L7,L7,127067SN06L7,513.36,McPherson,,A,College of Agriculture
127,127,67,67,7,SN07,127067SN07,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12 - A",7,L7,L7,127067SN07L7,422.52,McPherson,,A,College of Agriculture
