Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
127,127,67,67,18,SN18,127067SN18,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12, NE4 - A",7,L7,L7,127067SN18L7,574.32,McPherson,,A,College of Agriculture
128,128,67,67,6,SN06,128067SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12,13,14, S2NE, SE4 - A",7,L7,L7,128067SN06L7,728.84,McPherson,,A,College of Agriculture
128,128,67,67,7,SN07,128067SN07,"LOTS 1,2,3,4,5,6,7,8,9,10,12, E2 - A",7,L7,L7,128067SN07L7,722.24,McPherson,,A,College of Agriculture
128,128,67,67,18,SN18,128067SN18,"LOTS 1,2,3,4,5,6,7,8,9,10, E2NE, SE4  - A",7,L7,L7,128067SN18L7,491.53,McPherson,,A,College of Agriculture
128,128,67,67,19,SN19,128067SN19,"LOTS 1,2,7,8 - R",7,L7,L7,128067SN19L7,140.84,McPherson,,R,Rural Credit
128,128,67,67,30,SN30,128067SN30,"LOTS 2,3,4,5,6,7,8,9,10,11,12, E2 - A",7,L7,L7,128067SN30L7,729.06,McPherson,,A,College of Agriculture
128,128,67,67,31,SN31,128067SN31,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12, E2 - A",7,L7,L7,128067SN31L7,756.04,McPherson,,A,College of Agriculture
125,125,55,55,3,SN03,125055SN03,"LOTS 6,7, S2NW, SW4SW - A",7,L7,L7,125055SN03L7,281.6,Marshall,,A,College of Agriculture
125,125,55,55,6,SN06,125055SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, NE4SW, S2SE - A",7,L7,L7,125055SN06L7,521.56,Marshall,,A,College of Agriculture
125,125,55,55,9,SN09,125055SN09,"LOTS 1,2,3,5,7,8, NW4NE, N2SNW - A",7,L7,L7,125055SN09L7,295.4,Marshall,,A,College of Agriculture
125,125,56,56,18,SN18,125056SN18,"LOTS 6,7,8 - A",7,L7,L7,125056SN18L7,50.98,Marshall,,A,College of Agriculture
125,125,56,56,31,SN31,125056SN31,"LOTS 5,6,7,8 - A",7,L7,L7,125056SN31L7,79.36,Marshall,,A,College of Agriculture
125,125,59,59,6,SN06,125059SN06,"LOTS 6,7, E2SW - R",7,L7,L7,125059SN06L7,160.63,Marshall,,R,Rural Credit
126,126,53,53,32,SN32,126053SN32,"LOTS 1,6,7,8, SW4 - R",7,L7,L7,126053SN32L7,248.69,Marshall,,R,Rural Credit
126,126,55,55,4,SN04,126055SN04,"LOTS 1,2,3,4,5,6,7, SW4NE, S2NW, SW4, W2SE - D",7,L7,L7,126055SN04L7,569.6,Marshall,,D,School for the Deaf
126,126,55,55,6,SN06,126055SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4- D",7,L7,L7,126055SN06L7,639.68,Marshall,,D,School for the Deaf
126,126,55,55,7,SN07,126055SN07,"LOTS 1,2,3,4,5,6,7,10, NE4NE, NE4NW, SE4SW, S2SE - D",7,L7,L7,126055SN07L7,481.68,Marshall,,D,School for the Deaf
126,126,55,55,27,SN27,126055SN27,"LOTS 2,3,4,5,6,7,8,9, E2W2 - D",7,L7,L7,126055SN27L7,405.51,Marshall,,D,School for the Deaf
126,126,55,55,34,SN34,126055SN34,"LOTS 5,6,7,8, W2 - D",7,L7,L7,126055SN34L7,502.08,Marshall,,D,School for the Deaf
126,126,56,56,6,SN06,126056SN06,"LOTS 5,6,7,8 - SN",7,L7,L7,126056SN06L7,30.42,Marshall,,SN,Southern Normal
126,126,56,56,7,SN07,126056SN07,"LOTS 5,6,7,8 - SN",7,L7,L7,126056SN07L7,35.28,Marshall,,SN,Southern Normal
126,126,56,56,18,SN18,126056SN18,"LOTS 5,6,7,8 - SN",7,L7,L7,126056SN18L7,40.4,Marshall,,SN,Southern Normal
126,126,56,56,30,SN30,126056SN30,"LOTS 5,6,7,8 - SN",7,L7,L7,126056SN30L7,51.12,Marshall,,SN,Southern Normal
126,126,56,56,31,SN31,126056SN31,"LOTS 6,7,8 - SN",7,L7,L7,126056SN31L7,42.87,Marshall,,SN,Southern Normal
127,127,53,53,6,SN06,127053SN06,"LOTS 2,6,7, S2NE, E2SW, N2SE - R",7,L7,L7,127053SN06L7,351.47,Marshall,,R,Rural Credit
127,127,55,55,19,SN19,127055SN19,"LOTS 5,6,7,8,9,10, E2SW, SE4 - T",7,L7,L7,127055SN19L7,516.28,Marshall,,T,Training School
127,127,55,55,20,SN20,127055SN20,"LOTS 5,6,7,8, S2 - T ",7,L7,L7,127055SN20L7,514.64,Marshall,,T,Training School
127,127,55,55,31,SN31,127055SN31,"LOTS 1,5,6,7, E2NW - R",7,L7,L7,127055SN31L7,199.29,Marshall,,R,Rural Credit
127,127,56,56,20,SN20,127056SN20,"LOTS 5,6,7,8, S2 - T ",7,L7,L7,127056SN20L7,534.56,Marshall,,T,Training School
127,127,56,56,21,SN21,127056SN21,"LOTS 5,6,7,8, SW4, N2SE, SE4SE - T ",7,L7,L7,127056SN21L7,490.08,Marshall,,T,Training School
127,127,56,56,22,SN22,127056SN22,"LOTS 5,6,7,8, NE4SW, W2SW, SE4 - T ",7,L7,L7,127056SN22L7,486.6,Marshall,,T,Training School
127,127,56,56,23,SN23,127056SN23,"LOTS 5,6,7,8, S2 - T ",7,L7,L7,127056SN23L7,522.6,Marshall,,T,Training School
127,127,56,56,24,SN24,127056SN24,"LOTS 5,6,7,8, S2 - T ",7,L7,L7,127056SN24L7,520.52,Marshall,,T,Training School
127,127,56,56,30,SN30,127056SN30,"LOTS 5,6,7,8 - T ",7,L7,L7,127056SN30L7,21.28,Marshall,,T,Training School
127,127,56,56,31,SN31,127056SN31,"LOTS 5,6,7,8 - T ",7,L7,L7,127056SN31L7,25.52,Marshall,,T,Training School
2,2,13,13,6,SN06,002013SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - D",7,L7,L7,002013SN06L7,625.8,Meade,,D,School for the Deaf
4,4,11,11,1,SN01,004011SN01,"LOTS 1,5,6,7,8, SE4NE, NE4SE - R",7,L7,L7,004011SN01L7,255.7,Meade,,R,Rural Credit
5,5,10,10,36,SN36,005010SN36,"LOTS 1,2,3,4,5,6,7,8,9, N2, N2SW, NW4SE - C",7,L7,L7,005010SN36L7,612.2,Meade,,C,Common School
5,5,14,14,1,SN01,005014SN01,"LOTS 6,7,8,9, SW4NW, NW4SW - R",7,L7,L7,005014SN01L7,184,Meade,,R,Rural Credit
5,5,15,15,16,SN16,005015SN16,"LOTS 5,6,7,8, W2 - C",7,L7,L7,005015SN16L7,509.6,Meade,,C,Common School
6,6,15,15,6,SN06,006015SN06,"LOTS 6,7, NE4SW - R",7,L7,L7,006015SN06L7,100.68,Meade,,R,Rural Credit
7,7,11,11,6,SN06,007011SN06,"LOTS 5,6,7, E2SW - R",7,L7,L7,007011SN06L7,175.42,Meade,,R,Rural Credit
7,7,17,17,6,SN06,007017SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,007017SN06L7,252.93,Meade,,R,Rural Credit
10,10,16,16,6,SN06,010016SN06,"LOTS 6,7, E2SW - R",7,L7,L7,010016SN06L7,153.17,Meade,,R,Rural Credit
40,40,27,27,3,SN03,040027SN03,"LOTS 5,6,7,8,9,10,11,12 - R",7,L7,L7,040027SN03L7,320,Mellette,,R,Rural Credit
42,42,25,25,6,SN06,042025SN06,"LOTS 6,7, E2SW - I",7,L7,L7,042025SN06L7,160.58,Mellette,,I,Indemnity
43,43,27,27,6,SN06,043027SN06,"LOTS 2,3,4,5,6,7,SW4NE, SE4NW, E2SW, W2SE - I",7,L7,L7,043027SN06L7,490.2,Mellette,,I,Indemnity
43,43,28,28,10,SN10,043028SN10,"LOTS 2,3,4,5,6,7,SW4SW, N2SE, SE4SE - R",7,L7,L7,043028SN10L7,299.05,Mellette,,R,Rural Credit
43,43,28,28,33,SN33,043028SN33,"LOTS 1,2,3,4,5,6,7,8, E2 - R",7,L7,L7,043028SN33L7,604.65,Mellette,,R,Rural Credit
43,43,29,29,6,SN06,043029SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,043029SN06L7,326.45,Mellette,,R,Rural Credit
43,43,32,32,6,SN06,043032SN06,"LOTS 6,7, E2SW, SE4 - I",7,L7,L7,043032SN06L7,313.64,Mellette,,I,Indemnity
117,117,73,73,6,SN06,117073SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - N",7,L7,L7,117073SN06L7,312.99,Potter,,N,Normal School
117,117,78,78,6,SN06,117078SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - U",7,L7,L7,117078SN06L7,656.46,Potter,,U,State University
118,118,73,73,6,SN06,118073SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - A",7,L7,L7,118073SN06L7,461.34,Potter,,A,College of Agriculture
120,120,76,76,6,SN06,120076SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - U",7,L7,L7,120076SN06L7,447.64,Potter,,U,State University
107,107,59,59,6,SN06,107059SN06,"LOTS 6,7, E2SW - R",7,L7,L7,107059SN06L7,142.2,Sanborn,,R,Rural Credit
107,107,61,61,6,SN06,107061SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,107061SN06L7,284.24,Sanborn,,R,Rural Credit
114,114,62,62,6,SN06,114062SN06,"LOT 6,7, E2SW, SE4 - R",7,L7,L7,114062SN06L7,306.72,Spink,,R,Rural Credit
114,114,65,65,6,SN06,114065SN06,"LOT 6,7, E2SW - R",7,L7,L7,114065SN06L7,142.7,Spink,,R,Rural Credit
115,115,65,65,6,SN06,115065SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW - R",7,L7,L7,115065SN06L7,278.64,Spink,,R,Rural Credit
116,116,63,63,6,SN06,116063SN06,"LOTS 1,2,3,6,7, S2NE, SE4NW, E2SW, SE4 - R",7,L7,L7,116063SN06L7,654.83,Spink,,R,Rural Credit
96,96,76,76,6,SN06,096076SN06,"LOTS 5,6,7, SE4SW - R",7,L7,L7,096076SN06L7,160.98,Tripp,,R,Rural Credit
96,96,77,77,6,SN06,096077SN06,"LOTS 6,7, E2SW - R",7,L7,L7,096077SN06L7,160.72,Tripp,,R,Rural Credit
96,96,78,78,6,SN06,096078SN06,"LOTS 6,7, E2SW - R",7,L7,L7,096078SN06L7,160.45,Tripp,,R,Rural Credit
98,98,76,76,6,SN06,098076SN06,"LOTS 6,7, E2SW - R",7,L7,L7,098076SN06L7,156,Tripp,,R,Rural Credit
101,101,76,76,6,SN06,101076SN06,"LOTS 6,7, E2SW, SE4 - R",7,L7,L7,101076SN06L7,315.46,Tripp,,R,Rural Credit
101,101,78,78,6,SN06,101078SN06,"LOTS 1,2,6,7, S2NE, E2SW - R",7,L7,L7,101078SN06L7,318.18,Tripp,,R,Rural Credit
103,103,77,77,31,SN31,103077SN31,"LOTS 6,7,11,12,13, SE4SW - R",7,L7,L7,103077SN31L7,252.02,Tripp,,R,Rural Credit
103,103,78,78,25,SN25,103078SN25,"LOTS 6,7,8, S2SE - R",7,L7,L7,103078SN25L7,132.6,Tripp,,R,Rural Credit
122,122,75,75,6,SN06,122075SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - SN",7,L7,L7,122075SN06L7,480.43,Walworth,,SN,Southern Normal
123,123,74,74,6,SN06,123074SN06,"LOTS 6,7, E2SW - A",7,L7,L7,123074SN06L7,171.37,Walworth,,A,College of Agriculture
123,123,77,77,6,SN06,123077SN06,"LOTS 6,7, E2SW - R",7,L7,L7,123077SN06L7,151.4,Walworth,,R,Rural Credit
10,10,17,17,36,SN36,010017SN36,"LOTS 5,6,7,8, E2 - C",7,L7,L7,010017SN36L7,406.92,Ziebach,,C,Common School
10,10,23,23,6,SN06,010023SN06,"LOTS 6,7, SE4, E2SW - R",7,L7,L7,010023SN06L7,309.84,Ziebach,,R,Rural Credit
10,10,24,24,6,SN06,010024SN06,"LOTS 6,7, SE4, E2SW - R",7,L7,L7,010024SN06L7,310.29,Ziebach,,R,Rural Credit
11,11,17,17,36,SN36,011017SN36,"LOTS 5,6,7,8 - C",7,L7,L7,011017SN36L7,81.88,Ziebach,,C,Common School
11,11,22,22,31,SN31,011022SN31,"LOTS 4,6,7, NE4SW (S. 3/4), SE4SW, SE4 - R",7,L7,L7,011022SN31L7,286.05,Ziebach,,R,Rural Credit
12,12,17,17,36,SN36,012017SN36,"LOTS 5,6,7,8, E2 - C",7,L7,L7,012017SN36L7,398.44,Ziebach,,C,Common School
15,15,21,21,6,SN06,015021SN06,"LOTS 3,4,5,6,7, SE4NW, E2SW, SE4 - R",7,L7,L7,015021SN06L7,461.48,Ziebach,,R,Rural Credit
17,17,17,17,26,SN26,017017SN26,"LOTS 5,6,7,8, E2 - R",7,L7,L7,017017SN26L7,503.4,Ziebach,,R,Rural Credit
17,17,17,17,35,SN35,017017SN35,"LOTS 5,6,7,8, E2 - R",7,L7,L7,017017SN35L7,505.32,Ziebach,,R,Rural Credit
17,17,18,18,5,SN05,017018SN05,"LOTS 1,2,3,4,5,6,7,8, SE4NE, S2NW, NW4SW, E2SE- R",7,L7,L7,017018SN05L7,397.56,Ziebach,,R,Rural Credit
17,17,19,19,2,SN02,017019SN02,"LOTS 1,2,3,4,5,6,7,8 - R",7,L7,L7,017019SN02L7,115.78,Ziebach,,R,Rural Credit
17,17,20,20,1,SN01,017020SN01,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2- R",7,L7,L7,017020SN01L7,638.64,Ziebach,,R,Rural Credit
17,17,20,20,2,SN02,017020SN02,"LOTS 1,2,7,8, S2NE, SE4 - R",7,L7,L7,017020SN02L7,318.72,Ziebach,,R,Rural Credit
17,17,21,21,1,SN01,017021SN01,"LOTS 1,2,7,8, S2NE, SE4 - R",7,L7,L7,017021SN01L7,319.86,Ziebach,,R,Rural Credit
17,17,21,21,6,SN06,017021SN06,"LOTS 1,2,3,6,7,8, S2NE, SE4 - R",7,L7,L7,017021SN06L7,359.17,Ziebach,,R,Rural Credit
43,43,36,36,5,SN05,043036SN05,"LOTS 1,2,7, SE4SW, S2SE - R",7,L7,L7,043036SN05L7,253.47,Washabaugh,,R,Rural Credit
43,43,37,37,14,SN14,043037SN14,"LOTS 1,2,3,4,7, S2SE - R",7,L7,L7,043037SN14L7,224.7,Washabaugh,,R,Rural Credit
43,43,38,38,19,SN19,043038SN19,"LOTS 3,6,7,8,9, SE4SW - R",7,L7,L7,043038SN19L7,220.41,Washabaugh,,R,Rural Credit
118,118,56,56,2,SN02,118056SN02,"LOTS 5,6,7 - R",7 ,L7 ,L7 ,118056SN02L7 ,112.14,Clark,,R,Rural Credit
95,95,67,67,36,SN36,095067SN36,"LOTS 2,6,7 - C",7 ,L7 ,L7 ,095067SN36L7 ,76.22,Gregory,,C,Common School
99,99,70,70,16,SN16,099070SN16,"LOTS 5,6,7 - C",7 ,L7 ,L7 ,099070SN16L7 ,76.5,Gregory,,C,Common School
6,6,20,20,6,SN06,006020SN06,"LOTS 6,7 - R",7 ,L7 ,L7 ,006020SN06L7 ,73.2,Haakon,,R,Rural Credit
114,114,53,53,20,SN20,114053SN20,"LOTS 5,6,7 - R",7 ,L7 ,L7 ,114053SN20L7 ,107.6,Hamlin,,R,Rural Credit
2,2,28,28,6,SN06,002028SN06,"LOTS 6,7 - R",7 ,L7 ,L7 ,002028SN06L7 ,75.2,Jones,,R,Rural Credit
45,45,31,31,28,SN28,045031SN28,"LOTS 1,2,4,5,7 - R",7 ,L7 ,L7 ,045031SN28L7 ,164.57,Mellette,,R,Rural Credit
100,100,71,71,36,SN36,100071SN36,"LOTS 5,6,7  - C",7  ,L7  ,L7  ,100071SN36L7  ,103.5,Gregory,,C,Common School
103,103,66,66,31,SN31,103066SN31,"LOT 1,7,8,9 - R",8,L8,L8,103066SN31L8,122.26,Aurora,,R,Rural Credit
37,37,33,33,4,SN04,037033SN04,"LOTS 3,4,5,8,9, SW4NW, W2SW - I",8,L8,L8,037033SN04L8,294.27,Bennett,,I,Indemnity
128,128,61,61,16,SN16,128061SN16,"LOTS 1,2,3,4,5,6,7,8,11,12, NE4NE, N2SW, SW4SW, NW4SE - C",8,L8,L8,128061SN16L8,547.3,Brown,,C,Common School
128,128,61,61,31,SN31,128061SN31,"LOTS 1,2,7,8, NE4NW - R",8,L8,L8,128061SN31L8,187.79,Brown,,R,Rural Credit
108,108,69,69,4,SN04,108069SN04,"LOTS 5,6,7,8,9,10,11,12 E2W2SE E2SE - R",8,L8,L8,108069SN04L8,440,Buffalo,,R,Rural Credit
108,108,69,69,6,SN06,108069SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12,13,14, E2SW, SE4 - R",8,L8,L8,108069SN06L8,716.01,Buffalo,,R,Rural Credit
108,108,70,70,2,SN02,108070SN02,"LOTS 1,2,3,7,8,9,10, SE4 - R",8,L8,L8,108070SN02L8,397.85,Buffalo,,R,Rural Credit
108,108,70,70,16,SN16,108070SN16,"LOTS 1,2,3,4,5,6,7,8, E2NE, W2, E2SE - C",8,L8,L8,108070SN16L8,648.76,Buffalo,,C,Common School
13,13,9,9,3,SN03,013009SN03,"LOTS 1,2,3,4,6,7,8,9,10, SE4NW, NE4SW - I",8,L8,L8,013009SN03L8,419.76,Butte,,I,Indemnity
118,118,56,56,3,SN03,118056SN03,"LOTS 5,6,7,8, N2SE, SW4SE - R",8,L8,L8,118056SN03L8,237.27,Clark,,R,Rural Credit
3,3,6,6,3,SN03,003006SN03,"LOTS 5,6,7,8, S2N2, S2 - I",8,L8,L8,003006SN03L8,643.12,Custer,,I,Indemnity
4,4,6,6,7,SN07,004006SN07,"LOTS, 1,2,4,5,6,7,8, N2NE, SE4NE, SE4SW, NW4SE - I",8,L8,L8,004006SN07L8,429.72,Custer,,I,Indemnity
122,122,55,55,12,SN12,122055SN12,"LOTS 2,4,5,6,7,8, S2SW, S24SE - R",8,L8,L8,122055SN12L8,327.9,Day,,R,Rural Credit
124,124,55,55,6,SN06,124055SN06,"LOTS 6,7,8,9 - A",8,L8,L8,124055SN06L8,109.96,Day,,A,College of Agriculture
17,17,27,27,4,SN04,017027SN04,"LOTS 5,6,7,8, S2N2 - R",8,L8,L8,017027SN04L8,254.84,Dewey,,R,Rural Credit
95,95,66,66,6,SN06,095066SN06,"LOTS 2,3,8,9,10,11,12 - R",8,L8,L8,095066SN06L8,170.04,Gregory,,R,Rural Credit
95,95,69,69,10,SN10,095069SN10,"LOTS 7,8, SW4SE - R",8,L8,L8,095069SN10L8,120,Gregory,,R,Rural Credit
110,110,70,70,34,SN34,110070SN34,"LOTS 7,8, E2SE - R",8,L8,L8,110070SN34L8,170.51,Hand,,R,Rural Credit
109,109,76,76,3,SN03,109076SN03,"LOTS 1,2,7,8,  S2NE, N2SE - R",8,L8,L8,109076SN03L8,276.85,Hughes,,R,Rural Credit
109,109,76,76,4,SN04,109076SN04,"LOTS 1,2,7,8,9, S2NE, NE4SE - R",8,L8,L8,109076SN04L8,249.25,Hughes,,R,Rural Credit
111,111,74,74,36,SN36,111074SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",8,L8,L8,111074SN36L8,640.58,Hughes,,C,Common School
111,111,75,75,36,SN36,111075SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",8,L8,L8,111075SN36L8,637.22,Hughes,,C,Common School
111,111,76,76,33,SN33,111076SN33,"LOTS 1,2,7,8, S2NE, N2SE - R",8,L8,L8,111076SN33L8,240.1,Hughes,,R,Rural Credit
111,111,76,76,34,SN34,111076SN34,"LOTS 3,4,5,6,7,8, S2NW, N2SW, SE4SW, W2SE - R",8,L8,L8,111076SN34L8,420.04,Hughes,,R,Rural Credit
111,111,76,76,36,SN36,111076SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",8,L8,L8,111076SN36L8,637.86,Hughes,,C,Common School
111,111,77,77,6,SN06,111077SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,15,16 - R",8,L8,L8,111077SN06L8,454.77,Hughes,,R,Rural Credit
111,111,77,77,36,SN36,111077SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",8,L8,L8,111077SN36L8,640,Hughes,,C,Common School
112,112,76,76,4,SN04,112076SN04,"LOTS 1,2,7,8, SE4 - R",8,L8,L8,112076SN04L8,313.97,Hughes,,R,Rural Credit
112,112,76,76,6,SN06,112076SN06,"LOTS 1,6,7,8,9,10,15,16,17,18, E2SW, SE4 - R",8,L8,L8,112076SN06L8,627.38,Hughes,,R,Rural Credit
112,112,80,80,5,SN05,112080SN05,"LOTS 7,8,9,10,11,12,13,14 - A",8,L8,L8,112080SN05L8,373.38,Hughes,,A,College of Agriculture
111,111,71,71,36,SN36,111071SN36,"LOTS 1,2,3,4,5,6,7,8, S2 - C",8,L8,L8,111071SN36L8,638.76,Hyde,,C,Common School
111,111,72,72,36,SN36,111072SN36,"LOTS 1,2,3,4,5,6,7,8, S2 - C",8,L8,L8,111072SN36L8,639.56,Hyde,,C,Common School
111,111,73,73,36,SN36,111073SN36,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2 - C",8,L8,L8,111073SN36L8,639.96,Hyde,,C,Common School
112,112,71,71,2,SN02,112071SN02,"LOTS 6,7,8,9,10,11,12 - R",8,L8,L8,112071SN02L8,280,Hyde,,R,Rural Credit
3,3,22,22,23,SN23,003022SN23,"LOTS 1,2,3,4,5,6,7,8, NE4NE, N2NW - R",8,L8,L8,003022SN23L8,370.1,Jackson,,R,Rural Credit
4,4,31,31,6,SN06,004031SN06,"LOTS 1,2,3,4,5,6,7,8, SW4NE, E2NW, NE4SW - R",8,L8,L8,004031SN06L8,367.54,Jones,,R,Rural Credit
127,127,67,67,6,SN06,127067SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,14, S2NE - A",8,L8,L8,127067SN06L8,513.36,McPherson,,A,College of Agriculture
127,127,67,67,7,SN07,127067SN07,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12 - A",8,L8,L8,127067SN07L8,422.52,McPherson,,A,College of Agriculture
127,127,67,67,18,SN18,127067SN18,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12, NE4 - A",8,L8,L8,127067SN18L8,574.32,McPherson,,A,College of Agriculture
128,128,67,67,6,SN06,128067SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12,13,14, S2NE, SE4 - A",8,L8,L8,128067SN06L8,728.84,McPherson,,A,College of Agriculture
128,128,67,67,7,SN07,128067SN07,"LOTS 1,2,3,4,5,6,7,8,9,10,12, E2 - A",8,L8,L8,128067SN07L8,722.24,McPherson,,A,College of Agriculture
128,128,67,67,18,SN18,128067SN18,"LOTS 1,2,3,4,5,6,7,8,9,10, E2NE, SE4  - A",8,L8,L8,128067SN18L8,491.53,McPherson,,A,College of Agriculture
128,128,67,67,30,SN30,128067SN30,"LOTS 2,3,4,5,6,7,8,9,10,11,12, E2 - A",8,L8,L8,128067SN30L8,729.06,McPherson,,A,College of Agriculture
128,128,67,67,31,SN31,128067SN31,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12, E2 - A",8,L8,L8,128067SN31L8,756.04,McPherson,,A,College of Agriculture
125,125,55,55,9,SN09,125055SN09,"LOTS 1,2,3,5,7,8, NW4NE, N2SNW - A",8,L8,L8,125055SN09L8,295.4,Marshall,,A,College of Agriculture
126,126,53,53,32,SN32,126053SN32,"LOTS 1,6,7,8, SW4 - R",8,L8,L8,126053SN32L8,248.69,Marshall,,R,Rural Credit
126,126,55,55,27,SN27,126055SN27,"LOTS 2,3,4,5,6,7,8,9, E2W2 - D",8,L8,L8,126055SN27L8,405.51,Marshall,,D,School for the Deaf
126,126,55,55,34,SN34,126055SN34,"LOTS 5,6,7,8, W2 - D",8,L8,L8,126055SN34L8,502.08,Marshall,,D,School for the Deaf
126,126,56,56,6,SN06,126056SN06,"LOTS 5,6,7,8 - SN",8,L8,L8,126056SN06L8,30.42,Marshall,,SN,Southern Normal
126,126,56,56,7,SN07,126056SN07,"LOTS 5,6,7,8 - SN",8,L8,L8,126056SN07L8,35.28,Marshall,,SN,Southern Normal
126,126,56,56,18,SN18,126056SN18,"LOTS 5,6,7,8 - SN",8,L8,L8,126056SN18L8,40.4,Marshall,,SN,Southern Normal
126,126,56,56,30,SN30,126056SN30,"LOTS 5,6,7,8 - SN",8,L8,L8,126056SN30L8,51.12,Marshall,,SN,Southern Normal
126,126,56,56,31,SN31,126056SN31,"LOTS 6,7,8 - SN",8,L8,L8,126056SN31L8,42.87,Marshall,,SN,Southern Normal
127,127,55,55,19,SN19,127055SN19,"LOTS 5,6,7,8,9,10, E2SW, SE4 - T",8,L8,L8,127055SN19L8,516.28,Marshall,,T,Training School
127,127,55,55,20,SN20,127055SN20,"LOTS 5,6,7,8, S2 - T ",8,L8,L8,127055SN20L8,514.64,Marshall,,T,Training School
127,127,55,55,31,SN31,127055SN31,"LOTS 2,3,4,8,9,10, SE4SW  - T",8,L8,L8,127055SN31L8,245.47,Marshall,,T,Training School
127,127,56,56,20,SN20,127056SN20,"LOTS 5,6,7,8, S2 - T ",8,L8,L8,127056SN20L8,534.56,Marshall,,T,Training School
127,127,56,56,21,SN21,127056SN21,"LOTS 5,6,7,8, SW4, N2SE, SE4SE - T ",8,L8,L8,127056SN21L8,490.08,Marshall,,T,Training School
127,127,56,56,22,SN22,127056SN22,"LOTS 5,6,7,8, NE4SW, W2SW, SE4 - T ",8,L8,L8,127056SN22L8,486.6,Marshall,,T,Training School
127,127,56,56,23,SN23,127056SN23,"LOTS 5,6,7,8, S2 - T ",8,L8,L8,127056SN23L8,522.6,Marshall,,T,Training School
127,127,56,56,24,SN24,127056SN24,"LOTS 5,6,7,8, S2 - T ",8,L8,L8,127056SN24L8,520.52,Marshall,,T,Training School
127,127,56,56,30,SN30,127056SN30,"LOTS 5,6,7,8 - T ",8,L8,L8,127056SN30L8,21.28,Marshall,,T,Training School
127,127,56,56,31,SN31,127056SN31,"LOTS 5,6,7,8 - T ",8,L8,L8,127056SN31L8,25.52,Marshall,,T,Training School
4,4,11,11,1,SN01,004011SN01,"LOTS 1,5,6,7,8, SE4NE, NE4SE - R",8,L8,L8,004011SN01L8,255.7,Meade,,R,Rural Credit
5,5,10,10,36,SN36,005010SN36,"LOTS 1,2,3,4,5,6,7,8,9, N2, N2SW, NW4SE - C",8,L8,L8,005010SN36L8,612.2,Meade,,C,Common School
5,5,14,14,1,SN01,005014SN01,"LOTS 6,7,8,9, SW4NW, NW4SW - R",8,L8,L8,005014SN01L8,184,Meade,,R,Rural Credit
5,5,15,15,16,SN16,005015SN16,"LOTS 5,6,7,8, W2 - C",8,L8,L8,005015SN16L8,509.6,Meade,,C,Common School
40,40,27,27,1,SN01,040027SN01,"LOTS 1,2,3,4,8,9 - I",8,L8,L8,040027SN01L8,165.12,Mellette,,I,Indemnity
40,40,27,27,3,SN03,040027SN03,"LOTS 5,6,7,8,9,10,11,12 - R",8,L8,L8,040027SN03L8,320,Mellette,,R,Rural Credit
41,41,33,33,10,SN10,041033SN10,"LOTS 4,5,8, SE4NE, E2SE - R",8,L8,L8,041033SN10L8,210.8,Mellette,,R,Rural Credit
43,43,28,28,33,SN33,043028SN33,"LOTS 1,2,3,4,5,6,7,8, E2 - R",8,L8,L8,043028SN33L8,604.65,Mellette,,R,Rural Credit
43,43,33,33,3,SN03,043033SN03,"LOTS 7,8, SE4NE, E2SE - R",8,L8,L8,043033SN03L8,172.41,Mellette,,R,Rural Credit
