state,managing_agency,rights_type,state_enabling_act,OBJECTID,TRACTID,county,township,range,section,aliquot,TRUST,,trust_name,net_acres,acres,lease_status,lessee
ND,Commissioner of University and School Lands,Subsurface,"769 Stat. 676-684, esp. 679-81 (1889)",133421,3101010,MOUNTRAIL,151,91,17,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"770 Stat. 676-684, esp. 679-81 (1889)",133426,3100590,MOUNTRAIL,151,89,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"771 Stat. 676-684, esp. 679-81 (1889)",133429,3100580,MOUNTRAIL,151,89,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"772 Stat. 676-684, esp. 679-81 (1889)",133430,1311230,DUNN,148,91,3,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,91.099999999999994,91.099999999999994,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"773 Stat. 676-684, esp. 679-81 (1889)",133431,1309750,DUNN,149,92,3,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,144.659999999999997,144.659999999999997,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"774 Stat. 676-684, esp. 679-81 (1889)",133433,2908120,MERCER,146,88,4,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,90.040000000000006,90.040000000000006,,N/A
ND,Commissioner of University and School Lands,Subsurface,"775 Stat. 676-684, esp. 679-81 (1889)",133443,3100690,MOUNTRAIL,151,89,36,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"776 Stat. 676-684, esp. 679-81 (1889)",133450,2814620,MCLEAN,150,89,5,"S2NW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,159.960000000000008,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"777 Stat. 676-684, esp. 679-81 (1889)",133451,5110410,WARD,151,87,33,"W2SW4, LOTS 9,10",A,COMMON SCHOOLS,COMMON SCHOOLS,50.560000000000002,101.120000000000005,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"778 Stat. 676-684, esp. 679-81 (1889)",133459,3100230,MOUNTRAIL,150,93,10,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"779 Stat. 676-684, esp. 679-81 (1889)",133460,3100220,MOUNTRAIL,150,93,10,NE4,I,ND INDUSTRIAL SCHOOL,ND INDUSTRIAL SCHOOL,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"780 Stat. 676-684, esp. 679-81 (1889)",133468,2909330,MERCER,147,88,29,MISSOURI RIVER IN NW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,123.170000000000002,123.170000000000002,,N/A
ND,Commissioner of University and School Lands,Subsurface,"781 Stat. 676-684, esp. 679-81 (1889)",133489,2814030,MCLEAN,150,87,18,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"782 Stat. 676-684, esp. 679-81 (1889)",133491,2814020,MCLEAN,150,87,18,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"783 Stat. 676-684, esp. 679-81 (1889)",133496,3100090,MOUNTRAIL,150,92,19,SE4NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,40.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"784 Stat. 676-684, esp. 679-81 (1889)",133497,2814780,MCLEAN,150,89,18,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"785 Stat. 676-684, esp. 679-81 (1889)",133500,2814770,MCLEAN,150,89,17,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"786 Stat. 676-684, esp. 679-81 (1889)",133502,2813980,MCLEAN,150,87,16,"W2NW4, LOTS 1,2,5,6",A,COMMON SCHOOLS,COMMON SCHOOLS,77.420000000000002,154.840000000000003,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"787 Stat. 676-684, esp. 679-81 (1889)",133504,2814760,MCLEAN,150,89,17,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"788 Stat. 676-684, esp. 679-81 (1889)",133507,2814730,MCLEAN,150,89,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"789 Stat. 676-684, esp. 679-81 (1889)",133510,2814720,MCLEAN,150,89,16,SE4 LESS SCHOOL SITE,A,COMMON SCHOOLS,COMMON SCHOOLS,77.500000000000000,155.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"790 Stat. 676-684, esp. 679-81 (1889)",133527,3102630,MOUNTRAIL,152,91,34,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"791 Stat. 676-684, esp. 679-81 (1889)",133531,3102620,MOUNTRAIL,152,91,34,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,70.000000000000000,140.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"792 Stat. 676-684, esp. 679-81 (1889)",133533,3103010,MOUNTRAIL,152,93,35,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"793 Stat. 676-684, esp. 679-81 (1889)",133538,3102680,MOUNTRAIL,152,91,36,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"794 Stat. 676-684, esp. 679-81 (1889)",133540,3102670,MOUNTRAIL,152,91,36,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"795 Stat. 676-684, esp. 679-81 (1889)",133592,3100040,MOUNTRAIL,150,92,7,E2NW4,W,ND SCHOOL OF SCIENCE,ND SCHOOL OF SCIENCE,40.000000000000000,80.000000000000000,Y,MARSHALL & WINSTON INC
ND,Commissioner of University and School Lands,Subsurface,"796 Stat. 676-684, esp. 679-81 (1889)",133597,2814280,MCLEAN,150,88,6,"S2NE4, LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.159999999999997,160.319999999999993,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"797 Stat. 676-684, esp. 679-81 (1889)",133600,2814270,MCLEAN,150,88,5,"S2NE4, LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.010000000000000,160.229999999999990,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"798 Stat. 676-684, esp. 679-81 (1889)",133625,3102770,MOUNTRAIL,152,92,17,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,SLAWSON EXPLORATION COMPANY INC
ND,Commissioner of University and School Lands,Subsurface,"799 Stat. 676-684, esp. 679-81 (1889)",133634,3102560,MOUNTRAIL,152,91,9,S2SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"800 Stat. 676-684, esp. 679-81 (1889)",133645,3112910,MOUNTRAIL,152,90,11,"S2SW4, LOTS 5,6",A,COMMON SCHOOLS,COMMON SCHOOLS,69.450000000000003,138.900000000000006,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"801 Stat. 676-684, esp. 679-81 (1889)",133651,3102280,MOUNTRAIL,152,90,11,LOT 7,A,COMMON SCHOOLS,COMMON SCHOOLS,14.690000000000000,29.379999999999999,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"802 Stat. 676-684, esp. 679-81 (1889)",133675,3101580,MOUNTRAIL,151,93,10,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"803 Stat. 676-684, esp. 679-81 (1889)",133679,3101260,MOUNTRAIL,151,92,12,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"804 Stat. 676-684, esp. 679-81 (1889)",133684,3101250,MOUNTRAIL,151,92,12,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"805 Stat. 676-684, esp. 679-81 (1889)",133686,3100710,MOUNTRAIL,151,90,1,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"806 Stat. 676-684, esp. 679-81 (1889)",133735,2814260,MCLEAN,150,88,1,"S2NW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,79.849999999999994,159.699999999999989,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"807 Stat. 676-684, esp. 679-81 (1889)",133756,2813910,MCLEAN,150,87,6,"S2NW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,79.930000000000007,159.849999999999994,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"808 Stat. 676-684, esp. 679-81 (1889)",133776,3102580,MOUNTRAIL,152,91,16,N2NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"809 Stat. 676-684, esp. 679-81 (1889)",133792,3100270,MOUNTRAIL,151,88,10,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"810 Stat. 676-684, esp. 679-81 (1889)",133805,5101420,WARD,151,87,4,"SW4NW4, LOTS 7,8,9",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,4.970000000000000,99.400000000000006,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"811 Stat. 676-684, esp. 679-81 (1889)",133806,3101570,MOUNTRAIL,151,93,9,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"812 Stat. 676-684, esp. 679-81 (1889)",133839,2910270,MERCER,147,90,11,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,129.270000000000010,129.270000000000010,,N/A
ND,Commissioner of University and School Lands,Subsurface,"813 Stat. 676-684, esp. 679-81 (1889)",133840,1311420,DUNN,149,91,11,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.669999999999987,159.669999999999987,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"814 Stat. 676-684, esp. 679-81 (1889)",133855,5101440,WARD,151,87,5,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"815 Stat. 676-684, esp. 679-81 (1889)",133858,5101430,WARD,151,87,4,"W2SW4, LOTS 6,10,11",A,COMMON SCHOOLS,COMMON SCHOOLS,62.850000000000001,125.700000000000003,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"816 Stat. 676-684, esp. 679-81 (1889)",133860,3100530,MOUNTRAIL,151,89,9,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"817 Stat. 676-684, esp. 679-81 (1889)",133868,3101650,MOUNTRAIL,151,93,15,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"818 Stat. 676-684, esp. 679-81 (1889)",133875,2909350,MERCER,147,88,29,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,157.539999999999992,157.539999999999992,,N/A
ND,Commissioner of University and School Lands,Subsurface,"819 Stat. 676-684, esp. 679-81 (1889)",133876,2909570,MERCER,147,88,36,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.930000000000007,159.930000000000007,,N/A
ND,Commissioner of University and School Lands,Subsurface,"820 Stat. 676-684, esp. 679-81 (1889)",133904,2815220,MCLEAN,150,87,8,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"821 Stat. 676-684, esp. 679-81 (1889)",133914,2909430,MERCER,147,88,33,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,83.920000000000002,83.920000000000002,,N/A
ND,Commissioner of University and School Lands,Subsurface,"822 Stat. 676-684, esp. 679-81 (1889)",133917,3100680,MOUNTRAIL,151,89,36,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"823 Stat. 676-684, esp. 679-81 (1889)",133923,5101600,WARD,151,87,33,SW4NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,20.000000000000000,40.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"824 Stat. 676-684, esp. 679-81 (1889)",133941,3100500,MOUNTRAIL,151,88,36,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"825 Stat. 676-684, esp. 679-81 (1889)",133954,3101270,MOUNTRAIL,151,92,12,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"826 Stat. 676-684, esp. 679-81 (1889)",133955,3100750,MOUNTRAIL,151,90,12,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"827 Stat. 676-684, esp. 679-81 (1889)",133960,3100741,MOUNTRAIL,151,90,12,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"828 Stat. 676-684, esp. 679-81 (1889)",133975,1311340,MCLEAN,149,90,19,MISSOURI RIVER IN NW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,21.210000000000001,21.210000000000001,Y,SKYWORLD OIL ND LTD
ND,Commissioner of University and School Lands,Subsurface,"829 Stat. 676-684, esp. 679-81 (1889)",133976,3100930,MOUNTRAIL,151,91,10,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"830 Stat. 676-684, esp. 679-81 (1889)",133980,3100940,MOUNTRAIL,151,91,10,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"831 Stat. 676-684, esp. 679-81 (1889)",133982,3101640,MOUNTRAIL,151,93,14,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"832 Stat. 676-684, esp. 679-81 (1889)",133984,3101620,MOUNTRAIL,151,93,14,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"833 Stat. 676-684, esp. 679-81 (1889)",133995,3101610,MOUNTRAIL,151,93,13,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"834 Stat. 676-684, esp. 679-81 (1889)",133999,3100950,MOUNTRAIL,151,91,12,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"835 Stat. 676-684, esp. 679-81 (1889)",134000,3101310,MOUNTRAIL,151,92,18,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"836 Stat. 676-684, esp. 679-81 (1889)",134004,3101300,MOUNTRAIL,151,92,17,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,INLAND OIL & GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"837 Stat. 676-684, esp. 679-81 (1889)",134008,3101290,MOUNTRAIL,151,92,17,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,INLAND OIL & GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"838 Stat. 676-684, esp. 679-81 (1889)",134014,2814640,MCLEAN,150,89,8,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"839 Stat. 676-684, esp. 679-81 (1889)",134028,2814650,MCLEAN,150,89,10,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"840 Stat. 676-684, esp. 679-81 (1889)",134049,3100020,MOUNTRAIL,150,92,2,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,GADECO LLC
ND,Commissioner of University and School Lands,Subsurface,"841 Stat. 676-684, esp. 679-81 (1889)",134060,3100490,MOUNTRAIL,151,88,36,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"842 Stat. 676-684, esp. 679-81 (1889)",134078,2814660,MCLEAN,150,89,12,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"843 Stat. 676-684, esp. 679-81 (1889)",134086,3101600,MOUNTRAIL,151,93,11,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"844 Stat. 676-684, esp. 679-81 (1889)",134099,3100250,MOUNTRAIL,151,88,6,"E2SW4, LOTS 6,7",B,SCHOOL FOR THE BLIND,SCHOOL FOR THE BLIND,75.310000000000002,150.620000000000005,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"845 Stat. 676-684, esp. 679-81 (1889)",134104,3101200,MOUNTRAIL,151,92,7,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,GADECO LLC
ND,Commissioner of University and School Lands,Subsurface,"846 Stat. 676-684, esp. 679-81 (1889)",134129,3100260,MOUNTRAIL,151,88,10,NW4,I,ND INDUSTRIAL SCHOOL,ND INDUSTRIAL SCHOOL,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"847 Stat. 676-684, esp. 679-81 (1889)",134136,3100280,MOUNTRAIL,151,88,11,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"848 Stat. 676-684, esp. 679-81 (1889)",134142,3101040,MOUNTRAIL,151,91,19,"E2SW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,72.950000000000003,145.900000000000006,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"849 Stat. 676-684, esp. 679-81 (1889)",134151,5101510,WARD,151,87,16,"W2SW4, LOTS 3,4,7,8",A,COMMON SCHOOLS,COMMON SCHOOLS,76.319999999999993,152.639999999999986,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"850 Stat. 676-684, esp. 679-81 (1889)",134157,2815150,MCLEAN,150,87,8,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"851 Stat. 676-684, esp. 679-81 (1889)",134168,2814610,MCLEAN,150,89,2,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"852 Stat. 676-684, esp. 679-81 (1889)",134212,2718190,MCKENZIE,152,93,33,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,7.010000000000000,7.010000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"853 Stat. 676-684, esp. 679-81 (1889)",134228,3101220,MOUNTRAIL,151,92,9,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"854 Stat. 676-684, esp. 679-81 (1889)",134244,3101240,MOUNTRAIL,151,92,11,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,VITESSE ENERGY LLC
ND,Commissioner of University and School Lands,Subsurface,"855 Stat. 676-684, esp. 679-81 (1889)",134252,3102910,MOUNTRAIL,152,92,33,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"856 Stat. 676-684, esp. 679-81 (1889)",134255,3102900,MOUNTRAIL,152,92,33,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"857 Stat. 676-684, esp. 679-81 (1889)",134256,3102420,MOUNTRAIL,152,90,33,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"858 Stat. 676-684, esp. 679-81 (1889)",134482,3114360,MOUNTRAIL,151,93,7,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,49.509999999999998,49.509999999999998,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"859 Stat. 676-684, esp. 679-81 (1889)",134512,1311170,DUNN,150,93,17,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.689999999999998,159.689999999999998,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"860 Stat. 676-684, esp. 679-81 (1889)",134609,2909130,MERCER,147,87,27,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,71.780000000000001,71.780000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"861 Stat. 676-684, esp. 679-81 (1889)",134769,2909310,MERCER,147,88,28,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,129.539999999999992,129.539999999999992,,N/A
ND,Commissioner of University and School Lands,Subsurface,"862 Stat. 676-684, esp. 679-81 (1889)",134880,2713040,MCKENZIE,152,93,28,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,13.800000000000001,13.800000000000001,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"863 Stat. 676-684, esp. 679-81 (1889)",134881,1311060,MOUNTRAIL,150,92,29,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,28.199999999999999,28.199999999999999,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"864 Stat. 676-684, esp. 679-81 (1889)",134882,2909400,MERCER,147,88,30,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,8.480000000000000,8.480000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"865 Stat. 676-684, esp. 679-81 (1889)",134883,1311320,MCLEAN,149,90,30,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,122.319999999999993,122.319999999999993,Y,SKYWORLD OIL ND LTD
ND,Commissioner of University and School Lands,Subsurface,"866 Stat. 676-684, esp. 679-81 (1889)",134884,1312080,DUNN,150,90,30,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,1.610000000000000,1.610000000000000,Y,TDB RESOURCES LP
ND,Commissioner of University and School Lands,Subsurface,"867 Stat. 676-684, esp. 679-81 (1889)",134885,1310030,DUNN,150,92,30,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,133.169999999999987,133.169999999999987,Y,WAVELAND BAKKEN HOLDINGS LLC
ND,Commissioner of University and School Lands,Subsurface,"868 Stat. 676-684, esp. 679-81 (1889)",134886,2715260,MCKENZIE,151,93,30,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,33.090000000000003,33.090000000000003,Y,MARATHON OIL COMPANY
