state,managing_agency,rights_type,state_enabling_act,OBJECTID,TRACTID,county,township,range,section,aliquot,TRUST,,trust_name,net_acres,acres,lease_status,lessee
ND,Commissioner of University and School Lands,Subsurface,"126 Stat. 676-684, esp. 679-81 (1889)",110824,1311740,DUNN,150,91,25,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,110.180000000000007,110.180000000000007,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"127 Stat. 676-684, esp. 679-81 (1889)",110964,3100370,MOUNTRAIL,151,88,21,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"128 Stat. 676-684, esp. 679-81 (1889)",110968,3100360,MOUNTRAIL,151,88,21,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"129 Stat. 676-684, esp. 679-81 (1889)",110971,1310380,DUNN,150,92,33,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,136.789999999999992,136.789999999999992,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"130 Stat. 676-684, esp. 679-81 (1889)",111020,2908010,MERCER,146,87,6,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,114.120000000000005,114.120000000000005,,N/A
ND,Commissioner of University and School Lands,Subsurface,"131 Stat. 676-684, esp. 679-81 (1889)",111217,1311770,DUNN,150,91,26,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,124.959999999999994,124.959999999999994,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"132 Stat. 676-684, esp. 679-81 (1889)",111218,1312410,MCLEAN,150,91,15,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,11.680000000000000,11.680000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"133 Stat. 676-684, esp. 679-81 (1889)",111219,1312480,MCLEAN,150,91,22,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,46.259999999999998,46.259999999999998,Y,NORRA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"134 Stat. 676-684, esp. 679-81 (1889)",111220,1311730,DUNN,150,91,25,MISSOURI RIVER IN NW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,151.449999999999989,151.449999999999989,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"135 Stat. 676-684, esp. 679-81 (1889)",111221,1309760,DUNN,150,91,30,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,37.850000000000001,37.850000000000001,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"136 Stat. 676-684, esp. 679-81 (1889)",111222,1311640,MCLEAN,150,91,20,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,149.240000000000009,149.240000000000009,Y,ALAMEDA ENERGY INC
ND,Commissioner of University and School Lands,Subsurface,"137 Stat. 676-684, esp. 679-81 (1889)",111265,3100400,MOUNTRAIL,151,88,22,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"138 Stat. 676-684, esp. 679-81 (1889)",111277,2909610,MERCER,147,89,6,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,17.030000000000001,17.030000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"139 Stat. 676-684, esp. 679-81 (1889)",111382,3101410,MOUNTRAIL,151,92,26,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"140 Stat. 676-684, esp. 679-81 (1889)",111400,3100390,MOUNTRAIL,151,88,21,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"141 Stat. 676-684, esp. 679-81 (1889)",111401,3101450,MOUNTRAIL,151,92,28,N2SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"142 Stat. 676-684, esp. 679-81 (1889)",111404,3100380,MOUNTRAIL,151,88,21,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"143 Stat. 676-684, esp. 679-81 (1889)",111408,3101440,MOUNTRAIL,151,92,28,"W2SE4, SE4SE4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,60.000000000000000,120.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"144 Stat. 676-684, esp. 679-81 (1889)",111411,3100410,MOUNTRAIL,151,88,22,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"145 Stat. 676-684, esp. 679-81 (1889)",111513,1311660,MCLEAN,150,91,21,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,101.829999999999998,101.829999999999998,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"146 Stat. 676-684, esp. 679-81 (1889)",111514,1311700,MCLEAN,150,91,23,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,91.170000000000002,91.170000000000002,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"147 Stat. 676-684, esp. 679-81 (1889)",111515,1311710,MCLEAN,150,91,24,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,77.239999999999995,77.239999999999995,Y,"DAVID L HERBALY AS TRUSTEE OF THE DAVID HERBALY REVOCABLE TRUST DATED MAY 24, 2004"
ND,Commissioner of University and School Lands,Subsurface,"148 Stat. 676-684, esp. 679-81 (1889)",111516,1311720,MCLEAN,150,91,24,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,5.390000000000000,5.390000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"149 Stat. 676-684, esp. 679-81 (1889)",111624,1309790,DUNN,150,91,31,MISSOURI RIVER IN NW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,11.859999999999999,11.859999999999999,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"150 Stat. 676-684, esp. 679-81 (1889)",111625,1312120,DUNN,150,92,36,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,0.69,0.69,Y,BANDED ROCK LLC
ND,Commissioner of University and School Lands,Subsurface,"151 Stat. 676-684, esp. 679-81 (1889)",111626,1311850,DUNN,150,91,29,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,27.340000000000000,27.340000000000000,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"152 Stat. 676-684, esp. 679-81 (1889)",111627,1309780,DUNN,150,91,31,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,66.140000000000001,66.140000000000001,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"153 Stat. 676-684, esp. 679-81 (1889)",111628,1311830,DUNN,150,91,29,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,4.810000000000000,4.810000000000000,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"154 Stat. 676-684, esp. 679-81 (1889)",111629,1309800,DUNN,150,91,31,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,7.520000000000000,7.520000000000000,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"155 Stat. 676-684, esp. 679-81 (1889)",111658,2909490,MERCER,147,88,34,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,85.310000000000002,85.310000000000002,,N/A
ND,Commissioner of University and School Lands,Subsurface,"156 Stat. 676-684, esp. 679-81 (1889)",111909,2815000,MCLEAN,150,90,18,E2NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"157 Stat. 676-684, esp. 679-81 (1889)",111910,1312450,MCLEAN,150,91,20,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,88.390000000000001,88.390000000000001,Y,ALAMEDA ENERGY INC
ND,Commissioner of University and School Lands,Subsurface,"158 Stat. 676-684, esp. 679-81 (1889)",111911,1311650,MCLEAN,150,91,21,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,114.519999999999996,114.519999999999996,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"159 Stat. 676-684, esp. 679-81 (1889)",111912,1311670,MCLEAN,150,91,22,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,144.879999999999995,144.879999999999995,Y,NORRA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"160 Stat. 676-684, esp. 679-81 (1889)",111913,1311800,DUNN,150,91,27,MISSOURI RIVER IN NW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,15.820000000000000,15.820000000000000,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"161 Stat. 676-684, esp. 679-81 (1889)",111914,2909520,MERCER,147,88,35,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.870000000000005,159.870000000000005,,N/A
ND,Commissioner of University and School Lands,Subsurface,"162 Stat. 676-684, esp. 679-81 (1889)",111915,2909970,MERCER,147,89,23,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,155.289999999999992,155.289999999999992,,N/A
ND,Commissioner of University and School Lands,Subsurface,"163 Stat. 676-684, esp. 679-81 (1889)",111916,3114320,MOUNTRAIL,151,93,6,MISSOURI RIVER IN NE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,156.659999999999997,156.659999999999997,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"164 Stat. 676-684, esp. 679-81 (1889)",111917,2909190,MERCER,147,87,31,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,155.699999999999989,155.699999999999989,,N/A
ND,Commissioner of University and School Lands,Subsurface,"165 Stat. 676-684, esp. 679-81 (1889)",111918,1312100,DUNN,150,90,31,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,4.030000000000000,4.030000000000000,Y,BAKKEN ASSUMPTIONS LLC
ND,Commissioner of University and School Lands,Subsurface,"166 Stat. 676-684, esp. 679-81 (1889)",111919,1309810,DUNN,150,91,31,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,78.599999999999994,78.599999999999994,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"167 Stat. 676-684, esp. 679-81 (1889)",111920,1312560,DUNN,152,93,31,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,4.850000000000000,4.850000000000000,Y,BANDED ROCK LLC
ND,Commissioner of University and School Lands,Subsurface,"168 Stat. 676-684, esp. 679-81 (1889)",111922,2909230,MERCER,147,87,32,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,145.979999999999990,145.979999999999990,,N/A
ND,Commissioner of University and School Lands,Subsurface,"169 Stat. 676-684, esp. 679-81 (1889)",111923,1311920,DUNN,150,92,32,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,21.699999999999999,21.699999999999999,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"170 Stat. 676-684, esp. 679-81 (1889)",111926,2814990,MCLEAN,150,90,18,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,LIME ROCK RESOURCES III-A LP
ND,Commissioner of University and School Lands,Subsurface,"171 Stat. 676-684, esp. 679-81 (1889)",111945,1310160,DUNN,150,92,34,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,42.100000000000001,42.100000000000001,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"172 Stat. 676-684, esp. 679-81 (1889)",111946,2909530,MERCER,147,88,35,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,160.330000000000013,160.330000000000013,,N/A
ND,Commissioner of University and School Lands,Subsurface,"173 Stat. 676-684, esp. 679-81 (1889)",112032,2814980,MCLEAN,150,90,16,NW4,N,ND STATE UNIVERSITY,ND STATE UNIVERSITY,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"174 Stat. 676-684, esp. 679-81 (1889)",112038,3100080,MOUNTRAIL,150,92,15,W2SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,80.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"175 Stat. 676-684, esp. 679-81 (1889)",112186,2811561,MCLEAN,149,90,13,E2SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"176 Stat. 676-684, esp. 679-81 (1889)",112199,2810600,MCLEAN,149,87,16,"LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,27.309999999999999,54.619999999999997,,N/A
ND,Commissioner of University and School Lands,Subsurface,"177 Stat. 676-684, esp. 679-81 (1889)",112301,2811370,MCLEAN,149,89,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"178 Stat. 676-684, esp. 679-81 (1889)",112303,2811360,MCLEAN,149,89,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"179 Stat. 676-684, esp. 679-81 (1889)",112337,2814570,MCLEAN,150,88,34,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"180 Stat. 676-684, esp. 679-81 (1889)",112351,2814600,MCLEAN,150,88,36,N2SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"181 Stat. 676-684, esp. 679-81 (1889)",112364,2815190,MCLEAN,149,90,1,"LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,4.030000000000000,80.549999999999997,,N/A
ND,Commissioner of University and School Lands,Subsurface,"182 Stat. 676-684, esp. 679-81 (1889)",112366,2811520,MCLEAN,149,90,1,"NORTH 5 AC OF S2NE4, LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,4.260000000000000,85.200000000000003,,N/A
ND,Commissioner of University and School Lands,Subsurface,"183 Stat. 676-684, esp. 679-81 (1889)",112498,3101160,MOUNTRAIL,151,92,4,"S2NE4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,80.049999999999997,160.099999999999994,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"184 Stat. 676-684, esp. 679-81 (1889)",112500,3101990,MOUNTRAIL,152,88,34,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"185 Stat. 676-684, esp. 679-81 (1889)",112508,3101130,MOUNTRAIL,151,92,2,"S2NE4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,79.969999999999999,159.939999999999998,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"186 Stat. 676-684, esp. 679-81 (1889)",112510,3102010,MOUNTRAIL,152,88,36,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"187 Stat. 676-684, esp. 679-81 (1889)",112587,3102000,MOUNTRAIL,152,88,36,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"188 Stat. 676-684, esp. 679-81 (1889)",112589,3102460,MOUNTRAIL,152,90,36,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"189 Stat. 676-684, esp. 679-81 (1889)",112591,3102451,MOUNTRAIL,152,90,36,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"190 Stat. 676-684, esp. 679-81 (1889)",112725,3102240,MOUNTRAIL,152,89,36,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"191 Stat. 676-684, esp. 679-81 (1889)",112727,3102230,MOUNTRAIL,152,89,36,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"192 Stat. 676-684, esp. 679-81 (1889)",112735,5103150,WARD,152,87,33,SW4NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,2.000000000000000,40.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"193 Stat. 676-684, esp. 679-81 (1889)",112736,3101980,MOUNTRAIL,152,88,32,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"194 Stat. 676-684, esp. 679-81 (1889)",112737,3101180,MOUNTRAIL,151,92,5,SE4,N,ND STATE UNIVERSITY,ND STATE UNIVERSITY,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"195 Stat. 676-684, esp. 679-81 (1889)",112746,3112870,MOUNTRAIL,151,90,4,"S2NW4, LOT 4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,60.090000000000003,120.180000000000007,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"196 Stat. 676-684, esp. 679-81 (1889)",112749,3101150,MOUNTRAIL,151,92,3,SW4,M,SCHOOL OF MINES,SCHOOL OF MINES,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"197 Stat. 676-684, esp. 679-81 (1889)",112900,2808110,MCLEAN,148,88,6,"NE4SW4, LOT 6",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,38.579999999999998,77.159999999999997,,N/A
ND,Commissioner of University and School Lands,Subsurface,"198 Stat. 676-684, esp. 679-81 (1889)",112903,2808100,MCLEAN,148,88,6,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"199 Stat. 676-684, esp. 679-81 (1889)",113035,3102090,MOUNTRAIL,152,89,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"200 Stat. 676-684, esp. 679-81 (1889)",113088,3102200,MOUNTRAIL,152,89,27,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"201 Stat. 676-684, esp. 679-81 (1889)",113095,3103000,MOUNTRAIL,152,93,35,NE4,U,UNIVERSITY OF ND,UNIVERSITY OF ND,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"202 Stat. 676-684, esp. 679-81 (1889)",113098,3102190,MOUNTRAIL,152,89,26,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"203 Stat. 676-684, esp. 679-81 (1889)",113101,2708700,MCKENZIE,152,94,22,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,PETROGULF CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"204 Stat. 676-684, esp. 679-81 (1889)",113103,3102320,MOUNTRAIL,152,90,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"205 Stat. 676-684, esp. 679-81 (1889)",113104,3102810,MOUNTRAIL,152,92,22,NW4,Y,MAYVILLE,MAYVILLE,80.000000000000000,160.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"206 Stat. 676-684, esp. 679-81 (1889)",113150,3114720,MOUNTRAIL,151,92,23,E2SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"207 Stat. 676-684, esp. 679-81 (1889)",113498,3102290,MOUNTRAIL,152,90,15,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"208 Stat. 676-684, esp. 679-81 (1889)",113499,3102800,MOUNTRAIL,152,92,22,E2NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"209 Stat. 676-684, esp. 679-81 (1889)",113501,3102830,MOUNTRAIL,152,92,23,"NW4NW4, S2NW4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,60.000000000000000,120.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"210 Stat. 676-684, esp. 679-81 (1889)",113503,3111600,MOUNTRAIL,152,92,23,NE4NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,40.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"211 Stat. 676-684, esp. 679-81 (1889)",113504,3102820,MOUNTRAIL,152,92,23,"NW4NE4, WEST 10 AC OF NE4NE4",A,COMMON SCHOOLS,COMMON SCHOOLS,57.670000000000002,57.670000000000002,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"212 Stat. 676-684, esp. 679-81 (1889)",113789,3102860,MOUNTRAIL,152,92,26,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
