OBJECTID,SU_ID,SU_SUID,SU_SUIDNUM,DNRREGION,COUNTYNAME,COUN,TOWN,RDIR,RANG,SECT,FORT,GLOT,GM_CH,GS_CH,FORTDESC,PLSMATCH,SU_ACRES,SU_PCTFORT,UINT_NUMER,UINT_DENOM,SU_NETACRE,INT_TYPE,INT_STATUS,LANDTYPE,MEANSACQ,LANDTYPECO,MEANSACQCO,OMITTYPES,PRINTACRES,MOWNSTATUS,MOWNSTAT_1,LANDCLASS,MRECTYPE,MRECTYPECO,SURFACEOFF,LAST_OFFER,LAST_PROCE,LAST_PRO_1,DATA_DOWNL,Shape_Leng,Shape_Area
"62348",61715.00000000000,"61715",61715.00000000000,Northwest,Cass,"11","145","0","28","32","31","0","11145028323100","1114502832",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1623.32465538000,164616.07128199999
"62349",61716.00000000000,"61716",61716.00000000000,Northwest,Cass,"11","145","0","28","32","34","0","11145028323400","1114502832",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1622.16363405000,164336.14453200001
"62350",61717.00000000000,"61717",61717.00000000000,Northwest,Cass,"11","145","0","28","32","41","0","11145028324100","1114502832",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1610.85929357000,162066.47875800001
"62351",61718.00000000000,"61718",61718.00000000000,Northwest,Cass,"11","145","0","28","32","42","0","11145028324200","1114502832",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1617.10325302000,163343.71440000000
"62352",61719.00000000000,"61719",61719.00000000000,Northwest,Cass,"11","145","0","28","32","43","0","11145028324300","1114502832",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1615.94328411000,163063.73382699999
"62353",61720.00000000000,"61720",61720.00000000000,Northwest,Cass,"11","145","0","28","32","44","0","11145028324400","1114502832",SESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1609.69748007000,161785.87667999999
"62354",61721.00000000000,"61721",61721.00000000000,Northwest,Cass,"11","145","0","28","33","14","0","11145028331400","1114502833",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1598.43134040000,159669.08796300000
"62355",61722.00000000000,"61722",61722.00000000000,Northwest,Cass,"11","145","0","28","33","23","0","11145028332300","1114502833",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1595.70538113000,159132.31909899999
"62356",61723.00000000000,"61723",61723.00000000000,Northwest,Cass,"11","145","0","28","33","24","0","11145028332400","1114502833",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1596.58571064000,159305.90698000000
"62357",61724.00000000000,"61724",61724.00000000000,Northwest,Cass,"11","145","0","28","33","31","0","11145028333100","1114502833",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1595.55631282000,159102.96411999999
"62358",61725.00000000000,"61725",61725.00000000000,Northwest,Cass,"11","145","0","28","33","32","0","11145028333200","1114502833",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1594.62339438000,158918.86655000001
"62359",61726.00000000000,"61726",61726.00000000000,Northwest,Cass,"11","145","0","28","33","33","0","11145028333300","1114502833",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1594.07160158000,157135.58786599999
"62360",61727.00000000000,"61727",61727.00000000000,Northwest,Cass,"11","145","0","28","33","34","0","11145028333400","1114502833",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1594.46271093000,158886.99601000000
"62401",61196.00000000000,"61196",61196.00000000000,Northwest,Cass,"11","143","0","28","18","22","1","11143028180001","1114302818",NWNW,forty/glot-level,41.07000000000,"100","1","1",41.07000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1687.38812191000,177363.59479000000
"62419",61460.00000000000,"61460",61460.00000000000,Northwest,Cass,"11","144","0","28","13","12","0","11144028131200","1114402813",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1627.09175283000,165451.75033800001
"62420",61461.00000000000,"61461",61461.00000000000,Northwest,Cass,"11","144","0","28","13","13","0","11144028131300","1114402813",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1622.55288548000,164535.64527800001
"62421",61462.00000000000,"61462",61462.00000000000,Northwest,Cass,"11","144","0","28","13","14","2","11144028130002","1114402813",SENE,forty/glot-level,21.50000000000,"100","1","1",21.50000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1340.97395773000,92535.45888780001
"62422",61463.00000000000,"61463",61463.00000000000,Northwest,Cass,"11","144","0","28","13","21","0","11144028132100","1114402813",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1624.58953999000,164936.20313800001
"62423",61464.00000000000,"61464",61464.00000000000,Northwest,Cass,"11","144","0","28","13","22","0","11144028132200","1114402813",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1622.16848917000,164432.02591200001
"62424",61465.00000000000,"61465",61465.00000000000,Northwest,Cass,"11","144","0","28","13","23","0","11144028132300","1114402813",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1617.67806244000,163525.87837600001
"62425",61466.00000000000,"61466",61466.00000000000,Northwest,Cass,"11","144","0","28","13","24","0","11144028132400","1114402813",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1620.10455075000,164031.12059599999
"62426",61467.00000000000,"61467",61467.00000000000,Northwest,Cass,"11","144","0","28","13","31","0","11144028133100","1114402813",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1615.52832877000,163106.04391700000
"62427",61468.00000000000,"61468",61468.00000000000,Northwest,Cass,"11","144","0","28","13","32","0","11144028133200","1114402813",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1613.15464075000,162611.54245199999
"62428",61469.00000000000,"61469",61469.00000000000,Northwest,Cass,"11","144","0","28","13","33","0","11144028133300","1114402813",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1608.63935345000,161697.61059100000
"62429",61470.00000000000,"61470",61470.00000000000,Northwest,Cass,"11","144","0","28","13","34","0","11144028133400","1114402813",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1610.95924330000,162181.22955399999
"62430",61471.00000000000,"61471",61471.00000000000,Northwest,Cass,"11","144","0","28","13","41","3","11144028130003","1114402813",NESE,forty/glot-level,54.00000000000,"100","1","1",54.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1915.12062939000,223223.82528799999
"62431",61472.00000000000,"61472",61472.00000000000,Northwest,Cass,"11","144","0","28","13","43","4","11144028130004","1114402813",SWSE,forty/glot-level,51.00000000000,"100","1","1",51.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,2022.36323269000,209249.12698599999
"62432",61473.00000000000,"61473",61473.00000000000,Northwest,Cass,"11","144","0","28","14","11","0","11144028141100","1114402814",NENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1619.13532354000,163757.29888300001
"62433",61474.00000000000,"61474",61474.00000000000,Northwest,Cass,"11","144","0","28","14","12","0","11144028141200","1114402814",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1608.82704624000,161623.59618200001
"62434",61475.00000000000,"61475",61475.00000000000,Northwest,Cass,"11","144","0","28","14","13","0","11144028141300","1114402814",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1611.10468335000,162108.69364899999
"62435",61476.00000000000,"61476",61476.00000000000,Northwest,Cass,"11","144","0","28","14","21","0","11144028142100","1114402814",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1598.55302355000,159495.55277700000
"62436",61477.00000000000,"61477",61477.00000000000,Northwest,Cass,"11","144","0","28","14","22","0","11144028142200","1114402814",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1588.31702142000,157373.62786600000
"62437",61478.00000000000,"61478",61478.00000000000,Northwest,Cass,"11","144","0","28","14","23","0","11144028142300","1114402814",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1590.59004767000,157857.42834000001
"62438",61479.00000000000,"61479",61479.00000000000,Northwest,Cass,"11","144","0","28","14","24","0","11144028142400","1114402814",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1600.82641357000,159979.63448000001
"62439",61480.00000000000,"61480",61480.00000000000,Northwest,Cass,"11","144","0","28","14","31","0","11144028143100","1114402814",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1603.30155212000,160478.87895600000
"62440",61481.00000000000,"61481",61481.00000000000,Northwest,Cass,"11","144","0","28","14","32","0","11144028143200","1114402814",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1593.00750859000,158344.74932900001
"62441",61482.00000000000,"61482",61482.00000000000,Northwest,Cass,"11","144","0","28","14","33","0","11144028143300","1114402814",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1595.54009476000,158829.49154799999
"62442",61483.00000000000,"61483",61483.00000000000,Northwest,Cass,"11","144","0","28","14","34","0","11144028143400","1114402814",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1605.83561595000,160963.98796999999
"62443",61484.00000000000,"61484",61484.00000000000,Northwest,Cass,"11","144","0","28","14","41","0","11144028144100","1114402814",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1623.83309835000,164730.54753400001
"62444",61485.00000000000,"61485",61485.00000000000,Northwest,Cass,"11","144","0","28","14","42","0","11144028144200","1114402814",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1613.58053411000,162608.21207199999
"62445",61486.00000000000,"61486",61486.00000000000,Northwest,Cass,"11","144","0","28","14","43","0","11144028144300","1114402814",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1616.11259117000,163093.02946300001
"62446",61487.00000000000,"61487",61487.00000000000,Northwest,Cass,"11","144","0","28","14","44","0","11144028144400","1114402814",SESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1626.36550854000,165215.54782599999
"62447",61488.00000000000,"61488",61488.00000000000,Northwest,Cass,"11","144","0","28","15","14","0","11144028151400","1114402815",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1596.78729094000,158848.20325699999
"62449",61489.00000000000,"61489",61489.00000000000,Northwest,Cass,"11","144","0","28","15","34","0","11144028153400","1114402815",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1631.72355174000,165521.03611900000
"62450",61728.00000000000,"61728",61728.00000000000,Northwest,Cass,"11","145","0","28","34","21","0","11145028342100","1114502834",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1605.23250764000,161035.14093400000
"62451",61729.00000000000,"61729",61729.00000000000,Northwest,Cass,"11","145","0","28","34","22","0","11145028342200","1114502834",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1604.50440020000,160876.43210199999
"62452",61730.00000000000,"61730",61730.00000000000,Northwest,Cass,"11","145","0","28","34","23","0","11145028342300","1114502834",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1608.77928838000,161733.10036000001
"62453",61731.00000000000,"61731",61731.00000000000,Northwest,Cass,"11","145","0","28","34","24","0","11145028342400","1114502834",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1609.50841556000,161892.09514200001
"62454",61732.00000000000,"61732",61732.00000000000,Northwest,Cass,"11","145","0","28","34","32","0","11145028343200","1114502834",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1613.06969313000,162592.91613999999
"62455",61733.00000000000,"61733",61733.00000000000,Northwest,Cass,"11","145","0","28","34","34","0","11145028343400","1114502834",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1618.13225145000,163620.40397200000
"62456",61734.00000000000,"61734",61734.00000000000,Northwest,Cass,"11","145","0","28","34","41","0","11145028344100","1114502834",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1615.40479773000,163085.98970800001
"62457",61735.00000000000,"61735",61735.00000000000,Northwest,Cass,"11","145","0","28","34","43","0","11145028344300","1114502834",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1618.91092503000,163784.74767700001
"62458",61736.00000000000,"61736",61736.00000000000,Northwest,Cass,"11","145","0","28","35","11","0","11145028351100","1114502835",NENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1605.79219310000,161156.82058000000
"62459",61737.00000000000,"61737",61737.00000000000,Northwest,Cass,"11","145","0","28","35","33","0","11145028353300","1114502835",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1602.99051108000,159472.85837400000
"62460",61738.00000000000,"61738",61738.00000000000,Northwest,Cass,"11","145","0","28","35","34","0","11145028353400","1114502835",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1602.98269958000,160589.58895700000
"62499",61207.00000000000,"61207",61207.00000000000,Northwest,Cass,"11","143","0","28","19","32","3","11143028190003","1114302819",NWSW,forty/glot-level,40.49000000000,"0","1","1",40.49000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1625.98036561000,165120.48383700001
"62500",61208.00000000000,"61208",61208.00000000000,Northwest,Cass,"11","143","0","28","19","33","4","11143028190004","1114302819",SWSW,forty/glot-level,40.40000000000,"0","1","1",40.40000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1631.77788680000,166375.51163100000
"62528",61490.00000000000,"61490",61490.00000000000,Northwest,Cass,"11","144","0","28","15","42","0","11144028154200","1114402815",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1614.16950282000,162188.23191599999
"62529",61491.00000000000,"61491",61491.00000000000,Northwest,Cass,"11","144","0","28","15","43","0","11144028154300","1114402815",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1618.61852967000,162846.36550700001
"62530",61492.00000000000,"61492",61492.00000000000,Northwest,Cass,"11","144","0","28","17","21","0","11144028172100","1114402817",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1601.69978500000,160330.81741799999
"62531",61493.00000000000,"61493",61493.00000000000,Northwest,Cass,"11","144","0","28","17","22","1","11144028170001","1114402817",NWNW,forty/glot-level,57.50000000000,"100","1","1",57.50000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,2065.21996931000,243090.94656200000
"62532",61494.00000000000,"61494",61494.00000000000,Northwest,Cass,"11","144","0","28","17","44","4","11144028170004","1114402817",SESE,forty/glot-level,49.75000000000,"100","1","1",49.75000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1959.38874777000,203259.16591700001
"62533",61495.00000000000,"61495",61495.00000000000,Northwest,Cass,"11","144","0","28","18","11","3","11144028180003","1114402818",NENE,forty/glot-level,37.00000000000,"100","1","1",37.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1645.07382597000,151452.09705800001
"62534",61496.00000000000,"61496",61496.00000000000,Northwest,Cass,"11","144","0","28","18","12","2","11144028180002","1114402818",NWNE,forty/glot-level,22.50000000000,"100","1","1",22.50000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,Exchange,"3",E,,,Uncertain,U,,,,,,,"0",01-15-2024,1340.42619131000,96341.85371220000
"62535",61497.00000000000,"61497",61497.00000000000,Northwest,Cass,"11","144","0","28","18","21","1","11144028180001","1114402818",NENW,forty/glot-level,34.00000000000,"100","1","1",34.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1690.17041012000,143937.50080099999
"62536",61498.00000000000,"61498",61498.00000000000,Northwest,Cass,"11","144","0","28","20","11","1","11144028200001","1114402820",NENE,forty/glot-level,38.00000000000,"100","1","1",38.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1558.71066323000,148272.92928000001
"62537",61499.00000000000,"61499",61499.00000000000,Northwest,Cass,"11","144","0","28","21","22","0","11144028212200","1114402821",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1605.80608876000,161116.63999800000
"62541",61503.00000000000,"61503",61503.00000000000,Northwest,Cass,"11","144","0","28","22","12","0","11144028221200","1114402822",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1634.14709573000,166429.73372200000
"62542",61504.00000000000,"61504",61504.00000000000,Northwest,Cass,"11","144","0","28","22","14","0","11144028221400","1114402822",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1627.03077727000,164837.43779800000
"62543",61505.00000000000,"61505",61505.00000000000,Northwest,Cass,"11","144","0","28","22","21","0","11144028222100","1114402822",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1641.14362797000,167907.73559600001
"62546",61508.00000000000,"61508",61508.00000000000,Northwest,Cass,"11","144","0","28","22","24","0","11144028222400","1114402822",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1640.99601768000,167786.62219500000
"62547",61509.00000000000,"61509",61509.00000000000,Northwest,Cass,"11","144","0","28","22","42","0","11144028224200","1114402822",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1633.97326102000,166201.28493100000
