objectid,quad,township,range,section_,county_cd,county_abr,county_nam,bene_cd,bene_abrev,parcel_lay,parcel_seq,legal_desc,acres,lin,block_id,globalid,Shape__Are,Shape__Len
416635,"4",6.000000000000000,22.000000000000000,"10","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R22.0S10C24_B10PT0L4_SQ1,Asphalt Ridge Block,{C098E8FC-58F9-4929-A73D-1F7AB43699DF},2689827.792350749950856,6560.644775683778789
416636,"4",6.000000000000000,22.000000000000000,"11","24",UINT,Uintah,"10",SCH,"4","1","SW4NE4, W2, NW4SE4",400.000000000000000,4T6.0R22.0S11C24_B10PT0L4_SQ1,Asphalt Ridge Block,{EE512ED1-7652-4226-9542-A2A96D80B0B6},1648230.756549773504958,5684.642359052430947
416637,"4",6.000000000000000,22.000000000000000,"15","24",UINT,Uintah,"10",SCH,"4","1","N2NE4, NW4NW4",120.000000000000000,4T6.0R22.0S15C24_B10PT0L4_SQ1,Asphalt Ridge Block,{47233530-BEE6-4750-8CDD-56081B47A94C},497071.037599316681735,4084.731876812488736
416638,"4",6.000000000000000,22.000000000000000,"15","24",UINT,Uintah,"10",SCH,"4","2",NE4NW4,40.000000000000000,4T6.0R22.0S15C24_B10PT0L4_SQ2,Asphalt Ridge Block,{1AFEF06C-AAFC-4349-BD0D-7F8AB2C01B91},164183.961349706427427,1621.206035618613669
416639,"4",6.000000000000000,22.000000000000000,"16","24",UINT,Uintah,"10",SCH,"4","1","LOT 1(32.00), 4(1.35) [AKA PART OF NE4NE4]",33.350000000000001,4T6.0R22.0S16C24_B10PT0L4_SQ1,Asphalt Ridge Block,{4C49C8B6-F38E-40E4-971C-C0309E6E5FE2},141335.375250224431511,1670.824536257407999
416640,"4",6.000000000000000,22.000000000000000,"16","24",UINT,Uintah,"10",SCH,"4","2","S2NW4, S2",400.000000000000000,4T6.0R22.0S16C24_B10PT0L4_SQ2,Asphalt Ridge Block,{D5FF021E-A3D7-44DE-A32C-078E7F3FCC6C},1610977.597149960463867,5639.558215754943376
416641,"4",6.000000000000000,22.000000000000000,"32","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R22.0S32C24_B10PT0L4_SQ1,Undefined,{2D86FD8B-CE25-4C2C-BACD-1980927F72D7},2612950.371200604829937,6466.572224274614200
416642,"4",6.000000000000000,22.000000000000000,"36","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R22.0S36C24_B10PT0L4_SQ1,Undefined,{949CADBD-DEF6-41AA-9B7C-5680707A4AF2},2585239.813950282987207,6437.178347207669503
416643,"4",6.000000000000000,23.000000000000000,"2","24",UINT,Uintah,"10",SCH,"4","1","LOTS 1(7.90), 2(7.74), 3(7.58), 4(7.42), S2N2, S2 [ALL]",510.639999999999986,4T6.0R23.0S2C24_B10PT0L4_SQ1,Undefined,{CC7F109A-D70E-4D4C-A7CC-72140690AC97},2064505.010249506449327,5783.133626769367766
416644,"4",6.000000000000000,23.000000000000000,"16","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R23.0S16C24_B10PT0L4_SQ1,Undefined,{C35C40BB-F2E0-4CCD-9990-280E7FF249CE},2548678.107799633406103,6386.460589644560969
416645,"4",6.000000000000000,23.000000000000000,"32","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R23.0S32C24_B10PT0L4_SQ1,Undefined,{20F44072-61B2-46B1-80F8-B0A0A6AF2BEA},2583226.129749623592943,6429.563855354484986
416646,"4",6.000000000000000,23.000000000000000,"36","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R23.0S36C24_B10PT0L4_SQ1,Undefined,{48B0D1D4-548C-490E-BF61-15C207CFD451},2585400.088449325878173,6431.786785122210858
416652,"4",6.000000000000000,24.000000000000000,"32","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R24.0S32C24_B10PT0L4_SQ1,Undefined,{ACE37EA8-1DF3-4C78-8979-54993B8D6D22},2585598.545149961020797,6431.950521589893469
416653,"4",6.000000000000000,24.000000000000000,"36","24",UINT,Uintah,"10",SCH,"4","1",ALL,640.000000000000000,4T6.0R24.0S36C24_B10PT0L4_SQ1,Undefined,{654A4405-9B98-488E-9C0F-F11E32C7D942},2589474.261750733014196,6436.798283748367794
416659,"4",6.000000000000000,25.000000000000000,"32","24",UINT,Uintah,"10",SCH,"4","2","W2E2, W2, SE4SE4",520.000000000000000,4T6.0R25.0S32C24_B10PT0L4_SQ2,Undefined,{3E1FFC67-049A-4983-8985-A11AF8CE5407},2100481.036450519226491,6430.680098971731240
416661,"4",6.000000000000000,25.000000000000000,"36","24",UINT,Uintah,"10",SCH,"4","1","LOTS 3(45.00), 4(44.96), 8(41.65), 9(41.07), 10(41.13), 11(41.71) [AKA W2NW4, SW4]",255.520000000000010,4T6.0R25.0S36C24_B10PT0L4_SQ1,Undefined,{C76FF0A7-DAEB-4012-93E9-BFA1EAB1A647},1030702.145150629803538,5060.854407772327249
