objectid,state,managing_agency,rights_type,state_enabling_act,comboown,activity,aliquot,acres,township,township,townd,range,section,county,benemin,gis_acres,trust_name
1444516,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, NE4NW4",200,8S,8,S,17E,32,Duchesne,SCH,201.367,Public Schools
1444542,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,23E,36,Uintah,SCH,638.804,Public Schools
1444543,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(24.34), 2(24.40), 3(24.47), 4(24.55), W2W2 [ALL]",257.76,7S,7,S,25E,36,Uintah,SCH,257.333,Public Schools
1444552,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,13S,13,S,22E,35,Uintah,SCH,320.106,Public Schools
1444556,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2E2NE4NE4, NE4NE4SE4NE4, NE4NE4SW4SE4, S2NE4SW4SE4, SE4NW4SW4SE4, E2SW4SW4SE4, SE4SW4SE4, SE4SE4",77.5,13S,13,S,23E,20,Uintah,X111,77.775,Recreation Exchange
1444576,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NE4, E2NW4, SW4NW4",160,1S,1,S,2W,10,Duchesne,MH,160.156,Miners Hospital
1444592,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,3S,3,S,1E,10,Uintah,SCH,161.341,Public Schools
1444593,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,21E,32,Uintah,SCH,639.253,Public Schools
1444609,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2SE4,80,17S,17,S,20E,19,Grand,SCH,79.914,Public Schools
1444624,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2SE4,80,8S,8,S,21E,13,Uintah,USH,81.305,Utah State Hospital
1444637,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,24E,32,Uintah,SCH,639.439,Public Schools
1444638,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2, NW4NW4, S2NW4, SW4",600,5S,5,S,22E,33,Uintah,SCH,609.209,Public Schools
1444643,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NW4,40,4S,4,S,3W,32,Duchesne,SCH,39.143,Public Schools
1444688,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4,160,2S,2,S,1W,11,Uintah,NS,158.247,Teaching Colleges at Public Universities
1444719,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2SW4, W2SE4",160,1S,1,S,4W,20,Duchesne,SCH,152.514,Public Schools
1444738,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, N2S2",480,8S,8,S,21E,32,Uintah,SCH,483.402,Public Schools
1444761,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2S2,160,1S,1,S,2W,35,Duchesne,SM,157.537,College of Mines and Earth Sciences
1444768,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(39.72), 4(39.78) [AKA W2SW4]",79.5,18S,18,S,20E,30,Grand,SCH,77.706,Public Schools
1444794,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,5S,5,S,22E,34,Uintah,SCH,659.106,Public Schools
1444797,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, E2NW4",240,3S,3,S,1E,22,Salt Lake,SCH,241.362,Public Schools
1444798,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,16E,36,Duchesne,SCH,640.412,Public Schools
1444811,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.15), 2(40.23), 3(40.29), 4(40.37), S2N2, S2 [ALL]",641.04,13S,13,S,20E,2,Uintah,SCH,634.963,Public Schools
1444829,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2E2,160,10S,10,S,24E,36,Uintah,SCH,161.288,Public Schools
1444838,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,20E,36,Uintah,SCH,653.587,Public Schools
1444846,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.52), 3(39.99), 4(40.22), SE4NE4, S2NW4, SW4, SW4SE4 [LOTS AKA NE4NE4, N2NW4]",439.73,14S,14,S,24E,2,Uintah,SCH,439.5,Public Schools
1444881,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,25E,19,Uintah,SCH,629.682,Public Schools
1444892,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,10S,10,S,25E,16,Uintah,SCH,159.88,Public Schools
1444901,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NE4, NW4, S2",560,5S,5,S,22E,35,Uintah,SCH,571.124,Public Schools
1444907,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,22E,32,Uintah,SCH,637.796,Public Schools
1444913,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(40.82), 4(40.99), S2NW4 [LOTS AKA N2NW4]",161.81,2S,2,S,1W,3,Duchesne,DEAF,161.559,Utah Schools for the Deaf
1444924,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(46.78), 3(47.62), 4(48.48), N2, N2S2 [LOTS AKA S2SW4, SW4SE4]",622.88,9S,9,S,21E,32,Uintah,SCH,629.841,Public Schools
1445008,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.95), 2(39.96), 3(39.98), 4(39.99), E2, E2W2 [ALL]",639.88,15S,15,S,22E,31,Uintah,X111,636.064,Recreation Exchange
1445052,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,12S,12,S,25E,31,Uintah,SCH,319.744,Public Schools
1445059,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NE4,40,18S,18,S,20E,19,Grand,SCH,39.095,Public Schools
1445075,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(44.06), 2(44.47), 3(44.88), 4(45.29), S2N2, N2S2 [LOTS AKA S2S2]",498.7,9S,9,S,21E,33,Uintah,SCH,505.374,Public Schools
1445081,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2N2SW4NE4, S2SW4NE4, NE4SE4NE4, NE4NW4SE4NE4, S2NW4SE4NE4, S2SE4NE4, W2E2NE4NW4, W2NE4NW4, W2NW4, SE4NW4, NE4SW4, E2NW4SW4, N2NW4NW4SW4, SE4NW4NW4SW4, NE4SW4NW4SW4, S2SW4NW4SW4, S2SW4, SE4",532.5,13S,13,S,23E,21,Uintah,X111,530.89,Recreation Exchange
1445095,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.63), 2(39.68), 3(39.74), 4(39.79), S2N2, S2 [ALL]",638.84,12S,12,S,23E,2,Uintah,SCH,638.58,Public Schools
1445118,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, E2E2NW4, NE4NE4SW4, S2NW4NE4SW4, S2NE4SW4, S2N2NW4SW4, S2NW4SW4, S2SW4, W2SE4",425,13S,13,S,23E,13,Uintah,X111,423.015,Recreation Exchange
1445124,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, N2SW4, SW4SW4, SE4SE4",480,11S,11,S,16E,36,Duchesne,SCH,480.794,Public Schools
1445136,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,17S,17,S,19E,16,Grand,SCH,628.779,Public Schools
1445146,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,22E,36,Uintah,SCH,639.757,Public Schools
1445153,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2NE4,80,2S,2,S,1W,34,Duchesne,SCH,79.843,Public Schools
1445167,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,20E,32,Uintah,SCH,663.067,Public Schools
1445203,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NE4,40,7S,7,S,21E,19,Uintah,RES,41.536,Reservoirs
1445216,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2, W2SE4",400,12S,12,S,24E,34,Uintah,X111,400.023,Recreation Exchange
1445253,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(35.78), 2(35.88), 3(36.00), 4(36.10), E2, E2W2 [ALL]",623.76,13S,13,S,23E,7,Uintah,X111,624.292,Recreation Exchange
1445264,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,19E,36,Uintah,SCH,635.684,Public Schools
1445270,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,25E,36,Uintah,SCH,638.272,Public Schools
1445275,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(31.70), 5(15.40) [AKA PART OF NE4NE4, PART OF SW4NE4]",47.1,6S,6,S,21E,36,Uintah,SCH,45.71,Public Schools
1445293,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.32), 2(40.32), 3(40.50), E2NW4, NE4SW4, W2SE4, PART OF N2N2SW4SW4 [METES & BOUNDS] [AKA W2NW4, NW4SW4]",323.14,1S,1,S,1W,18,Duchesne,SCH,322.525,Public Schools
1445314,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4NW4,40,15S,15,S,23E,27,Uintah,MULT,40.013,Multi-Beneficiary
1445319,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4SE4SE4,2.5,13S,13,S,23E,17,Uintah,X111,2.51,Recreation Exchange
1445320,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NW4, E2SW4",120,3S,3,S,3W,34,Duchesne,SCH,121.229,Public Schools
1445332,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.77), 2(40.55), 3(40.33), 4(40.11), NW4, N2SW4, NW4SE4 [LOTS AKA S2S2]",441.76,5S,5,S,20E,36,Uintah,SCH,439.628,Public Schools
1445352,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2, SE4",480,5S,5,S,21E,35,Uintah,SCH,478.078,Public Schools
1445380,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4NE4,40,4S,4,S,3W,16,Duchesne,SCH,39.681,Public Schools
1445385,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,23E,26,Uintah,SCH,640.721,Public Schools
1445494,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,15S,15,S,23E,23,Uintah,X111,319.496,Recreation Exchange
1445509,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,25E,16,Uintah,SCH,639.857,Public Schools
1445531,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(14.65), 2(14.35), 3(14.05), 4(13.75), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, S2 [ALL]",696.8,13S,13,S,24E,2,Uintah,SCH,696.597,Public Schools
1445532,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,22E,36,Uintah,SCH,637.342,Public Schools
1445538,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,25E,16,Uintah,SCH,641.864,Public Schools
1445554,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(7.54), 2(7.50), 3(7.46), 4(7.42), S2N2, S2 [ALL] [ALSO KNOWN AS TRACT 37]",509.92,6S,6,S,19E,2,Uintah,SCH,510.314,Public Schools
1445558,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(24.17), 2(30.36), 3(41.11), 4(40.00), 5(20.65), N2 [ALL]",476.29,9S,9,S,19E,32,Uintah,SCH,478.806,Public Schools
1445618,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NE4, E2W2, SE4",400,15S,15,S,21E,31,Uintah,SCH,400.781,Public Schools
1445654,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,18E,36,Uintah,SCH,645.329,Public Schools
1445686,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,25E,17,Uintah,SCH,641.123,Public Schools
1445688,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 5(32.35), 6(16.09), 7(26.25), 8(29.23), 9(38.22), 10(42.44), 11(30.91), 12(10.78), 13(35.38), 14(16.89), N2NE4, SE4NE4 [LOTS AKA SW4NE4, S2]",398.54,9S,9,S,25E,30,Uintah,SCH,398.188,Public Schools
1445694,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SE4,40,15S,15,S,23E,28,Uintah,SCH,40.052,Public Schools
1445700,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(7.56), 2(7.72), 3(7.88), 4(8.55), 5(40.20), 6(41.09), 7(41.98), S2NE4, SE4NW4, E2SW4, SE4 [ALL]",514.98,6S,6,S,22E,6,Uintah,SCH,519.849,Public Schools
1445727,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,19E,32,Uintah,SCH,636.016,Public Schools
1445738,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,17S,17,S,20E,4,Grand,SCH,39.911,Public Schools
1445741,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(32.80), 2(32.34), 3(31.84), 4(31.24), S2 [ALL]",448.22,15.5S,15.5,S,21E,32,Grand,SCH,447.821,Public Schools
1445828,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SW4,40,1N,1,N,1E,35,Uintah,SCH,40.794,Public Schools
1445851,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,19E,32,Uintah,SCH,633.551,Public Schools
1445889,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.34), 2(36.35), 3(36.35), 4(36.36), 5(45.13), 6(25.30), 7(20.86), 8(37.51), 9(55.50), 10(14.60), 11(32.63), 12(49.54), S2NE4, SE4NW4, SW4SW4 [ALL]",586.47,9S,9,S,24E,2,Uintah,SCH,585.624,Public Schools
1445927,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2W2NE4NW4, SE4SW4NE4NW4, W2SE4NW4, SW4SE4SE4NW4, W2E2NE4SW4, W2NE4SW4, S2S2SW4SE4, SW4SW4SE4SE4",77.5,12S,12,S,23E,32,Uintah,SCH,77.871,Public Schools
1445934,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,17E,36,Uintah,SCH,640.425,Public Schools
1445948,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,2S,2,S,1W,34,Uintah,SCH,39.921,Public Schools
1445951,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SE4,40,18S,18,S,19E,24,Grand,SCH,39.806,Public Schools
1445975,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,24E,32,Uintah,SCH,639.074,Public Schools
1445994,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,25E,18,Uintah,SCH,635.94,Public Schools
1446000,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,16,Uintah,SCH,640.494,Public Schools
1446001,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.11), 2(36.14), 3(36.16), 4(36.19), S2N2, S2 [ALL]",624.6,9S,9,S,23E,2,Uintah,SCH,627.462,Public Schools
1446006,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(5.93), 2(5.20), 3(40.50), 4(39.73), 5(46.60), 6(23.78), 7(24.13), 8(42.10), 9(37.50), 10(38.70), 11(27.91), 12(45.89), NW4SW4, S2S2 [ALL, LESS MINING CLAIMS]",577.97,9S,9,S,24E,25,Uintah,SCH,580.853,Public Schools
1446020,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.05), 2(40.15), 3(40.25), 4(40.35), S2N2, S2 [ALL]",640.8,15S,15,S,20E,2,Uintah,SCH,639.292,Public Schools
1446055,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(56.78), 2(40.00), 3(40.00), 4(40.00), 5(40.00), 6(56.74), 7(56.70), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(56.66), W2 [ALL]",866.88,12S,12,S,25E,36,Uintah,SCH,851.717,Public Schools
1446068,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(33.85), 4(33.79), SW4, W2SE4 [LOTS AKA S2NW4]",307.64,15.5S,15.5,S,21E,36,Grand,SCH,307.292,Public Schools
1446075,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(19.27), 2(40.00), 3(40.00), 4(20.17), 5(21.07), 6(40.00), 7(40.00), 8(21.97), W2E2, W2 [ALL]",722.48,5S,5,S,21E,36,Uintah,SCH,720.881,Public Schools
1446094,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,9S,9,S,22E,30,Uintah,SCH,39.795,Public Schools
1446100,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2SE4, SW4NE4",120,1S,1,S,1W,19,Duchesne,SCH,119.171,Public Schools
1446108,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.61), 2(40.62), 3(40.62), 4(40.63), 6(6.58), S2NW4, SW4, S2SE4 [LOTS AKA N2N2, NE4SE4NE4]",489.06,10S,10,S,24E,2,Uintah,SCH,480.87,Public Schools
1446128,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,25E,16,Uintah,SCH,644.966,Public Schools
1446137,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2,320,9S,9,S,25E,14,Uintah,SCH,317.498,Public Schools
1446151,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,2S,2,S,1W,19,Duchesne,USU,162.157,Utah State University
