objectid,state,managing_agency,rights_type,state_enabling_act,comboown,activity,aliquot,acres,township,township,townd,range,section,county,benemin,gis_acres,trust_name
1446511,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,2S,2,S,1W,2,Uintah,IB,40.546,Utah Schools for the Blind
1446521,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2NW4,80,1S,1,S,2W,35,Duchesne,SYDC,79.546,Juvenile Justice Services
1446542,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,18S,18,S,20E,33,Grand,SCH,156.229,Public Schools
1446590,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,22E,12,Uintah,X111,641.245,Recreation Exchange
1446593,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 1 [SE4NE4],34.26,15.5S,15.5,S,22E,31,Grand,SCH,34.108,Public Schools
1446628,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2SE4,80,2S,2,S,1E,1,Uintah,UNIV,79.609,University of Utah
1446644,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2SW4,80,3S,3,S,2E,14,Uintah,SCH,80.599,Public Schools
1446657,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NE4, N2SE4",120,2S,2,S,3W,25,Duchesne,SCH,120.401,Public Schools
1446661,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2NE4, SW4NE4, SE4NW4",160,18S,18,S,20E,18,Grand,SCH,157.333,Public Schools
1446665,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF SE4 [METES & BOUNDS],53.33,2S,2,S,2W,13,Duchesne,SCH,53.475,Public Schools
1446717,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,21E,16,Uintah,SCH,651.442,Public Schools
1446724,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2N2, S2",480,9S,9,S,25E,11,Uintah,SCH,470.435,Public Schools
1446764,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.92), 2(39.94), 3(39.94), 4(39.96), S2N2, S2 [ALL]",639.76,11S,11,S,24E,2,Uintah,SCH,639.499,Public Schools
1446780,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,8S,8,S,20E,36,Uintah,SCH,160.596,Public Schools
1446784,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2,320,10S,10,S,22E,14,Uintah,SCH,322.784,Public Schools
1446803,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, N2NW4, SE4NW4, S2",600,15S,15,S,23E,27,Uintah,SCH,600.295,Public Schools
1446824,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.43), 2(39.49), 3(39.55), 4(39.61), S2N2, S2 [ALL]",638.08,18S,18,S,19E,2,Grand,SCH,638.168,Public Schools
1446851,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,24E,32,Uintah,SCH,639.459,Public Schools
1446855,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF E2 [METES & BOUNDS],167.85,3S,3,S,5W,35,Duchesne,SCH,167.654,Public Schools
1446856,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NE4, PART OF NE4SW4 [METES & BOUNDS]",77,1S,1,S,3W,8,Duchesne,UNIV,76.695,University of Utah
1446857,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.96), 2(39.99), 3(39.51), 4(39.04), S2N2, S2 [ALL]",638.5,11S,11,S,20E,2,Uintah,SCH,632.991,Public Schools
1446863,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, NW4SW4",360,12S,12,S,23E,16,Uintah,SCH,359.659,Public Schools
1446883,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 7(40.00), 8(26.82), 9(40.00), 10(40.00), 11(36.75), 12(30.54), 13(40.00), NE4, NE4NW4, S2SW4, E2SE4 [ALL, EXCEPT MINING CLAIM]",614.11,11S,11,S,25E,32,Uintah,SCH,618.963,Public Schools
1446885,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, NE4SW4, NW4SE4",400,19S,19,S,20E,21,Grand,SCH,464.044,Public Schools
1446887,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(7.31), 2(7.53), 3(7.75), 4(7.97), SE4NW4, S2SW4, SE4 [LOTS AKA N2N2]",310.56,6S,6,S,22E,3,Uintah,SCH,314.246,Public Schools
1446951,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,24E,32,Uintah,SCH,640.368,Public Schools
1446974,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,25E,36,Uintah,SCH,641.106,Public Schools
1447036,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4, N2SW4, SW4SW4",280,11S,11,S,18E,16,Uintah,SCH,276.967,Public Schools
1447045,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4NE4,40,14S,14,S,25E,27,Uintah,SCH,40.079,Public Schools
1447057,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,23E,32,Uintah,SCH,639.613,Public Schools
1447067,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2NE4, NW4SE4",120,17S,17,S,20E,9,Grand,SCH,120.059,Public Schools
1447077,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2,320,2S,2,S,7W,11,Duchesne,SCH,314.575,Public Schools
1447121,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2,320,9S,9,S,21E,2,Uintah,SCH,315.833,Public Schools
1447151,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4NE4, N2SE4NE4",60,2S,2,S,2W,23,Duchesne,MH,60.253,Miners Hospital
1447216,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,19E,16,Uintah,SCH,622.035,Public Schools
1447218,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,24E,36,Uintah,SCH,639.691,Public Schools
1447238,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,21E,16,Uintah,SCH,639.497,Public Schools
1447272,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NE4, NE4SE4",80,16S,16,S,21E,8,Grand,SCH,79.71,Public Schools
1447319,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4SW4, S2SE4",120,3S,3,S,3W,2,Duchesne,SCH,118.594,Public Schools
1447325,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(38.59), NW4NE4, S2NE4, W2, SE4 [ALL]",638.59,9S,9,S,25E,21,Uintah,SCH,637.423,Public Schools
1447330,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(37.85), 2(37.91), 3(37.97), 4(38.03), 5(38.92), 6(31.10), 9(31.75), 10(29.42), 13(13.47), NE4, NE4NW4, E2SE4 [LOTS AKA W2NW4, PART OF SE4NW4, PART OF E2SW4, W2SW4, PART OF W2SE4]",576.42,14S,14,S,21E,18,Uintah,X111,574.832,Recreation Exchange
1447341,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2NE4,80,3S,3,S,3W,11,Duchesne,SCH,80.276,Public Schools
1447357,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4NE4, S2NE4, NW4SE4, S2SE4",240,16S,16,S,21E,8,Grand,SCH,239.183,Public Schools
1447367,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,19E,32,Uintah,SCH,637.208,Public Schools
1447393,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,21E,29,Uintah,SCH,650.103,Public Schools
1447402,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF S2NW4 [METES & BOUNDS],79,2S,2,S,1W,32,Duchesne,UNIV,78.941,University of Utah
1447420,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,12S,12,S,25E,29,Uintah,SCH,312.174,Public Schools
1447466,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,12S,12,S,24E,14,Uintah,SCH,319.282,Public Schools
1447467,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2SW4, N2SE4, SW4SE4",200,16S,16,S,20E,35,Grand,SCH,198.89,Public Schools
1447476,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,1S,1,S,2W,24,Duchesne,MH,158.32,Miners Hospital
1447479,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(27.98), 2(28.02), 3(28.06), E2, SE4NW4, E2SW4 [LOTS AKA W2NW4, NW4SW4]
",524.06,9S,9,S,22E,31,Uintah,SCH,523.999,Public Schools
1447483,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4NW4, SW4NW4, NW4SW4",120,17S,17,S,20E,20,Grand,SCH,117.225,Public Schools
1447491,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, W2SE4",240,13S,13,S,19E,36,Uintah,SCH,239.697,Public Schools
1447505,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.75), 2(36.85), 3(36.95), 4(37.05), W2NE4NE4, W2SE4NE4NE4, NW4NE4, W2NE4SE4NE4, W2SE4NE4, SE4SE4NE4, E2W2, SE4 [LOTS AKA W2W2]",567.6,13S,13,S,23E,19,Uintah,SCH,567.636,Public Schools
1447526,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.78), 2(40.82), 3(40.86), 4(40.90), S2N2, SW4, N2SE4, SW4SE4 [LOTS AKA N2N2]",603.36,14S,14,S,21E,4,Uintah,X111,600.844,Recreation Exchange
1447538,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,21E,36,Uintah,SCH,647.656,Public Schools
1447560,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(16.91), 2(8.57), 3(30.53), 4(41.47), 5(34.64), S2SW4 [ALL]",212.12,11S,11,S,13E,2,Duchesne,SCH,211.468,Public Schools
1447575,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2NE4, SE4NE4, NE4NW4",160,3S,3,S,3W,7,Duchesne,SCH,160.083,Public Schools
1447580,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4SE4,40,16S,16,S,19E,18,Grand,SCH,40.041,Public Schools
1447589,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2NE4,80,3S,3,S,2W,3,Duchesne,USH,79.525,Utah State Hospital
1447613,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF NE4NW4 [LESS METES & BOUNDS],20.19,2S,2,S,1W,21,Duchesne,SCH,39.944,Public Schools
1447629,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4SW4, W2W2NE4SE4, W2SE4, N2SE4SE4, SE4SE4SE4",160,4S,4,S,8W,1,Duchesne,SCH,160.734,Public Schools
1447688,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.70), 6(35.52), 7(35.65), S2NE4, E2SW4, SE4 [LOTS AKA NE4NE4, W2SW4]",430.87,13S,13,S,23E,6,Uintah,X111,430.282,Recreation Exchange
1447703,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 5(19.00), 6(30.00), 7(32.00), 8(9.10), 10(29.00), 11(37.30), 12(13.00), 13(40.00), 14(19.00), N2SW4, NW4SE4 [LOTS AKA PART OF S2S2N2, PART OF S2SW4, PART OF NE4SE4, PART OF S2SE4]",348.4,7S,7,S,21E,29,Uintah,SCH,354.371,Public Schools
1447711,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(38.30), 2(38.50), 3(38.70), 4(38.90), S2N2, S2 [ALL]",634.4,9S,9,S,22E,2,Uintah,SCH,632.005,Public Schools
1447752,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,18S,18,S,19E,36,Grand,SCH,629.779,Public Schools
1447775,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2,320,10S,10,S,19E,16,Uintah,SCH,323.628,Public Schools
1447811,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,23E,32,Uintah,SCH,640.544,Public Schools
1447814,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(39.56), PART OF LOT 2(26.53), PART OF SW4NE4(27.45), SE4NE4, PART OF W2SE4(55.71), E2SE4 [LOTS AKA NE4NE4, PART OF NW4NE4]",269.25,11S,11,S,17E,2,Uintah,SCH,241.993,Public Schools
1447824,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,18E,32,Uintah,SCH,640.364,Public Schools
1447839,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(36.10), 3(27.77), N2SW4 [LOTS AKA PART OF S2SW4]",143.87,3S,3,S,4W,36,Duchesne,SCH,147.762,Public Schools
1447879,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4SW4NW4NW4, W2NW4SW4NW4, NW4SW4SW4NW4",10,13S,13,S,23E,9,Uintah,X111,9.004,Recreation Exchange
1447896,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(28.92), 3(29.01), 4(29.09), SW4NW4, W2SW4 [LOTS AKA SE4NW4, E2SW4]",207.02,9S,9,S,25E,12,Uintah,SCH,212.946,Public Schools
1447928,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NE4NW4NW4, N2NW4NW4NW4, SW4NW4NW4NW4",10,13S,13,S,23E,17,Uintah,X111,10.012,Recreation Exchange
1447936,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.46), 2(39.52), 3(39.56), 4(39.62), S2N2, S2 [ALL]",638.16,8S,8,S,23E,2,Uintah,SCH,637.869,Public Schools
1447987,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,33,Uintah,X111,638.731,Recreation Exchange
1447993,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,21E,20,Uintah,SCH,647.025,Public Schools
1447999,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,21E,32,Uintah,SCH,639.664,Public Schools
1448009,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,15S,15,S,23E,33,Uintah,SCH,160.541,Public Schools
1448021,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4NW4, NE4SW4",80,16S,16,S,19E,8,Grand,SCH,79.046,Public Schools
1448032,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4NE4SE4SE4	",2.5,13S,13,S,23E,10,Uintah,X111,2.477,Recreation Exchange
1448037,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(43.77), 2(21.55), 3(41.93), 4(27.72), 5(48.04), 6(30.93), 7(25.86), NE4, N2NW4, SE4NW4, SW4SW4, NE4SE4 [ALL, LESS MINING CLAIM AREA]",599.8,9S,9,S,25E,16,Uintah,SCH,597.705,Public Schools
1448048,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4SW4NW4SW4, W2W2SW4SW4",12.5,13S,13,S,23E,20,Uintah,SCH,12.455,Public Schools
1448074,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(31.00), 4(10.08), 5(13.54) [AKA PART OF SE4NE4, PART OF N2NW4SE4, PART OF NW4NE4SE4]",54.62,8S,8,S,20E,21,Uintah,USH,45.121,Utah State Hospital
1448083,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,23E,32,Uintah,SCH,639.483,Public Schools
1448086,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, N2SE4",240,3S,3,S,1W,26,Uintah,SCH,241.187,Public Schools
1448111,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,23E,36,Uintah,SCH,639.04,Public Schools
1448158,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2SE4,80,1S,1,S,4W,17,Duchesne,SCH,79.424,Public Schools
1448179,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF LOT 2(12.99), LOTS 3(39.48), 4(39.44), PART OF SW4NE4(12.55), S2NW4, SW4, PART OF W2SE4(24.29) [LOTS AKA PART OF NW4NE4, N2NW4]",368.75,11S,11,S,17E,2,Duchesne,SCH,395.713,Public Schools
1448188,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,20E,36,Uintah,SCH,635.753,Public Schools
1448199,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(36.27), 4(33.84), 5(37.34) [AKA N2NW4, SW4NW4]",107.45,14S,14,S,23E,6,Uintah,X111,107.85,Recreation Exchange
1448281,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4SE4, S2SE4",120,15S,15,S,23E,28,Uintah,SCH,120.148,Public Schools
1448284,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,17E,36,Uintah,SCH,638.772,Public Schools
1448315,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,16E,36,Carbon,SCH,640.354,Public Schools
1448324,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,36,Uintah,SCH,640.581,Public Schools
1448354,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2NE4,80,2S,2,S,1W,20,Duchesne,SCH,79.727,Public Schools
1448361,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4NW4, NE4SW4",80,3S,3,S,1W,28,Duchesne,USU,79.971,Utah State University
1448382,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4NW4,40,6S,6,S,22E,15,Uintah,SCH,40.585,Public Schools
1448389,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,16S,16,S,20E,36,Grand,SCH,614.223,Public Schools
1448396,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,12S,12,S,24E,26,Uintah,SCH,318.722,Public Schools
1448403,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(21.17), 2(21.21), 3(21.23), 4(21.27), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), 13(40.00), 14(40.00), 15(40.00), 16(40.00), 17(40.00), 18(40.00), 19(40.00), 20(40.00), S2 [ALL]",1044.88,16S,16,S,20E,2,Grand,SCH,1035.042,Public Schools
1448404,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 4(39.91), 6(2.29), 8(17.11), 10(23.66), 11(32.34), 14(11.80), SE4SW4 [LOTS AKA PART OF N2SW4, SW4SW4, PART OF W2SE4, PART OF SE4SE4]",167.11,15S,15,S,22E,30,Uintah,X111,159.955,Recreation Exchange
1448412,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,21E,36,Uintah,SCH,639.508,Public Schools
1448438,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2, SE4",480,15S,15,S,23E,33,Uintah,MULT,481.678,Multi-Beneficiary
1448440,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.10), 2(40.07), 3(40.03), 4(40.00), S2N2, S2 [ALL]",640.2,12S,12,S,25E,2,Uintah,SCH,642.629,Public Schools
1448553,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4SW4,40,2S,2,S,5W,21,Duchesne,SCH,39.852,Public Schools
1448562,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, S2NW4",240,3S,3,S,9W,26,Duchesne,SCH,239.122,Public Schools
1448566,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NW4NW4, S2NW4NW4, SW4NW4",70,13S,13,S,23E,29,Uintah,SCH,70.275,Public Schools
1448578,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,20E,16,Uintah,SCH,631.422,Public Schools
1448595,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(27.19), 2(27.03), NE4, E2NW4 [LOTS AKA W2NW4]",294.22,10S,10,S,22E,7,Uintah,SCH,297.631,Public Schools
