state,managing_agency,rights_type,state_enabling_act,township,range,section,aliquot,acres,OBJECTID,trust_name
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,34,SN170,SWNE,40,898414,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,34,SN170,NESE,40,898439,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,34,SN170,NWSE,40,898438,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,34,SN170,SESE,40,898463,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,34,SN170,SWSE,40,898462,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,35,SN040,NWNW,42.68,898776,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,36,SN360,SENE,25.1,915626,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,36,SN360,SENW,47.15,915623,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,36,SN360,SWNW,53,915629,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,36,SN360,NESW,37.8,915632,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,36,SN360,NESE,36.8,915633,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,36,SN320,NESW,50.6,915641,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,NENW,40,900017,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,NWNE,40,900030,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,NENE,40,900031,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,SWNW,42.51,900040,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,SENW,40,900041,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,SENE,40,900055,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,SWNE,40,900054,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,NESW,40,900065,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,NWSW,42.59,900064,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,NWSE,40,900078,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,NESE,40,900079,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,SWSW,42.66,900088,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN070,SESW,40,900089,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,SWSE,40,900102,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN100,SESE,40,900103,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,NENW,40,900113,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,SWNW,42.75,900136,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,SENW,40,900137,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,NESW,40,900161,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,NWSW,42.77,900160,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,SESW,40,900185,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,37,SN180,SWSW,42.81,900184,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,NWNE,40,900610,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,NENE,40,900611,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,SWNE,40,900634,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,SENE,40,900635,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,NESE,40,900659,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,NWSE,40,900658,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,SESE,40,900683,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN110,SWSE,40,900682,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,NWNE,40,900710,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,NENE,40,900711,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,SWNE,40,900734,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,SENE,40,900735,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,NESE,40,900759,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,NWSE,40,900758,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,SESE,40,900783,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,38,SN130,SWSE,40,900782,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN050,NENW,43.44,1007855,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN020,NWNE,40.38,1007859,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN020,NWNW,40.88,1007867,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN020,NENW,40.62,1007863,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN050,SWSW,39.8,1007928,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN080,NENW,40,1007950,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN080,SENW,40,1007973,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN140,NENE,40,1008026,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN140,SENE,40,1008050,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN140,NESE,40,1008074,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,36,SN140,SESE,40,1008098,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,37,SN140,SENE,30.5,1008422,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,37,SN140,NESE,23.5,1008432,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,37,SN140,NWSE,35.5,1008434,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,37,SN290,NENW,40,1008565,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,37,SN290,SENW,40,1008591,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN190,NESW,32.35,1008822,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN190,NWSW,37.92,1008821,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN190,SWSW,37.97,1008841,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN190,NWSE,57.1,1008840,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN300,NENW,40,1008865,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN300,SENW,40,1008889,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN300,SWNW,38.29,1008888,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,NWNE,40,1008978,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,NENE,40,1008979,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,SWNE,40,1009002,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,SENE,40,1009003,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,NWSE,40,1009026,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,NESE,40,1009027,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,SWSE,40,1009050,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,38,SN350,SESE,40,1009051,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,39,SN190,NESW,40,1009195,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,39,SN190,SESW,40,1009219,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,39,SN190,SWSW,39.27,1009220,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,33,SN180,NWSW,41.4,1009501,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,33,SN180,SESW,40.46,1009526,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,33,SN180,SESE,17.78,1009528,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,34,SN180,SWSW,39.57,1009871,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,34,SN190,NWNW,39.63,1009890,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,34,SN190,SWNW,39.69,1009912,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,34,SN190,NWSW,39.75,1009935,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,35,SN320,SWSE,39.4,1010318,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",44,35,SN320,SESW,33.4,1010317,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",3,22,SN230,SENW,23.1,1152544,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",3,22,SN230,SWNE,21.3,1152548,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",3,22,SN300,NESW,37,1152651,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",3,22,SN310,NWNE,18,1152683,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",96,70,SN270,NENE,40,7753,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",96,74,SN330,NENE,40,10167,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",96,74,SN330,SENE,40,10191,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",95,69,SN060,SENW,40,625,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",95,69,SN070,NENW,40,700,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",95,69,SN070,SENW,40,725,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",95,69,SN070,SWNW,36.3,724,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",97,79,SN200,SWSE,23.25,21023,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",97,79,SN320,SWNE,22.53,21147,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",97,79,SN320,NWSE,22.45,21166,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",97,79,SN320,SWSE,22.36,21184,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",96,78,SN260,NESE,40,12419,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",96,78,SN260,SENE,40,12396,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",98,71,SN330,SESW,40,25313,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,76,SN120,SWNE,55.44,43990,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,76,SN120,SENE,55.55,43991,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN270,SENE,40,44286,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN300,SENW,40,44288,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN270,NESE,40,44307,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN300,NESW,40,44310,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN300,SWSW,31.17,44330,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN270,SESE,40,44332,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,77,SN300,SESW,40,44331,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,74,SN310,SWNW,37.14,42960,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",100,74,SN310,SENW,40,42961,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",99,76,SN190,SENW,40,36600,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",99,76,SN190,SWNW,37.59,36599,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,74,SN300,SENE,40,52495,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,74,SN300,NESE,40,52520,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,74,SN300,SESE,40,52544,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,75,SN090,SENE,40,52778,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,75,SN300,SWSW,39.76,53110,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,75,SN300,SESW,40,53109,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,76,SN060,SWSW,37.81,53300,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",101,76,SN060,SESW,40,53302,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",102,77,SN100,SENW,40,72303,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",102,77,SN210,NENE,40,72472,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",102,77,SN210,SENE,40,72498,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",102,77,SN210,NESE,40,72522,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",102,77,SN210,SESE,40,72547,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",103,75,SN230,SENE,15.88,89783,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",103,79,SN360,SENE,40,92257,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",103,79,SN360,NENE,40,92254,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",103,79,SN360,NESE,40,92260,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN010,SENW,37.75,400393,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,NWNE,40,400465,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,NENE,40,400463,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,SENE,40,400489,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,SWNE,40,400492,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,NESE,40,400516,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,NWSE,40,400518,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,SWSE,40,400543,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",36,29,SN090,SESE,40,400546,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN030,NWNE,40.07,406645,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,NENW,40,406920,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,SWNW,41.59,406943,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,SENW,40,406944,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN020,NWNE,40.56,410660,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,NENW,40,410736,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,SWNW,42.11,410761,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,SENW,40,410762,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,NWSW,42.19,410787,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,NESW,40,410788,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,SWSW,42.27,410813,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",39,26,SN070,SESW,40,410814,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,NESW,40,406968,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,NWSW,41.55,406967,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,SWSW,41.52,406991,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",38,26,SN190,SESW,40,406992,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",37,27,SN220,NENE,40,403498,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",37,27,SN220,SENE,40,403518,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,26,SN310,SESW,40,414089,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,26,SN310,SWSW,41.53,414090,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,27,SN030,NENE,40,414142,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,27,SN010,NENE,40,414157,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,27,SN030,SENE,40,414166,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,28,SN070,NENW,40,414852,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,28,SN070,SENW,40,414876,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,28,SN070,NESW,40,414900,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,28,SN070,SESW,40,414924,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",40,28,SN300,SESE,40,415210,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",41,25,SN070,NESW,40,416055,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",41,25,SN070,SESW,40,416079,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",41,25,SN070,SWSW,41.96,416078,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",41,25,SN180,SESW,40,416175,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",41,25,SN180,SWSW,42.18,416174,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,27,SN310,SESW,40,423183,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,27,SN310,SWSW,43.94,423184,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,28,SN100,NWSW,13.5,423306,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,28,SN100,NWSW,18.1,423317,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",43,28,SN100,NESW,19.5,423319,Rural Credit
